ccn,rpt_rec_num,fy_end,total_salaries,total_paid_hours,total_avg_hourly_wage,contract_labor_dollars,contract_labor_hours,contract_labor_hourly_rate,source_confidence
500054,813496,12/31/2024,394972653.0,7258311.0,54.91,9390980.0,173515.0,54.12,0.92
450253,813372,12/31/2024,4120253.0,93736.7,43.96,30975.0,1032.5,30.0,0.92
150058,812646,12/31/2024,190321890.0,4343904.0,43.81,7432452.0,76832.0,96.74,0.92
500058,813498,12/31/2024,379311156.0,7099966.0,53.76,9733912.0,107110.0,90.88,0.92
510093,816473,12/31/2024,4966498.0,86967.28,57.19,37348.0,713.75,52.33,0.92
150057,810795,12/31/2024,27049189.0,656051.0,41.23,1301193.0,14777.0,88.06,0.92
673073,813577,12/31/2024,4964249.0,113929.0,43.57,259023.0,5932.0,43.67,0.92
150056,811488,12/31/2024,845895809.0,19864506.0,42.4,156636247.0,1178271.0,132.94,0.92
673074,812138,12/31/2024,6160550.0,142050.0,43.37,293496.0,4379.0,67.02,0.92
150051,811487,12/31/2024,132086777.0,3367315.16,39.05,34377023.0,266253.0,129.11,0.92
500060,815125,12/31/2024,33287483.0,585064.61,56.9,5487150.0,50329.43,109.02,0.92
150048,811486,12/31/2024,98927611.0,2594704.82,38.13,8820379.0,116237.43,75.88,0.92
673077,813579,12/31/2024,7739688.0,192131.0,40.28,153332.0,4206.0,36.46,0.92
150069,812647,12/31/2024,65110645.0,1452745.0,44.9,2797097.0,18672.0,149.8,0.92
450222,830819,12/31/2024,77801129.0,1842813.0,42.33,1836912.0,45219.0,40.62,0.92
100258,812512,12/31/2024,143287496.0,3264140.0,43.87,146115.0,2486.0,58.78,0.92
503027,812069,12/31/2024,1858157.0,31921.0,58.21,443048.0,4380.0,101.15,0.92
150006,829443,12/31/2024,43749427.0,1122615.0,38.97,702038.0,7705.0,91.11,0.92
510001,815135,12/31/2024,557911100.0,16208914.63,34.42,22813584.0,230111.2,99.14,0.92
150005,810789,12/31/2024,221386160.0,4161770.17,53.2,1582332.0,18129.57,87.28,0.92
510002,815137,12/31/2024,56782160.0,956897.0,59.34,8660661.0,110819.14,78.15,0.92
010125,812154,12/31/2024,8517101.0,298579.0,28.53,165555.0,797.05,207.71,0.92
090001,811382,12/31/2024,203323288.0,4318706.0,48.24,44716202.0,851317.0,52.53,0.92
100265,812514,12/31/2024,141762237.0,3617562.8,39.19,3044169.0,34799.4,87.48,0.92
150002,811477,12/31/2024,180967806.0,4197664.0,43.01,22241277.0,229154.0,97.06,0.92
150001,828184,12/31/2024,40974928.0,1341832.82,30.5,5920762.0,55111.21,107.43,0.92
510006,816462,12/31/2024,186774076.0,3916109.0,47.69,11198135.0,114350.0,97.93,0.92
450209,809688,12/31/2024,130425576.0,3571282.0,37.71,8164939.0,168479.0,48.46,0.92
510024,815140,12/31/2024,127150691.0,2867523.55,44.55,6387129.0,109190.3,58.5,0.92
510008,812071,12/31/2024,94920567.0,2613981.6,36.31,16034423.0,136126.0,117.79,0.92
100268,812515,12/31/2024,58656205.0,1370782.0,42.77,546896.0,6998.0,78.15,0.92
110002,812535,12/31/2024,53182086.0,1383187.0,38.45,1765814.0,30091.0,58.68,0.92
510022,815138,12/31/2024,752758453.0,15249838.0,49.36,20934800.0,313063.0,66.87,0.92
150007,811481,12/31/2024,58001023.0,1343877.0,42.97,1069609.0,10040.0,106.53,0.92
500124,818295,12/31/2024,553869927.0,8681409.0,63.86,20586994.0,199332.0,103.28,0.92
143029,812639,12/31/2024,6568093.0,152730.0,43.0,1059869.0,13973.0,75.85,0.92
503026,812068,12/31/2024,11516851.0,243386.0,47.32,3256844.0,45663.0,71.32,0.92
150024,811483,12/31/2024,388959453.0,9539370.26,40.77,18023033.0,423678.0,42.54,0.92
500129,810548,12/31/2024,397410774.0,6197885.77,64.12,26011787.0,300031.0,86.7,0.92
140292,812627,12/31/2024,52829630.0,1209344.76,43.68,1323614.0,13859.0,95.51,0.92
150023,829251,12/31/2024,130458804.0,3267792.6,39.92,24652513.0,279899.4,88.08,0.92
150022,810791,12/31/2024,14417589.0,393155.0,36.67,514889.0,7754.0,66.4,0.92
500139,810550,12/31/2024,63162320.0,1096487.71,57.6,6979197.0,75414.0,92.55,0.92
150021,815585,12/31/2024,746732277.0,10823755.0,52.84,22119844.0,228384.0,96.85,0.92
673083,812139,12/31/2024,3783387.0,82513.0,45.85,18567.0,246.0,75.48,0.92
150018,811482,12/31/2024,96467839.0,2241541.0,43.04,2379469.0,27135.0,87.69,0.92
140304,810788,12/31/2024,73531011.0,1634886.05,44.98,228091.0,956.0,238.59,0.92
150015,812642,12/31/2024,76875078.0,1938932.53,39.65,2977139.0,27111.03,109.81,0.92
450213,813711,12/31/2024,917137520.0,20631833.02,44.45,2666897.0,35084.0,76.01,0.92
510038,815143,12/31/2024,25868133.0,641747.5,40.31,1235914.0,21601.07,57.22,0.92
500152,813502,12/31/2024,106639527.0,1839096.0,58.05,1646171.0,26321.0,62.54,0.92
100275,810752,12/31/2024,90187235.0,2225442.0,41.39,847840.0,11137.0,76.13,0.92
500154,810551,12/31/2024,36151818.0,604667.3,59.79,3025712.0,34848.0,86.83,0.92
500053,810545,12/31/2024,79215749.0,1511180.0,52.42,10551676.0,130804.0,80.67,0.92
030152,817083,12/31/2024,7442307.0,134578.0,55.3,308917.0,3187.0,96.93,0.92
150072,810797,12/31/2024,45345441.0,1167740.0,38.65,3193453.0,27976.0,114.15,0.92
500016,813486,12/31/2024,309570171.0,6978514.0,44.36,19588413.0,180332.0,108.62,0.92
100289,812522,12/31/2024,181313571.0,4714570.0,38.46,7374926.0,108059.0,68.25,0.92
673039,829228,12/31/2024,12526898.0,305079.18,41.06,191797.0,2786.77,68.82,0.92
150128,811497,12/31/2024,91034219.0,2050815.0,44.2,1663439.0,11638.0,142.93,0.92
150126,823853,12/31/2024,82906956.0,2061313.95,40.22,4829028.0,50257.25,96.09,0.92
500019,832144,12/31/2024,76127007.0,1514843.0,50.36,1911150.0,30550.0,62.56,0.92
140202,812616,12/31/2024,141306042.0,3301222.74,42.8,2908856.0,33927.9,85.74,0.92
500024,818293,12/31/2024,252310537.0,4931559.0,51.23,21060551.0,432466.0,48.7,0.92
140208,812617,12/31/2024,463059162.0,10904174.78,42.47,8542417.0,140703.15,60.71,0.92
520011,813534,12/31/2024,43856493.0,784350.0,55.91,2689360.0,27680.0,97.16,0.92
150113,811495,12/31/2024,74927974.0,1822099.0,40.96,1584355.0,14978.0,105.78,0.92
500025,812057,12/31/2024,170296451.0,2943290.0,57.96,10037495.0,162048.0,61.94,0.92
110036,828321,12/31/2024,213964905.0,5433880.0,39.3,97428.0,912.0,106.83,0.92
150112,810801,12/31/2024,130919015.0,3116456.0,41.78,29802705.0,408400.0,72.97,0.92
140209,812619,12/31/2024,204967257.0,4056030.0,50.53,14182467.0,150183.0,94.43,0.92
450379,813376,12/31/2024,18049880.0,474134.0,38.07,729292.0,11489.0,63.48,0.92
500026,813489,12/31/2024,149013465.0,2565427.0,58.16,3248295.0,49716.0,65.34,0.92
150109,800936,12/31/2024,113442805.0,2777472.0,40.84,7996019.0,86336.0,92.62,0.92
150146,811499,12/31/2024,19355949.0,599848.17,40.66,329050.0,3002.5,109.59,0.92
030136,809888,12/31/2024,28034658.0,582969.0,48.09,2205149.0,23688.0,93.09,0.92
150162,800937,12/31/2024,221783358.0,5236137.0,42.36,20075815.0,236696.0,84.82,0.92
520035,812079,12/31/2024,69972857.0,1666346.56,41.36,977630.0,10301.02,94.91,0.92
500003,813481,12/31/2024,271880347.0,4388297.88,61.96,9339676.0,68227.87,136.89,0.92
150161,811503,12/31/2024,83157093.0,2161133.0,38.34,24648811.0,188121.0,131.03,0.92
673032,829227,12/31/2024,18791708.0,451238.94,41.64,50411.0,1225.22,41.14,0.92
010012,810614,12/31/2024,16696388.0,525957.23,31.74,857823.0,15318.26,56.0,0.92
100007,809982,12/31/2024,2059509879.0,50295870.0,41.39,8174606.0,87421.0,93.51,0.92
103052,810037,12/31/2024,10258608.0,260402.46,39.4,39458.0,943.05,41.84,0.92
140185,808010,12/31/2024,147741053.0,3505069.18,42.29,24999466.0,377887.86,66.16,0.92
520034,812078,12/31/2024,26860835.0,660334.84,40.78,134593.0,1375.19,97.87,0.92
150160,811502,12/31/2024,33880980.0,823168.49,41.16,3561790.0,61033.31,58.36,0.92
150158,811501,12/31/2024,82666124.0,2143277.63,38.36,15169470.0,118696.0,127.8,0.92
500007,813483,12/31/2024,57606163.0,1138516.0,50.6,11445117.0,65829.0,173.86,0.92
140186,812614,12/31/2024,193156090.0,4276309.0,46.02,7193676.0,87915.0,81.83,0.92
673035,813573,12/31/2024,13543938.0,268029.13,50.53,110436.0,2969.75,37.19,0.92
520028,816761,12/31/2024,85880454.0,1551353.92,55.36,482470.0,5436.65,88.74,0.92
010103,812153,12/31/2024,62693684.0,1342075.59,46.46,4591160.0,54643.16,84.02,0.92
500014,813485,12/31/2024,356425319.0,6559072.0,54.46,34042285.0,612427.0,55.59,0.92
150149,811500,12/31/2024,54271950.0,1091873.09,49.47,133510.0,1175.76,113.55,0.92
500015,811181,12/31/2024,99774450.0,1656829.78,60.22,11438703.0,118995.0,96.13,0.92
030139,809889,12/31/2024,48682183.0,952315.0,51.12,2147274.0,23129.0,92.84,0.92
150104,828383,12/31/2024,79835859.0,1593618.26,50.1,4182544.0,42120.0,99.3,0.92
673054,812133,12/31/2024,14333725.0,333416.27,42.99,252303.0,4177.43,60.4,0.92
450330,810454,12/31/2024,51566875.0,1465622.0,35.18,1949195.0,31698.0,61.49,0.92
030147,827747,12/31/2024,33581259.0,766011.0,43.84,2463980.0,24508.0,100.54,0.92
500044,812060,12/31/2024,175399162.0,2933550.73,59.79,8695946.0,90556.0,96.03,0.92
450324,809691,12/31/2024,172849438.0,4395487.0,40.58,1539607.0,15262.0,100.88,0.92
450292,830891,12/31/2024,17123740.0,336211.05,50.93,22008.0,351.25,62.66,0.92
103066,814165,12/31/2024,2540895.0,53225.0,47.74,27466.0,447.0,61.45,0.92
213028,810172,12/31/2024,16316908.0,406823.39,40.11,1017021.0,13099.24,77.64,0.92
673060,812137,12/31/2024,8174470.0,192559.0,42.45,141050.0,3502.0,40.28,0.92
140251,812623,12/31/2024,45564613.0,1119848.0,40.69,1528970.0,20512.0,74.54,0.92
150074,811490,12/31/2024,282993260.0,6395104.0,44.04,9071672.0,57866.0,156.77,0.92
100284,812521,12/31/2024,25682988.0,863204.49,29.75,146425.0,3110.2,47.08,0.92
513030,810573,12/31/2024,20248965.0,527167.51,38.41,700628.0,9577.11,73.16,0.92
150086,809180,12/31/2024,33466857.0,875565.0,38.22,558754.0,6342.0,88.1,0.92
673052,829844,12/31/2024,15250752.0,368321.79,41.41,200296.0,2777.6,72.11,0.92
500037,809809,12/31/2024,24369077.0,475803.0,51.22,2933285.0,37727.0,77.75,0.92
500027,812058,12/31/2024,541464534.0,8839707.0,61.39,17146029.0,289377.0,59.25,0.92
150102,832170,12/31/2024,6473219.0,168379.0,38.44,42941.0,463.0,92.75,0.92
150101,810800,12/31/2024,31560298.0,971115.89,41.24,1682160.0,17395.97,96.7,0.92
520004,813533,12/31/2024,174260001.0,2892370.5,64.82,73012.0,667.55,109.37,0.92
500031,813491,12/31/2024,42981686.0,774927.0,55.47,8694499.0,88141.26,98.64,0.92
030134,809887,12/31/2024,9113642.0,188716.73,48.29,120641.0,1200.58,100.49,0.92
150097,821957,12/31/2024,81551437.0,1951124.0,41.55,809092.0,9434.0,85.76,0.92
150091,810798,12/31/2024,20514047.0,617147.0,41.76,199142.0,2359.0,84.42,0.92
500033,813492,12/31/2024,84488995.0,2242068.0,37.68,14204676.0,129547.0,109.65,0.92
150090,823852,12/31/2024,76769295.0,1777049.96,43.2,2590454.0,27797.0,93.19,0.92
150089,815595,12/31/2024,143898433.0,3781071.36,37.89,26290558.0,217170.0,121.06,0.92
210060,811618,12/31/2024,26581458.0,562185.0,46.95,1609370.0,19332.0,83.25,0.92
500036,812059,12/31/2024,282394624.0,5223059.07,54.07,13379316.0,193636.01,69.1,0.92
140223,811468,12/31/2024,351071580.0,8377495.8,41.91,1897752.0,19173.22,98.98,0.92
210057,811617,12/31/2024,192318470.0,4366442.0,43.48,5790874.0,69921.0,82.82,0.92
160082,810823,12/31/2024,384806176.0,8693493.0,44.27,37645108.0,394539.0,95.42,0.92
010024,816586,12/31/2024,150898879.0,3500696.21,43.01,4488402.0,68381.85,65.64,0.92
100189,829859,12/31/2024,75665644.0,1916193.0,39.56,444375.0,3916.0,113.48,0.92
030012,811260,12/31/2024,134008602.0,2936183.0,45.64,22651509.0,257780.0,87.87,0.92
520212,811213,12/31/2024,42505369.0,707575.0,60.07,3193305.0,29674.0,107.61,0.92
460057,827328,12/31/2024,32837811.0,642986.0,50.32,365952.0,4145.0,88.29,0.92
460058,827453,12/31/2024,52453201.0,1217388.95,42.52,92346.0,875.68,105.46,0.92
140030,812602,12/31/2024,113911766.0,2602742.97,43.77,780078.0,8031.47,97.13,0.92
450853,811141,12/31/2024,44110207.0,1005087.17,47.48,35200.0,276.38,127.36,0.92
520210,811212,12/31/2024,81391912.0,1405547.0,57.91,1473418.0,16350.0,90.12,0.92
100132,811411,12/31/2024,67516868.0,1684065.28,40.1,311663.0,3286.6,94.83,0.92
463025,810520,12/31/2024,11385264.0,298191.47,38.18,86214.0,1610.97,53.52,0.92
670060,813556,12/31/2024,29287080.0,664876.0,48.02,3770455.0,51601.0,73.07,0.92
140034,827684,12/31/2024,31095292.0,764259.28,40.69,300174.0,4547.0,66.02,0.92
520208,811211,12/31/2024,22426074.0,569553.65,39.37,290473.0,2899.47,100.18,0.92
450844,812006,12/31/2024,259194453.0,5530836.0,46.89,637366.0,8404.0,75.84,0.92
100069,810741,12/31/2024,81044187.0,1929441.0,42.0,2089389.0,26330.0,79.35,0.92
450840,830381,12/31/2024,41670858.0,773868.0,53.85,382777.0,6162.0,62.12,0.92
450855,813403,12/31/2024,42737253.0,1233850.0,34.64,277100.0,4116.0,67.32,0.92
100068,812474,12/31/2024,224802830.0,6322443.0,40.22,6905239.0,98607.0,70.03,0.92
100362,811426,12/31/2024,29050535.0,702238.53,41.37,308464.0,3161.55,97.57,0.92
190114,812714,12/31/2024,9981692.0,301569.0,33.1,135933.0,816.0,166.58,0.92
030016,809877,12/31/2024,53600717.0,1234885.0,43.41,2253161.0,23974.0,93.98,0.92
010065,812149,12/31/2024,34028265.0,985380.1,34.22,627665.0,11430.19,54.91,0.92
670049,810599,12/31/2024,22265178.0,603969.0,38.9,2075801.0,25948.0,80.0,0.92
140012,811459,12/31/2024,70181463.0,1440026.81,48.74,1894265.0,20640.81,91.77,0.92
140013,812601,12/31/2024,32848499.0,923902.0,35.55,5987093.0,75464.0,79.34,0.92
010046,811248,12/31/2024,45274031.0,1438353.0,31.48,1610211.0,21703.0,74.19,0.92
460043,827885,12/31/2024,11389280.0,261615.0,43.93,16843.0,328.0,51.35,0.92
100127,811409,12/31/2024,240355332.0,6272570.79,38.32,6082359.0,87598.62,69.43,0.92
030014,812175,12/31/2024,160187037.0,3550929.0,46.22,1226255.0,14596.0,84.01,0.92
180035,808136,12/31/2024,346263056.0,7778194.0,44.48,13245842.0,151776.0,87.27,0.92
460044,827886,12/31/2024,38792523.0,898562.22,42.21,153159.0,1529.74,100.12,0.92
450864,813723,12/31/2024,25925399.0,864274.65,33.96,2740768.0,48154.2,56.92,0.92
520215,812094,12/31/2024,12670271.0,223208.0,56.76,1073512.0,9485.0,113.18,0.92
670054,816509,12/31/2024,7082617.0,186197.59,39.09,47207.0,741.67,63.65,0.92
520214,816496,12/31/2024,7938115.0,175909.0,45.13,261092.0,2471.0,105.66,0.92
450860,815031,12/31/2024,7649049.0,188445.99,42.35,261051.0,4118.67,63.38,0.92
460052,831109,12/31/2024,38216589.0,923084.0,41.35,132067.0,2032.0,64.99,0.92
100072,811400,12/31/2024,96495446.0,2202298.0,40.41,633310.0,9228.0,68.63,0.92
450856,812009,12/31/2024,13543632.0,325220.0,41.64,1758048.0,22023.0,79.83,0.92
180001,810121,12/31/2024,56438813.0,1392258.0,40.54,2582418.0,26004.0,99.31,0.92
450834,813401,12/31/2024,8033885.0,219561.0,36.59,11013.0,79.0,139.41,0.92
520207,812092,12/31/2024,91196417.0,2149312.88,41.75,5059872.0,53941.21,93.8,0.92
490004,813443,12/31/2024,194871969.0,3686459.27,52.86,5166838.0,58609.55,88.16,0.92
030087,812180,12/31/2024,222768118.0,4783862.0,47.36,2011012.0,17215.0,116.82,0.92
100055,811395,12/31/2024,61278280.0,1536588.0,39.88,70123.0,1115.0,62.89,0.92
030006,807703,12/31/2024,323566770.0,7855341.0,41.69,20238477.0,189228.0,106.95,0.92
190256,811596,12/31/2024,4901100.0,151603.16,32.33,210336.0,2817.0,74.67,0.92
190259,812720,12/31/2024,13248831.0,336496.0,39.37,387345.0,4756.0,81.44,0.92
670071,813559,12/31/2024,13862649.0,263181.56,52.67,292585.0,3480.5,84.06,0.92
170198,809222,12/31/2024,4224464.0,128685.28,32.83,493666.0,6695.0,73.74,0.92
170197,811549,12/31/2024,20571503.0,602136.28,34.16,1052589.0,18778.9,56.05,0.92
190267,810855,12/31/2024,14969693.0,438513.18,34.14,1056590.0,14300.4,73.89,0.92
170196,828553,12/31/2024,13341356.0,339094.0,39.34,199560.0,3921.0,50.9,0.92
030088,810629,12/31/2024,94730310.0,2366194.89,40.03,7791168.0,78837.61,98.83,0.92
670073,811232,12/31/2024,20558026.0,473319.0,43.43,3887745.0,77487.0,50.17,0.92
490007,813444,12/31/2024,345435771.0,8226865.18,42.75,36305090.0,620962.58,58.47,0.92
450808,813721,12/31/2024,6291078.0,154752.0,40.65,239017.0,3735.0,63.99,0.92
190245,812718,12/31/2024,7821561.0,251583.43,31.09,1091.0,21.82,50.0,0.92
190241,815711,12/31/2024,3709327.0,125633.0,29.53,24005.0,382.0,62.84,0.92
100057,811396,12/31/2024,157580383.0,3918849.0,37.29,1377978.0,18897.0,72.92,0.92
100067,810740,12/31/2024,157123741.0,4071465.01,38.59,1757105.0,21470.2,81.84,0.92
670062,817795,12/31/2024,12222416.0,300202.0,40.71,336900.0,4466.0,75.44,0.92
190176,812716,12/31/2024,307265453.0,4360077.23,70.49,44010810.0,737872.0,59.65,0.92
173025,829448,12/31/2024,9954946.0,246738.32,40.35,257643.0,3796.03,67.87,0.92
670067,813737,12/31/2024,18033401.0,502200.43,37.5,326247.0,5669.0,57.55,0.92
172007,808132,12/31/2024,10985460.0,262875.55,41.79,1611509.0,19661.4,81.96,0.92
100063,810738,12/31/2024,77082702.0,2084658.27,37.5,423563.0,3949.3,107.25,0.92
140046,811460,12/31/2024,61600016.0,1416984.85,43.47,2131909.0,43024.0,49.55,0.92
450869,815032,12/31/2024,297849469.0,9834187.23,30.29,404255.0,3150.96,128.3,0.92
450827,811138,12/31/2024,9532035.0,363872.0,26.2,586392.0,9049.0,64.8,0.92
190190,811594,12/31/2024,8066588.0,203840.48,39.57,240447.0,2907.45,82.7,0.92
450822,830290,12/31/2024,33271118.0,760829.99,43.78,9809.0,348.5,28.15,0.92
170204,811550,12/31/2024,10189373.0,301727.62,33.77,317695.0,5331.31,59.59,0.92
140048,812604,12/31/2024,147846914.0,3480696.84,42.48,12946136.0,144719.0,89.46,0.92
670068,830504,12/31/2024,56610573.0,1199044.0,47.21,5354.0,84.0,63.74,0.92
450820,811137,12/31/2024,239124001.0,5282991.9,45.27,3366511.0,41203.0,81.71,0.92
520206,812091,12/31/2024,62000064.0,1403171.55,41.66,910794.0,9087.84,100.22,0.92
670069,811230,12/31/2024,16535516.0,398183.0,41.53,127949.0,3693.0,34.65,0.92
190088,811588,12/31/2024,11872111.0,407647.0,29.12,1478724.0,20645.0,71.63,0.92
180045,810125,12/31/2024,77090645.0,1933293.0,39.88,3473211.0,36109.0,96.19,0.92
180132,812696,12/31/2024,106285368.0,2483458.0,42.8,3037697.0,37207.0,81.64,0.92
190025,814397,12/31/2024,10199893.0,286010.16,35.66,48590.0,618.0,78.62,0.92
190026,828996,12/31/2024,78426992.0,2125476.0,36.8,1497134.0,54993.0,27.22,0.92
100109,811403,12/31/2024,158119679.0,3610043.0,43.5,7414887.0,111127.0,66.72,0.92
450891,813724,12/31/2024,17803731.0,382225.0,46.58,419721.0,6516.0,64.41,0.92
030062,813810,12/31/2024,95494670.0,2144857.5,44.52,5480730.0,64237.13,85.32,0.92
450890,809748,12/31/2024,76954341.0,1562334.52,49.3,3173127.0,70520.0,45.0,0.92
030036,813805,12/31/2024,253372192.0,5032362.0,50.35,24002858.0,288257.0,83.27,0.92
190034,810139,12/31/2024,36055290.0,990479.0,36.4,516181.0,10702.0,48.23,0.92
450889,811145,12/31/2024,16921199.0,378203.78,44.74,1207169.0,15914.0,75.86,0.92
530008,813548,12/31/2024,18506596.0,432277.0,42.81,10034014.0,113668.0,88.27,0.92
130028,812583,12/31/2024,123042953.0,2467822.82,49.86,13220522.0,176248.0,75.01,0.92
130049,812585,12/31/2024,415444136.0,7306308.0,56.58,7946531.0,91091.0,87.24,0.92
190036,828555,12/31/2024,745552107.0,23093950.0,39.06,39820126.0,541391.0,73.55,0.92
190039,811584,12/31/2024,123418290.0,2829206.84,43.62,13363620.0,203555.0,65.65,0.92
030061,828524,12/31/2024,119598765.0,2845157.0,42.04,28849592.0,285334.0,101.11,0.92
102026,812530,12/31/2024,25026542.0,621948.0,38.57,189491.0,3517.0,53.88,0.92
120006,811456,12/31/2024,100952723.0,1913607.57,52.76,1265609.0,11748.16,107.73,0.92
030038,812177,12/31/2024,141833580.0,3154968.0,45.46,528609.0,7449.0,70.96,0.92
670006,813552,12/31/2024,9854537.0,200382.63,49.18,,7165.99,95.15,0.92
190005,812705,12/31/2024,191332284.0,4914174.39,38.93,45411332.0,1021516.0,44.45,0.92
670005,811226,12/31/2024,5592345.0,150256.0,38.39,558216.0,8581.74,65.05,0.92
670008,813553,12/31/2024,19271794.0,526768.0,36.58,5885307.0,66642.0,88.31,0.92
183032,812702,12/31/2024,5875045.0,127904.0,45.94,1692883.0,21654.0,78.18,0.92
183028,829181,12/31/2024,7075124.0,177191.39,39.93,886351.0,11610.27,76.34,0.92
100105,829571,12/31/2024,231310140.0,4157908.81,55.63,5409321.0,79436.7,68.1,0.92
120011,812579,12/31/2024,170011253.0,2749452.96,61.27,4759407.0,51644.66,92.16,0.92
670025,810595,12/31/2024,117057954.0,2322138.92,50.37,49005.0,375.0,130.68,0.92
190013,812707,12/31/2024,42248995.0,1226147.0,34.46,8950.0,28.0,319.64,0.92
190014,810850,12/31/2024,17168597.0,558759.65,33.45,84465.0,867.63,97.35,0.92
100107,811402,12/31/2024,14427741.0,454674.0,31.73,834356.0,12647.0,65.97,0.92
530012,810591,12/31/2024,64402831.0,1523284.0,42.28,5750271.0,53011.15,108.47,0.92
190270,811598,12/31/2024,8199280.0,268126.0,32.8,110788.0,1208.0,91.71,0.92
460001,826567,12/31/2024,193444801.0,4649925.1,40.9,570595.0,5743.59,99.34,0.92
180102,815679,12/31/2024,67813741.0,1812414.95,37.42,1068230.0,11589.75,92.17,0.92
450876,812011,12/31/2024,25620553.0,672023.0,38.12,1908839.0,29408.84,64.91,0.92
460015,828125,12/31/2024,69606290.0,1677088.42,40.62,3668.0,39.0,94.05,0.92
140002,810783,12/31/2024,63571606.0,1664187.16,38.23,1759408.0,25493.14,69.01,0.92
523028,812109,12/31/2024,11113523.0,261714.0,42.46,1238046.0,28308.0,43.73,0.92
010049,832151,12/31/2024,21498211.0,713652.0,30.12,15903.0,237.0,67.1,0.92
190060,813636,12/31/2024,133371990.0,3451300.76,38.38,13047912.0,201047.78,64.9,0.92
450875,811142,12/31/2024,19951132.0,479858.86,41.58,1447578.0,19511.55,74.19,0.92
460021,825063,12/31/2024,199499725.0,4907001.0,40.18,431034.0,4107.0,104.95,0.92
180051,812692,12/31/2024,85335326.0,1943503.95,43.91,347878.0,4535.34,76.7,0.92
523027,812108,12/31/2024,10044666.0,231352.0,43.42,314364.0,4211.0,74.65,0.92
460023,827655,12/31/2024,61040552.0,1461393.6,41.37,333956.0,3072.43,108.69,0.92
450874,813404,12/31/2024,12143260.0,277526.13,45.26,165650.0,3179.65,52.1,0.92
140010,812600,12/31/2024,724873155.0,13523006.0,53.6,30767344.0,752756.0,40.87,0.92
460026,827452,12/31/2024,14954817.0,321333.69,41.85,148018.0,1377.41,107.46,0.92
100075,819759,12/31/2024,531908846.0,13406754.32,39.87,10056961.0,101245.8,99.33,0.92
670047,812113,12/31/2024,83995070.0,2228249.0,37.63,500616.0,6889.0,72.67,0.92
450872,812010,12/31/2024,22045820.0,560775.0,39.31,1104528.0,13879.0,79.58,0.92
130074,812589,12/31/2024,29890874.0,873152.0,32.98,2608349.0,40755.0,64.0,0.92
130073,818001,12/31/2024,1703588.0,51590.0,33.02,273.0,3.0,91.0,0.92
460014,813436,12/31/2024,22636474.0,579141.0,39.09,1497954.0,50826.0,29.47,0.92
100121,811408,12/31/2024,36717602.0,877390.46,41.85,65657.0,744.65,88.17,0.92
120002,812577,12/31/2024,140725692.0,2661594.55,52.87,9432921.0,109951.18,85.79,0.92
030064,809878,12/31/2024,319797526.0,8217068.81,38.92,80467060.0,594066.0,135.45,0.92
130063,812586,12/31/2024,24524328.0,580468.87,42.25,210758.0,2667.82,79.0,0.92
460004,827737,12/31/2024,172638981.0,4274139.0,39.45,81313.0,812.0,100.14,0.92
180088,812693,12/31/2024,841770369.0,18896582.56,44.55,56681901.0,686642.81,82.55,0.92
460006,827836,12/31/2024,98030352.0,2374163.0,40.39,787626.0,11071.0,71.14,0.92
450883,811144,12/31/2024,13367778.0,341148.34,40.55,529106.0,10289.15,51.42,0.92
190040,811585,12/31/2024,76123589.0,3263056.0,38.78,1595452.0,21795.0,73.2,0.92
130065,810066,12/31/2024,118089552.0,3709946.0,31.57,19541560.0,234894.0,83.19,0.92
190045,814405,12/31/2024,217425769.0,5031086.0,44.06,1108893.0,21107.0,52.54,0.92
130066,812587,12/31/2024,56787904.0,1339010.0,42.2,1717267.0,22092.0,77.73,0.92
190046,811586,12/31/2024,156608553.0,3274177.07,47.83,7675301.0,150221.0,51.09,0.92
030065,809879,12/31/2024,262621454.0,6138629.0,42.78,26173898.0,259405.61,100.9,0.92
460010,828124,12/31/2024,357698039.0,8039140.0,43.01,10905600.0,230425.0,47.33,0.92
460011,813435,12/31/2024,24987617.0,577128.0,43.3,332472.0,4520.0,73.56,0.92
100118,811406,12/31/2024,127744934.0,2193161.0,58.25,366180.0,3961.8,92.43,0.92
460007,824201,12/31/2024,31129603.0,751802.0,41.0,286243.0,3037.0,94.25,0.92
170194,812676,12/31/2024,1.0,1.0,1.0,4850266.0,125530.66,38.64,0.92
030002,811259,12/31/2024,380364373.0,9247142.18,41.35,25428666.0,255823.0,99.4,0.92
450774,813397,12/31/2024,10069963.0,290545.68,36.07,520685.0,9167.93,56.79,0.92
030111,808937,12/31/2024,66270652.0,1787350.62,37.08,19604242.0,374147.0,52.4,0.92
520102,813535,12/31/2024,29633962.0,709828.8,41.1,362685.0,3682.12,98.5,0.92
670122,812120,12/31/2024,192123445.0,4182838.45,45.94,3077693.0,31948.0,96.33,0.92
490063,813460,12/31/2024,808798657.0,16192222.85,49.95,23244001.0,251862.45,92.29,0.92
110129,831958,12/31/2024,133001609.0,3278804.0,40.56,228192.0,2331.0,97.89,0.92
490066,813461,12/31/2024,68183451.0,1658300.97,42.24,2480884.0,27613.98,89.84,0.92
100035,810734,12/31/2024,138362210.0,3585354.0,39.44,3081654.0,37145.0,82.96,0.92
030112,809883,12/31/2024,12700378.0,329921.95,38.97,998503.0,17871.55,55.87,0.92
