ccn,rpt_rec_num,fy_end,total_salaries,total_paid_hours,total_avg_hourly_wage,contract_labor_dollars,contract_labor_hours,contract_labor_hourly_rate,source_confidence
080004,826596,06/30/2025,241157261.0,3915800.0,46.66,23509122.0,188797.0,124.52,0.92
090003,824026,06/30/2025,130592580.0,3327871.61,39.69,5755066.0,70185.75,82.0,0.92
110016,823834,06/30/2025,102886766.0,2664742.0,38.61,1779969.0,17817.0,99.9,0.92
080001,823688,06/30/2025,1371020663.0,24752139.43,55.39,27897394.0,265975.25,104.89,0.92
110018,823429,06/30/2025,58761154.0,1394449.13,41.95,3508090.0,49257.0,71.22,0.92
110024,824734,06/30/2025,172130079.0,3388730.06,39.77,6769010.0,109307.0,61.93,0.92
050308,823249,06/30/2025,628271569.0,7138073.43,88.02,14882168.0,123527.6,120.48,0.92
360054,826522,06/30/2025,65783289.0,2395891.43,27.46,3630580.0,52293.23,69.43,0.92
050289,825487,06/30/2025,100998310.0,1417087.0,71.27,27480.0,309.0,88.93,0.92
450124,825054,06/30/2025,127417863.0,2840622.03,44.83,7278824.0,181695.0,40.06,0.92
450154,826714,06/30/2025,37129393.0,1576658.87,24.3,1856181.0,15149.11,122.53,0.92
673078,821386,06/30/2025,9821196.0,239549.35,41.0,342540.0,3526.31,97.14,0.92
360085,826524,06/30/2025,1038018266.0,22102086.0,46.96,132199702.0,2047196.0,64.58,0.92
220066,825393,06/30/2025,86642574.0,1982661.22,43.61,3048429.0,52868.0,57.66,0.92
450193,825456,06/30/2025,374085711.0,7411386.62,50.47,41907338.0,849677.05,49.32,0.92
050295,825488,06/30/2025,139202475.0,2559135.0,54.27,20455413.0,200893.0,101.82,0.92
080009,826597,06/30/2025,114101744.0,1923442.0,46.24,3028916.0,28931.0,104.69,0.92
110006,823831,06/30/2025,94616580.0,2451111.23,38.6,5838067.0,83980.0,69.52,0.92
450184,825056,06/30/2025,744988892.0,15651713.42,48.02,9608955.0,135677.0,70.82,0.92
450211,826717,06/30/2025,59351779.0,1416989.26,41.89,7896996.0,98436.99,80.22,0.92
450163,831616,06/30/2025,13675183.0,357045.49,38.3,212783.0,2837.1,75.0,0.92
050300,824011,06/30/2025,162829318.0,2819069.0,57.76,9084490.0,139911.0,64.93,0.92
360071,825622,06/30/2025,16532892.0,455119.66,36.33,563491.0,7424.09,75.9,0.92
110011,823832,06/30/2025,216781424.0,4708316.0,46.33,6137817.0,62942.0,97.52,0.92
080006,824726,06/30/2025,69037003.0,1573032.03,43.89,4172878.0,45420.0,91.87,0.92
110046,824485,06/30/2025,40419005.0,916260.0,43.94,430032.0,6287.0,68.4,0.92
110028,823430,06/30/2025,157606545.0,3815270.17,41.14,18334788.0,331422.0,55.32,0.92
360048,826521,06/30/2025,155055818.0,4249419.0,38.75,2727574.0,29674.0,91.92,0.92
050320,824455,06/30/2025,627138685.0,7532483.76,83.26,18267177.0,165871.42,110.13,0.92
450102,825665,06/30/2025,282737520.0,7878348.09,35.89,4250595.0,56674.61,75.0,0.92
360134,826527,06/30/2025,243262544.0,7137160.0,42.63,5780585.0,61659.0,93.75,0.92
223027,821627,06/30/2025,31451171.0,720798.77,43.63,2110072.0,27807.76,75.88,0.92
090005,823810,06/30/2025,196357481.0,4069478.0,48.56,4800130.0,61738.0,77.75,0.92
110042,823837,06/30/2025,112220762.0,2591747.0,43.3,2908407.0,39748.0,73.17,0.92
050280,825095,06/30/2025,213007786.0,3310621.0,64.34,14095422.0,129422.0,108.91,0.92
360017,821337,06/30/2025,420018705.0,9178029.0,44.29,19921379.0,266235.0,74.83,0.92
110043,823838,06/30/2025,130218663.0,2690819.54,39.14,6443469.0,115592.15,55.74,0.92
220011,824568,06/30/2025,531103363.0,8545503.05,62.15,30494258.0,300346.38,101.53,0.92
360014,824648,06/30/2025,43758255.0,1018602.8,42.25,334559.0,4026.0,83.1,0.92
050327,824456,06/30/2025,639634948.0,11972432.0,53.43,8781300.0,106753.0,82.26,0.92
360029,825620,06/30/2025,40158224.0,1153967.24,34.8,192139.0,3302.47,58.18,0.92
360118,826526,06/30/2025,139006539.0,3256215.31,41.68,2980160.0,36687.0,81.23,0.92
360046,826520,06/30/2025,21462427.0,513923.0,41.76,287947.0,2403.0,119.83,0.92
450235,825299,06/30/2025,16746545.0,448795.0,37.31,599412.0,11100.0,54.0,0.92
110030,824484,06/30/2025,71244209.0,1550552.61,45.61,4852722.0,96766.21,50.15,0.92
090004,824472,06/30/2025,388064141.0,8106906.55,48.6,26486486.0,306373.22,86.45,0.92
110031,825978,06/30/2025,74227616.0,1658836.0,44.75,1750931.0,24431.0,71.67,0.92
050315,824903,06/30/2025,271253690.0,4737755.82,57.25,21441777.0,184032.38,116.51,0.92
360035,826519,06/30/2025,273894451.0,6807438.24,40.23,15241775.0,159600.0,95.5,0.92
110034,830860,06/30/2025,312424980.0,8601605.0,36.32,16297008.0,193569.0,84.19,0.92
450237,832231,06/30/2025,160778093.0,3790084.12,42.42,6056099.0,98203.68,61.67,0.92
050281,825346,06/30/2025,53545876.0,1126712.0,47.52,5302948.0,74890.1,70.81,0.92
110035,823836,06/30/2025,496912622.0,11107492.0,44.74,24259228.0,317665.0,76.37,0.92
360348,824653,06/30/2025,95062537.0,1974277.15,47.82,3293977.0,38577.0,85.39,0.92
340131,823342,06/30/2025,245010391.0,5421018.56,45.2,690956.0,7138.0,96.8,0.92
670023,825078,06/30/2025,123063135.0,2835006.21,43.41,799135.0,11318.0,70.61,0.92
370018,824348,06/30/2025,35487572.0,822725.55,43.13,550245.0,8107.64,67.87,0.92
050444,824710,06/30/2025,141074512.0,2470468.0,57.1,12442385.0,122143.0,101.87,0.92
120014,825365,06/30/2025,44402172.0,910623.49,48.54,4492173.0,43673.25,102.86,0.92
210030,824975,06/30/2025,13029191.0,300802.47,43.31,330057.0,7462.78,44.23,0.92
120019,826160,06/30/2025,51275275.0,1068519.0,53.84,16016644.0,168540.0,95.03,0.92
370019,825427,06/30/2025,22747869.0,695793.8,32.69,1700488.0,33589.82,50.63,0.92
370020,823628,06/30/2025,53472671.0,1087711.08,49.16,1869897.0,52790.22,35.42,0.92
450011,825905,06/30/2025,144482391.0,3690336.0,39.15,12163444.0,164072.0,74.13,0.92
120022,825366,06/30/2025,156274403.0,3311549.19,47.02,7670537.0,93554.07,81.99,0.92
120026,825367,06/30/2025,103753301.0,2054563.55,50.33,2488601.0,51743.31,48.1,0.92
370022,821441,06/30/2025,45652491.0,1292602.0,35.32,2279020.0,24156.0,94.35,0.92
050454,824711,06/30/2025,2396997825.0,29424703.0,81.46,62524595.0,596081.0,104.89,0.92
370023,823346,06/30/2025,58761909.0,1510075.0,39.22,5928381.0,71831.0,82.53,0.92
120028,825752,06/30/2025,39356023.0,657216.0,59.88,3354076.0,28974.08,115.76,0.92
370016,823719,06/30/2025,36275188.0,872029.0,40.23,394900.0,5325.73,74.15,0.92
370025,820996,06/30/2025,70256881.0,1752006.0,40.1,1107417.0,11806.0,93.8,0.92
230070,826185,06/30/2025,384998273.0,7701517.0,49.99,24867556.0,327975.0,75.82,0.92
120007,824493,06/30/2025,68601537.0,1621520.0,42.31,6116532.0,79938.29,76.52,0.92
210032,823448,06/30/2025,105100179.0,1906004.2,55.14,1346137.0,22519.74,59.78,0.92
370001,823917,06/30/2025,181226821.0,4338105.45,41.78,16234330.0,192623.0,84.28,0.92
340017,819029,06/30/2025,156868009.0,3246255.0,48.06,16386561.0,197040.0,83.16,0.92
370002,824346,06/30/2025,12969727.0,319333.15,39.4,1252680.0,23734.94,52.78,0.92
120001,825982,06/30/2025,592116790.0,10324223.33,57.35,7411318.0,74937.32,98.9,0.92
230069,824980,06/30/2025,64892734.0,1433093.6,44.27,527158.0,5519.1,95.52,0.92
370004,822080,06/30/2025,19746366.0,519266.01,36.95,292949.0,7066.43,41.46,0.92
050228,825968,06/30/2025,563348427.0,6660334.29,84.48,43293625.0,782365.8,55.34,0.92
670041,823985,06/30/2025,80461286.0,1669286.4,48.2,759128.0,13366.34,56.79,0.92
370006,823918,06/30/2025,18094237.0,455993.99,38.59,703765.0,9704.18,72.52,0.92
120005,825508,06/30/2025,124344429.0,2863060.0,43.43,18938375.0,259158.0,73.08,0.92
370008,824347,06/30/2025,325524190.0,6452742.13,50.45,2681377.0,29349.73,91.36,0.92
370013,823919,06/30/2025,247084846.0,5628819.03,43.9,3988126.0,72534.0,54.98,0.92
340010,823622,06/30/2025,115071230.0,2743410.0,41.94,9543216.0,85223.0,111.98,0.92
050226,828799,06/30/2025,66437242.0,1962980.0,33.85,529946.0,9245.0,57.32,0.92
530034,823983,06/30/2025,5862178.0,133339.0,43.96,190120.0,4114.0,46.21,0.92
370028,823768,06/30/2025,334230758.0,7472006.78,44.32,12212732.0,142328.3,85.81,0.92
370091,830052,06/30/2025,633447411.0,14489781.0,43.72,15729237.0,264729.0,59.42,0.92
050481,824460,06/30/2025,112628726.0,1686062.27,66.8,14874088.0,48833.0,304.59,0.92
370093,819146,06/30/2025,550865326.0,12476766.05,44.15,126879766.0,2000472.74,63.42,0.92
210027,826334,06/30/2025,153828871.0,4147042.0,37.09,912875.0,9614.0,94.95,0.92
140001,825512,06/30/2025,61389987.0,1501593.6,40.88,1590735.0,17624.29,90.26,0.92
230077,829661,06/30/2025,113646029.0,2328202.19,48.81,4052359.0,54411.82,74.48,0.92
450460,823954,06/30/2025,6426902.0,208005.72,29.31,448009.0,4177.21,107.25,0.92
050485,825102,06/30/2025,292820424.0,5085476.93,57.58,12355209.0,182126.55,67.84,0.92
140008,826306,06/30/2025,58066059.0,1521019.94,38.18,927666.0,17052.0,54.4,0.92
210024,826643,06/30/2025,149969358.0,3545028.0,42.3,10036810.0,109972.0,91.27,0.92
370100,823482,06/30/2025,4872917.0,188697.92,25.82,149130.0,2696.75,55.3,0.92
230078,825204,06/30/2025,24209168.0,527065.85,45.93,25200.0,168.0,150.0,0.92
210023,826333,06/30/2025,227204891.0,5257578.13,44.09,19016137.0,214293.1,88.74,0.92
370089,825428,06/30/2025,65107258.0,1770560.0,36.77,1475523.0,18581.0,79.41,0.92
130003,825510,06/30/2025,54177765.0,1096400.0,49.41,2263239.0,29777.0,76.01,0.92
370078,826542,06/30/2025,84213694.0,2295021.0,36.69,17297061.0,232864.0,74.28,0.92
370056,825877,06/30/2025,141886039.0,3162341.0,44.87,8247453.0,110536.0,74.61,0.92
050211,824231,06/30/2025,80845070.0,1254504.77,64.44,2807692.0,26548.47,105.76,0.92
210029,825194,06/30/2025,257288594.0,6036446.0,42.83,31576474.0,671096.0,47.05,0.92
530025,826106,06/30/2025,50253849.0,1095978.97,45.85,1849562.0,17130.84,107.97,0.92
530015,826420,06/30/2025,84728584.0,1639999.83,51.66,6737052.0,92621.05,72.74,0.92
370034,825028,06/30/2025,44095835.0,1255886.73,35.11,4644280.0,61566.44,75.44,0.92
530014,824415,06/30/2025,161413021.0,3533282.0,46.07,4371569.0,46534.0,93.94,0.92
050457,827183,06/30/2025,123939101.0,1470432.83,84.29,7014747.0,67401.0,104.07,0.92
130007,824494,06/30/2025,399645144.0,7478250.4,53.44,4468572.0,64835.0,68.92,0.92
130013,824055,06/30/2025,99072463.0,2037711.93,48.62,735446.0,8721.0,84.33,0.92
370047,823920,06/30/2025,67893884.0,1505982.0,45.08,3763745.0,53337.29,70.56,0.92
450007,831934,06/30/2025,77742631.0,2027901.0,38.34,12615185.0,122517.0,102.97,0.92
210028,824786,06/30/2025,75280334.0,1862112.0,40.43,3073737.0,39014.0,78.79,0.92
530006,825077,06/30/2025,77966530.0,1453395.9,53.64,1236370.0,13240.25,93.38,0.92
530002,827662,06/30/2025,83887949.0,1775968.0,47.24,7146115.0,91786.0,77.86,0.92
050195,825967,06/30/2025,291076553.0,3449959.53,84.37,226250.0,1595.44,141.81,0.92
100001,827194,06/30/2025,395981427.0,10867500.0,36.44,5653924.0,56140.0,100.71,0.92
050438,824459,06/30/2025,368140590.0,6466591.61,57.23,18429810.0,189495.0,97.26,0.92
210033,823875,06/30/2025,101486367.0,2314335.0,41.07,906386.0,9387.0,96.56,0.92
050238,824450,06/30/2025,151235158.0,2658228.91,56.89,9387343.0,97456.0,96.32,0.92
110194,824048,06/30/2025,15329910.0,557348.0,27.51,206345.0,2357.0,87.55,0.92
360365,829535,06/30/2025,50457815.0,1018374.63,49.55,2892317.0,39874.85,72.53,0.92
450040,825453,06/30/2025,173681393.0,4442060.0,39.55,4659372.0,77907.0,59.81,0.92
230037,824574,06/30/2025,32648724.0,875761.63,37.28,5007826.0,64048.01,78.19,0.92
210040,823876,06/30/2025,110936447.0,2567362.0,43.21,4020205.0,45856.0,87.67,0.92
110198,825979,06/30/2025,113245660.0,2324873.0,48.71,10027444.0,131606.0,76.19,0.92
670085,826256,06/30/2025,63842566.0,1228129.44,51.98,63510.0,1007.5,63.04,0.92
450395,825913,06/30/2025,16179490.0,388067.67,41.69,360193.0,4574.95,78.73,0.92
670082,823529,06/30/2025,100864833.0,2012442.13,50.24,4472758.0,65957.0,67.81,0.92
110200,824251,06/30/2025,40699968.0,1025645.66,39.58,962779.0,15809.56,60.9,0.92
340090,823473,06/30/2025,126696846.0,2976717.0,42.56,1907117.0,39202.0,48.65,0.92
110201,824252,06/30/2025,17439973.0,430125.95,40.44,706330.0,13396.25,52.73,0.92
450034,825661,06/30/2025,133528055.0,3567191.46,37.43,2713710.0,98189.0,27.64,0.92
110192,824250,06/30/2025,110713348.0,2487483.0,44.34,5949062.0,99794.0,59.61,0.92
210039,821537,06/30/2025,70825277.0,1559886.0,39.27,1022070.0,11824.0,86.44,0.92
110191,823568,06/30/2025,160270324.0,3655559.0,43.65,15827857.0,227499.8,69.57,0.92
450042,825051,06/30/2025,94616644.0,2151607.24,43.85,9745028.0,229499.0,42.46,0.92
050242,825093,06/30/2025,199866365.0,2480776.0,80.57,7421532.0,66942.0,110.87,0.92
210048,823877,06/30/2025,136660112.0,3239697.27,42.18,4651564.0,55177.77,84.3,0.92
360354,824654,06/30/2025,98038197.0,2378302.0,41.22,6890503.0,84181.0,81.85,0.92
110164,824488,06/30/2025,79127634.0,1984052.36,39.72,3976034.0,63411.0,62.7,0.92
050376,825492,06/30/2025,585894821.0,9569465.0,61.17,78495414.0,797624.0,98.41,0.92
450046,825907,06/30/2025,169590980.0,4575626.17,37.06,16180013.0,281451.0,57.49,0.92
360358,825628,06/30/2025,7138623.0,185277.57,38.53,210135.0,2796.0,75.16,0.92
110168,824489,06/30/2025,149495444.0,3444145.0,43.41,425576.0,4745.0,89.69,0.92
450372,823651,06/30/2025,80062272.0,1727596.87,46.4,2743965.0,40249.0,68.17,0.92
210044,824080,06/30/2025,332742911.0,5636606.0,52.88,12329863.0,137033.43,89.98,0.92
230036,824302,06/30/2025,74298332.0,1677796.93,44.28,2977904.0,35719.57,83.37,0.92
110184,823841,06/30/2025,95164969.0,2119957.0,44.89,2534724.0,32297.0,78.48,0.92
210043,824079,06/30/2025,178448243.0,4482207.71,39.86,1561554.0,17969.41,86.9,0.92
340114,823624,06/30/2025,612101038.0,11592958.0,52.85,424389.0,2878.0,147.46,0.92
450388,830483,06/30/2025,604242918.0,16557693.0,36.72,1325194.0,14027.0,94.47,0.92
034033,827769,06/30/2025,9725521.0,265736.0,36.6,2158578.0,26237.0,82.27,0.92
110215,823569,06/30/2025,171460840.0,3990142.0,42.73,5314725.0,86468.0,61.46,0.92
110225,823570,06/30/2025,45825588.0,1050609.0,43.47,1686767.0,32819.0,51.4,0.92
340041,823472,06/30/2025,63604730.0,1643195.0,38.71,1295334.0,16868.0,76.79,0.92
363037,825634,06/30/2025,29509932.0,715308.59,41.25,116735.0,1245.0,93.76,0.92
340032,819592,06/30/2025,280588866.0,6891172.85,40.72,16421653.0,240706.0,68.22,0.92
450411,830484,06/30/2025,9803866.0,315529.12,31.07,302908.0,4445.39,68.14,0.92
670056,823793,06/30/2025,82097988.0,1775789.41,46.05,426046.0,6333.07,67.27,0.92
340030,818930,06/30/2025,1186942469.0,25768440.32,46.06,21386003.0,243039.0,87.99,0.92
210034,825391,06/30/2025,88131989.0,2105134.0,41.87,3257333.0,39257.0,82.97,0.92
340027,823471,06/30/2025,67412434.0,1687436.03,39.95,5593270.0,51972.05,107.62,0.92
230059,825203,06/30/2025,343606812.0,7334034.63,46.85,9082779.0,95688.0,94.92,0.92
450023,829214,06/30/2025,97381835.0,2348980.0,41.46,2106676.0,20725.0,101.65,0.92
670053,824216,06/30/2025,40672942.0,766181.44,53.09,469495.0,5700.41,82.36,0.92
230066,824979,06/30/2025,319591518.0,6305198.11,50.69,25276033.0,239357.0,105.6,0.92
340042,823908,06/30/2025,78600771.0,1952812.0,40.25,7302218.0,72487.0,100.74,0.92
230046,824576,06/30/2025,1893396370.0,44436028.0,44.72,8855296.0,120227.0,73.65,0.92
210035,824567,06/30/2025,55849527.0,1317635.44,42.39,9109699.0,106219.77,85.76,0.92
340075,824127,06/30/2025,121266051.0,2996879.2,39.94,3092119.0,37853.66,81.69,0.92
210038,825195,06/30/2025,91194062.0,2200645.07,41.59,3499897.0,78880.82,44.37,0.92
670075,825475,06/30/2025,41844246.0,800307.22,52.29,955402.0,11080.29,86.23,0.92
110229,823571,06/30/2025,102375610.0,2418982.0,42.16,2841392.0,49071.62,57.9,0.92
340061,824126,06/30/2025,757771957.0,18082195.0,41.88,40944460.0,474893.0,86.22,0.92
010039,824219,06/30/2025,689576137.0,15290827.0,45.1,5045241.0,132259.51,38.15,0.92
050414,825101,06/30/2025,102284768.0,1455075.0,70.3,3716448.0,29966.0,124.02,0.92
340060,823623,06/30/2025,25545455.0,633359.59,40.33,35880.0,276.0,130.0,0.92
110236,823842,06/30/2025,9673015.0,232735.0,41.56,5111.0,82.0,62.33,0.92
230054,826184,06/30/2025,121691154.0,2820428.0,43.14,8614321.0,96282.0,89.47,0.92
450032,825906,06/30/2025,166786748.0,4446146.83,37.51,4966255.0,100498.47,49.42,0.92
210037,824787,06/30/2025,99089913.0,2018424.41,44.29,11273564.0,133119.92,84.69,0.92
362037,825633,06/30/2025,7933965.0,182909.9,43.38,918205.0,13123.0,69.97,0.92
340051,824124,06/30/2025,67320650.0,1352245.0,43.06,7467544.0,81180.0,91.99,0.92
340050,824340,06/30/2025,112070205.0,3119400.0,35.93,6513762.0,66215.0,98.37,0.92
380027,826059,06/30/2025,95910459.0,1878547.0,52.33,7103780.0,78451.53,90.55,0.92
260001,824592,06/30/2025,88589813.0,2589738.14,34.7,8105920.0,94866.68,85.45,0.92
520021,824882,06/30/2025,184495336.0,3581407.78,51.51,13015158.0,143441.03,90.74,0.92
390336,823931,06/30/2025,49654317.0,996945.0,49.85,3473832.0,37983.0,91.46,0.92
390338,824846,06/30/2025,25697918.0,610800.0,42.07,633942.0,6507.0,97.42,0.92
190201,825791,06/30/2025,24949216.0,545878.29,45.7,9297.0,178.22,52.17,0.92
390339,824847,06/30/2025,59197585.0,1285616.84,46.05,7318420.0,80976.66,90.38,0.92
170006,826627,06/30/2025,27576625.0,586275.53,47.26,486944.0,2077.22,234.42,0.92
390335,824845,06/30/2025,37814020.0,802300.0,47.13,3812.0,11.0,346.55,0.92
240075,824310,06/30/2025,131217890.0,2037835.56,64.55,3525566.0,26548.3,132.8,0.92
050054,824700,06/30/2025,49101123.0,1005340.0,48.84,2847553.0,31945.0,89.14,0.92
170016,825187,06/30/2025,88404157.0,2201867.51,40.15,9177491.0,123424.0,74.36,0.92
490053,823518,06/30/2025,53492437.0,1172033.02,38.38,5300894.0,72438.67,73.18,0.92
190183,823703,06/30/2025,13520407.0,992313.0,34.89,2111807.0,57867.0,36.49,0.92
170013,825379,06/30/2025,100505873.0,2131474.0,47.15,7309326.0,84522.3,86.48,0.92
390334,824362,06/30/2025,55564127.0,1432079.0,38.98,1236668.0,17265.0,71.63,0.92
050056,828607,06/30/2025,233651958.0,4978816.0,46.93,27036760.0,214218.0,126.21,0.92
390333,824666,06/30/2025,14083257.0,397662.0,35.42,901471.0,10091.0,89.33,0.92
390327,823930,06/30/2025,29182413.0,669912.0,43.56,9515.0,211.25,45.04,0.92
390328,827429,06/30/2025,67106245.0,1862536.68,36.03,573912.0,6456.24,88.89,0.92
160124,824951,06/30/2025,19292162.0,507104.0,38.04,3802881.0,85528.0,44.46,0.92
060112,830087,06/30/2025,112949652.0,2477425.0,45.61,1033922.0,10315.0,100.23,0.92
390329,826554,06/30/2025,119308821.0,2659963.0,44.85,735699.0,6749.0,109.01,0.92
490084,823382,06/30/2025,18480636.0,435599.28,42.43,721778.0,9513.5,75.87,0.92
390330,825043,06/30/2025,86843917.0,2082480.03,41.7,78244.0,1115.0,70.17,0.92
300012,827947,06/30/2025,234398720.0,4925232.0,47.59,7755387.0,136204.0,56.94,0.92
160153,824278,06/30/2025,62926564.0,1740118.0,38.48,8872820.0,123175.0,72.03,0.92
050057,824900,06/30/2025,385895625.0,8776729.0,43.97,21624411.0,190197.1,113.69,0.92
390332,825446,06/30/2025,31013526.0,743236.24,41.73,1252.0,5.0,250.4,0.92
040084,825333,06/30/2025,45428144.0,1072952.0,42.34,2484592.0,33304.0,74.6,0.92
300003,826662,06/30/2025,512711908.0,9963656.0,51.4,95240986.0,946968.0,100.57,0.92
450828,830494,06/30/2025,15585943.0,393563.0,39.6,248084.0,3308.0,75.0,0.92
170023,824539,06/30/2025,40234295.0,806710.02,49.87,3825881.0,44459.33,86.05,0.92
170105,823869,06/30/2025,24735938.0,642274.0,35.97,2292256.0,35465.0,64.63,0.92
170109,825778,06/30/2025,13214219.0,288964.48,45.73,65130.0,543.31,119.88,0.92
490038,823517,06/30/2025,17992071.0,418924.83,37.62,386687.0,4760.24,81.23,0.92
393046,821355,06/30/2025,11405647.0,294394.51,38.74,573859.0,7527.9,76.23,0.92
393047,821356,06/30/2025,12592501.0,326699.2,38.54,1355374.0,16834.82,80.51,0.92
050042,825087,06/30/2025,57433577.0,951669.0,60.35,1838123.0,15974.0,115.07,0.92
290008,824615,06/30/2025,22021599.0,444852.0,49.5,3570946.0,39585.0,90.21,0.92
050770,824715,06/30/2025,125596921.0,2412829.34,52.05,5298219.0,52294.63,101.31,0.92
290007,825253,06/30/2025,462930925.0,8117159.0,57.03,34251991.0,480406.0,71.3,0.92
490032,823965,06/30/2025,689205520.0,16278258.97,42.34,23877046.0,392345.6,60.86,0.92
240101,824586,06/30/2025,75637149.0,1361425.31,55.56,953720.0,5261.0,181.28,0.92
430077,825451,06/30/2025,342048483.0,6240043.0,54.16,38747430.0,668123.3,57.99,0.92
393056,825655,06/30/2025,12464000.0,291091.19,42.82,2028119.0,27489.0,73.78,0.92
300019,825595,06/30/2025,67136197.0,1644561.0,40.82,11819827.0,141075.0,83.78,0.92
240088,824311,06/30/2025,55865812.0,1331291.01,41.73,1919935.0,25350.81,75.73,0.92
393039,821190,06/30/2025,12453154.0,301548.37,41.3,226634.0,3185.62,71.14,0.92
290053,825255,06/30/2025,74245509.0,1311329.0,56.62,1012841.0,6813.0,148.66,0.92
392044,825448,06/30/2025,13945238.0,322877.4,43.19,1704654.0,22534.0,75.65,0.92
060104,825975,06/30/2025,130088752.0,2317827.0,56.13,4184167.0,50228.24,83.3,0.92
020008,823995,06/30/2025,64964710.0,1266949.0,51.28,7021422.0,71700.0,97.93,0.92
170040,819986,06/30/2025,1166686589.0,27445591.9,42.51,13735568.0,132036.0,104.03,0.92
290045,824819,06/30/2025,249157291.0,4220353.0,59.04,3112701.0,21123.0,147.36,0.92
490045,823967,06/30/2025,98432596.0,2383823.09,41.29,6901236.0,87788.76,78.61,0.92
170049,824292,06/30/2025,144402751.0,3354722.28,43.04,13292082.0,141922.0,93.66,0.92
393026,821186,06/30/2025,12178286.0,280187.97,43.46,458443.0,6196.17,73.99,0.92
393027,821187,06/30/2025,9499424.0,236379.03,40.19,408622.0,5282.4,77.36,0.92
050045,825335,06/30/2025,62573008.0,1787347.37,35.01,415187.0,10153.0,40.89,0.92
393031,821188,06/30/2025,15366584.0,367861.97,41.77,739560.0,9717.1,76.11,0.92
040088,826263,06/30/2025,24311609.0,683506.78,35.57,756941.0,11406.0,66.36,0.92
170103,825380,06/30/2025,50654463.0,1323656.08,38.27,698145.0,4928.73,141.65,0.92
240084,825399,06/30/2025,61487266.0,1010741.3,60.97,973431.0,8942.25,108.86,0.92
160112,824277,06/30/2025,34744169.0,879842.56,39.49,8121808.0,182405.58,44.53,0.92
390325,823929,06/30/2025,67582850.0,1459403.0,46.31,5927161.0,161111.25,36.79,0.92
300020,825007,06/30/2025,113597548.0,2352198.0,48.29,4613212.0,74519.0,61.91,0.92
390226,826232,06/30/2025,301165986.0,6508083.0,46.28,6665619.0,82641.0,80.66,0.92
190298,825792,06/30/2025,15454074.0,612839.75,25.22,12000.0,141.18,85.0,0.92
390228,824158,06/30/2025,112094560.0,3008581.11,37.26,5687478.0,68841.0,82.62,0.92
490127,824205,06/30/2025,11796695.0,403946.23,28.95,1380.0,46.0,30.0,0.92
390231,827297,06/30/2025,370598730.0,6820561.0,50.82,3294559.0,21838.0,150.86,0.92
060118,823747,06/30/2025,42294619.0,632570.51,66.86,1115277.0,12479.01,89.37,0.92
160028,824529,06/30/2025,44353899.0,933640.85,47.51,2780134.0,31417.84,88.49,0.92
390233,831857,06/30/2025,64149861.0,1605341.87,39.96,1233224.0,11137.09,110.73,0.92
440012,829023,06/30/2025,101891642.0,2268488.12,37.39,12935162.0,251717.08,51.39,0.92
160029,818877,06/30/2025,42544465.0,1113147.39,38.4,13688259.0,140828.67,97.2,0.92
050740,823420,06/30/2025,86349912.0,1627895.73,53.04,1491501.0,21723.0,68.66,0.92
490120,823971,06/30/2025,144670328.0,3617716.08,39.99,16953652.0,196629.45,86.22,0.92
390237,826553,06/30/2025,68952677.0,1836787.0,37.54,3365943.0,66029.0,50.98,0.92
240019,824309,06/30/2025,263680755.0,3331847.63,79.14,198745.0,1003.75,198.0,0.92
390256,823352,06/30/2025,614440353.0,14454049.63,42.53,14415820.0,148964.0,96.77,0.92
050738,828135,06/30/2025,29616275.0,548653.0,53.98,1852646.0,28749.0,64.44,0.92
160030,824755,06/30/2025,95623304.0,2530176.0,37.79,7005229.0,83404.0,83.99,0.92
390225,824157,06/30/2025,65266831.0,1511828.0,43.17,1924264.0,22927.25,83.93,0.92
450755,824391,06/30/2025,11593188.0,349078.0,33.45,90419.0,393.0,230.07,0.92
440029,820783,06/30/2025,146810251.0,3339404.0,43.96,4256266.0,61149.25,69.6,0.92
390203,827498,06/30/2025,162963073.0,3655824.82,44.58,1163252.0,14004.0,83.07,0.92
050736,829791,06/30/2025,33078929.0,626952.0,52.76,84073.0,1501.0,56.01,0.92
240002,824308,06/30/2025,209402103.0,4188805.67,49.99,8005144.0,79240.86,101.02,0.92
390204,825894,06/30/2025,68929114.0,1623785.47,42.43,33841.0,178.5,189.59,0.92
440018,829274,06/30/2025,23048504.0,511172.95,38.49,894448.0,13605.5,65.74,0.92
390217,823927,06/30/2025,18976096.0,529303.0,35.85,983497.0,10632.0,92.5,0.92
490144,823791,06/30/2025,31050999.0,736484.0,42.16,633358.0,8132.08,77.88,0.92
050737,825497,06/30/2025,97916031.0,1839345.0,53.23,2470656.0,50444.48,48.98,0.92
390219,824843,06/30/2025,50253436.0,1514640.0,33.18,3197554.0,38061.0,84.01,0.92
040071,824897,06/30/2025,104178359.0,2592458.85,40.19,2984738.0,83096.0,35.92,0.92
440017,829025,06/30/2025,111339245.0,2431033.47,37.59,8303996.0,109897.31,75.56,0.92
390222,823351,06/30/2025,114279066.0,2454387.0,46.43,557470.0,7129.0,78.2,0.92
060119,824023,06/30/2025,140915923.0,3036631.38,46.34,2305204.0,24788.96,92.99,0.92
390223,824156,06/30/2025,419652101.0,8242677.0,49.36,10265914.0,198086.0,51.83,0.92
