ccn,lat,lon,health_system,health_system_id,system_confidence
13003F,43.665484,-116.14435,VA,va,0.85
130049,47.69066,-116.654917,Independent / Unknown,independent,0.0
130063,43.627161,-116.287653,Independent / Unknown,independent,0.0
130065,43.426779,-112.015502,Independent / Unknown,independent,0.0
130066,47.726351,-116.976065,Independent / Unknown,independent,0.0
130071,43.609972,-116.529149,Independent / Unknown,independent,0.0
130073,43.294732,-112.512503,Independent / Unknown,independent,0.0
130074,43.426779,-112.015502,Independent / Unknown,independent,0.0
130779,45.343874,-115.052335,Independent / Unknown,independent,0.0
131301,48.832637,-116.499445,Independent / Unknown,independent,0.0
131302,42.941821,-114.694121,Independent / Unknown,independent,0.0
131303,42.174414,-112.406564,Independent / Unknown,independent,0.0
131304,42.655458,-113.076465,Independent / Unknown,independent,0.0
131305,45.042699,-113.856993,Independent / Unknown,independent,0.0
131307,44.374148,-116.957099,Independent / Unknown,independent,0.0
131309,42.755078,-111.436316,Independent / Unknown,independent,0.0
131310,42.72853,-114.432126,Independent / Unknown,independent,0.0
131311,43.400748,-115.522903,Independent / Unknown,independent,0.0
131312,45.123654,-115.714849,Independent / Unknown,independent,0.0
131313,43.689055,-111.301074,Independent / Unknown,independent,0.0
131314,47.528666,-116.090583,Independent / Unknown,independent,0.0
131315,45.91803,-116.021573,Independent / Unknown,independent,0.0
131316,42.354653,-111.239581,Independent / Unknown,independent,0.0
131317,47.249038,-116.586899,Independent / Unknown,independent,0.0
131318,43.936819,-116.505193,Independent / Unknown,independent,0.0
131319,42.710955,-113.601781,Independent / Unknown,independent,0.0
131320,46.490702,-116.153159,Independent / Unknown,independent,0.0
131321,45.913366,-116.473604,Independent / Unknown,independent,0.0
131322,42.181249,-111.753213,Independent / Unknown,independent,0.0
131323,43.73613,-114.581947,Independent / Unknown,independent,0.0
131324,43.443926,-113.364262,Independent / Unknown,independent,0.0
131325,43.294732,-112.512503,Independent / Unknown,independent,0.0
131326,42.439238,-113.82098,Independent / Unknown,independent,0.0
131327,46.722245,-116.940158,Independent / Unknown,independent,0.0
131328,48.4349,-116.504282,Independent / Unknown,independent,0.0
134002,43.627161,-116.287653,Intermountain Health,intermountain_health,0.85
134009,43.627161,-116.287653,Independent / Unknown,independent,0.0
134010,43.294732,-112.512503,Independent / Unknown,independent,0.0
134017,43.573569,-116.400912,Independent / Unknown,independent,0.0
140001,40.543564,-90.024844,Independent / Unknown,independent,0.0
140002,38.939234,-90.134948,Independent / Unknown,independent,0.0
140007,41.548642,-88.128501,Independent / Unknown,independent,0.0
140008,41.903491,-87.86177,Independent / Unknown,independent,0.0
140010,42.054745,-87.692382,Independent / Unknown,independent,0.0
140011,37.819917,-89.02596,Independent / Unknown,independent,0.0
140012,41.82952,-89.477113,Independent / Unknown,independent,0.0
140013,41.334165,-89.142245,Independent / Unknown,independent,0.0
140015,39.931155,-91.388714,Independent / Unknown,independent,0.0
140018,41.84688,-87.670664,Independent / Unknown,independent,0.0
140029,41.745439,-88.241209,Independent / Unknown,independent,0.0
140030,42.040644,-88.311296,Advocate Health,advocate_health,0.85
140032,39.118715,-88.562384,Independent / Unknown,independent,0.0
140034,38.511028,-89.140496,SSM Health,ssm_health,0.85
14003F,41.880511,-87.687867,VA,va,0.85
140043,41.850006,-89.739377,Independent / Unknown,independent,0.0
140046,38.330513,-88.902367,Independent / Unknown,independent,0.0
140048,41.714417,-87.555761,Advocate Health,advocate_health,0.85
140049,41.894772,-87.789825,Independent / Unknown,independent,0.0
14004F,40.13236,-87.632069,Independent / Unknown,independent,0.0
140052,38.939234,-90.134948,Independent / Unknown,independent,0.0
140053,39.79111675,-89.653263875,Independent / Unknown,independent,0.0
140054,41.83288,-87.790063,Independent / Unknown,independent,0.0
140059,39.112832,-90.319526,Independent / Unknown,independent,0.0
140062,41.662446,-87.789969,Independent / Unknown,independent,0.0
140063,41.872468,-87.789331,Independent / Unknown,independent,0.0
140064,40.945179,-90.386567,Independent / Unknown,independent,0.0
140065,41.783546,-87.865993,AdventHealth,adventhealth,0.85
140067,40.700495833333335,-89.61350016666667,Independent / Unknown,independent,0.0
140068,41.691478,-87.618593,Independent / Unknown,independent,0.0
140077,38.582893,-90.125415,Independent / Unknown,independent,0.0
14007F,41.858344,-87.83791,VA,va,0.85
140080,42.02932,-87.68539,Independent / Unknown,independent,0.0
140082,41.972872,-87.662604,Independent / Unknown,independent,0.0
140083,41.880084,-87.756373,Independent / Unknown,independent,0.0
140084,42.354935,-87.860761,Independent / Unknown,independent,0.0
140088,41.782504,-87.602734,University of Chicago Medicine,university_of_chicago_medicine,0.85
140089,40.440435,-90.637925,Independent / Unknown,independent,0.0
14008F,37.711169,-88.914627,VA,va,0.85
140091,40.10952,-88.211031,Independent / Unknown,independent,0.0
140093,40.13236,-87.632069,Independent / Unknown,independent,0.0
140095,41.847101,-87.717611,Independent / Unknown,independent,0.0
140100,42.459988,-87.865021,Independent / Unknown,independent,0.0
140101,41.370016,-88.434265,Independent / Unknown,independent,0.0
140103,41.776232,-87.639527,Independent / Unknown,independent,0.0
140110,41.334165,-89.142245,Independent / Unknown,independent,0.0
140113,40.10952,-88.211031,Independent / Unknown,independent,0.0
140114,41.973081,-87.699751,Independent / Unknown,independent,0.0
140115,41.956153,-87.652994,Independent / Unknown,independent,0.0
140116,42.329613,-88.293245,Northwestern Medicine,northwestern_medicine,0.85
140117,41.994769,-87.813104,Independent / Unknown,independent,0.0
140119,41.880511,-87.687867,Rush,rush,0.85
140120,40.543623,-89.620621,Independent / Unknown,independent,0.0
140122,41.800683,-87.928172,AdventHealth,adventhealth,0.85
140124,41.880511,-87.687867,Independent / Unknown,independent,0.0
140125,38.714928,-90.09893,Independent / Unknown,independent,0.0
140127,40.528032,-88.947633,Independent / Unknown,independent,0.0
140130,42.235997,-87.864777,Independent / Unknown,independent,0.0
140133,41.775414,-87.711487,Independent / Unknown,independent,0.0
140135,39.901561,-88.989472,Independent / Unknown,independent,0.0
140137,38.890366,-89.427577,HSHS,hshs,0.85
140145,38.635005,-89.530995,Independent / Unknown,independent,0.0
140148,39.824222,-89.64273,Independent / Unknown,independent,0.0
140150,41.880511,-87.687867,Independent / Unknown,independent,0.0
140155,41.109438,-87.902817,Independent / Unknown,independent,0.0
140158,41.844883,-87.624032,Independent / Unknown,independent,0.0
140160,42.318865,-89.636977,Independent / Unknown,independent,0.0
140161,40.883301,-88.625907,Independent / Unknown,independent,0.0
140162,40.475855,-88.99267,Independent / Unknown,independent,0.0
140164,37.740824,-89.208976,Independent / Unknown,independent,0.0
140166,39.810171,-88.927784,Independent / Unknown,independent,0.0
140172,41.521399,-87.686878,Independent / Unknown,independent,0.0
140174,41.758878,-88.371865,Independent / Unknown,independent,0.0
140177,41.75934,-87.557025,Independent / Unknown,independent,0.0
140179,41.722001,-87.702446,Independent / Unknown,independent,0.0
140180,41.902172,-87.683337,Independent / Unknown,independent,0.0
140181,41.714417,-87.555761,Independent / Unknown,independent,0.0
140182,41.939411,-87.650704,Advocate Health,advocate_health,0.85
140184,37.711169,-88.914627,Independent / Unknown,independent,0.0
140185,38.536763,-90.000344,Independent / Unknown,independent,0.0
140186,41.109438,-87.902817,Independent / Unknown,independent,0.0
140187,38.600006,-89.915402,HSHS,hshs,0.85
140189,39.479932,-88.37585,Independent / Unknown,independent,0.0
140191,41.610251,-87.653038,Independent / Unknown,independent,0.0
140197,41.972872,-87.662604,Independent / Unknown,independent,0.0
140200,41.896843,-87.94124,Independent / Unknown,independent,0.0
140202,42.292606,-87.945317,Advocate Health,advocate_health,0.85
140206,41.902172,-87.683337,Independent / Unknown,independent,0.0
140208,41.714116,-87.752771,Advocate Health,advocate_health,0.85
140209,40.700495833333335,-89.61350016666667,Independent / Unknown,independent,0.0
140210,37.700824,-88.520323,Independent / Unknown,independent,0.0
140211,41.878343,-88.342072,Northwestern Medicine,northwestern_medicine,0.85
140213,41.508158,-87.960979,Independent / Unknown,independent,0.0
140217,42.040644,-88.311296,Independent / Unknown,independent,0.0
140223,42.013588,-87.844655,Advocate Health,advocate_health,0.85
140224,41.939411,-87.650704,Independent / Unknown,independent,0.0
140228,42.25172,-89.079945,Independent / Unknown,independent,0.0
140231,41.764585,-88.144165,Independent / Unknown,independent,0.0
140233,42.255157,-89.002313,Independent / Unknown,independent,0.0
140239,42.340866,-89.08745,Independent / Unknown,independent,0.0
140242,41.873621,-88.156243,Northwestern Medicine,northwestern_medicine,0.85
140251,41.946189,-87.806117,Independent / Unknown,independent,0.0
140252,42.064472,-87.98669,Independent / Unknown,independent,0.0
140258,42.023966,-87.999755,Independent / Unknown,independent,0.0
140275,41.496716,-90.411691,Independent / Unknown,independent,0.0
140276,41.879817,-87.84387,Independent / Unknown,independent,0.0
140280,41.477559,-90.575628,Independent / Unknown,independent,0.0
140281,41.894742,-87.615073,Northwestern Medicine,northwestern_medicine,0.85
140286,41.901263,-88.76155,Northwestern Medicine,northwestern_medicine,0.85
140288,41.81107,-88.024525,Advocate Health,advocate_health,0.85
140289,38.725658,-89.963126,Independent / Unknown,independent,0.0
140290,42.05087,-88.116615,Independent / Unknown,independent,0.0
140291,42.146498,-88.164654,Advocate Health,advocate_health,0.85
140292,41.918877,-88.078095,AdventHealth,adventhealth,0.85
140294,38.330513,-88.902367,Independent / Unknown,independent,0.0
140300,41.803261,-87.597934,Independent / Unknown,independent,0.0
140304,41.7006,-88.075006,AdventHealth,adventhealth,0.85
140308,42.230279,-88.329654,Independent / Unknown,independent,0.0
14034F,42.324058,-87.86157,VA,va,0.85
141300,39.29683,-90.415521,Independent / Unknown,independent,0.0
141301,40.029305,-88.583656,Independent / Unknown,independent,0.0
141302,42.413689,-90.375811,Independent / Unknown,independent,0.0
141303,40.146752,-88.953188,Independent / Unknown,independent,0.0
141304,41.210699,-90.717768,Independent / Unknown,independent,0.0
141305,40.409716,-91.095432,Independent / Unknown,independent,0.0
141306,39.014677,-89.798527,Independent / Unknown,independent,0.0
141307,38.091163,-89.40027,Independent / Unknown,independent,0.0
141308,38.318988,-89.401159,Independent / Unknown,independent,0.0
141309,40.708694,-89.264946,Independent / Unknown,independent,0.0
141310,41.543677,-89.084088,Independent / Unknown,independent,0.0
141311,38.36518,-88.357724,Independent / Unknown,independent,0.0
141312,41.950028,-89.06559,Independent / Unknown,independent,0.0
141313,40.285418,-90.061898,Independent / Unknown,independent,0.0
141315,39.590496,-90.769665,Independent / Unknown,independent,0.0
141316,40.466569,-87.661605,Independent / Unknown,independent,0.0
141317,40.46469,-88.36306,Independent / Unknown,independent,0.0
141318,40.909888,-90.651678,Independent / Unknown,independent,0.0
141319,41.467229,-90.149632,Independent / Unknown,independent,0.0
141320,39.599796,-87.702066,Independent / Unknown,independent,0.0
141321,38.006432,-88.92252,Independent / Unknown,independent,0.0
141322,40.139677,-89.366192,Independent / Unknown,independent,0.0
141323,37.233516,-88.724007,Independent / Unknown,independent,0.0
141324,37.847199,-88.441577,Independent / Unknown,independent,0.0
141325,41.26369,-89.944924,Independent / Unknown,independent,0.0
141326,38.066004,-88.539666,Independent / Unknown,independent,0.0
141327,38.415849,-87.85988,Independent / Unknown,independent,0.0
141328,37.424825,-88.365319,Independent / Unknown,independent,0.0
141329,41.826598,-89.963451,Independent / Unknown,independent,0.0
141330,40.416122,-89.435257,Independent / Unknown,independent,0.0
141331,38.00859,-89.252759,Independent / Unknown,independent,0.0
141332,39.141039,-89.47951,Independent / Unknown,independent,0.0
141333,40.136241,-90.542754,Independent / Unknown,independent,0.0
141334,37.771161,-89.353317,Independent / Unknown,independent,0.0
141335,42.423429,-88.610465,Independent / Unknown,independent,0.0
141336,38.755333,-89.667323,Independent / Unknown,independent,0.0
141337,41.389301,-89.439863,Independent / Unknown,independent,0.0
141338,37.942252,-89.788551,Independent / Unknown,independent,0.0
141339,39.559732,-89.287031,Independent / Unknown,independent,0.0
141340,41.648667,-88.634691,Independent / Unknown,independent,0.0
141341,39.401766,-89.105904,Independent / Unknown,independent,0.0
141342,37.462889,-89.177551,Independent / Unknown,independent,0.0
141343,38.992348,-87.764978,Independent / Unknown,independent,0.0
141344,38.744062,-87.639699,Independent / Unknown,independent,0.0
141345,38.638551,-88.927259,Independent / Unknown,independent,0.0
141346,38.958929,-89.130198,Independent / Unknown,independent,0.0
141347,39.28461,-89.883614,Independent / Unknown,independent,0.0
141348,38.20377,-89.991304,Independent / Unknown,independent,0.0
141349,38.116958,-89.717653,Independent / Unknown,independent,0.0
141350,39.175595,-89.674359,Independent / Unknown,independent,0.0
141351,38.660786,-88.49381,Independent / Unknown,independent,0.0
141352,39.738301,-90.220141,Independent / Unknown,independent,0.0
141353,40.793923,-87.741344,Independent / Unknown,independent,0.0
141354,39.416775,-88.803851,HSHS,hshs,0.85
141355,38.713171,-88.089293,Independent / Unknown,independent,0.0
143300,41.894742,-87.615073,Independent / Unknown,independent,0.0
143301,41.75934,-87.557025,Independent / Unknown,independent,0.0
143302,41.921752,-87.807437,Independent / Unknown,independent,0.0
144009,41.867031,-87.817934,Independent / Unknown,independent,0.0
144010,41.946189,-87.806117,Independent / Unknown,independent,0.0
144016,38.939234,-90.134948,Independent / Unknown,independent,0.0
144021,39.763035,-89.631099,Independent / Unknown,independent,0.0
144026,41.880084,-87.756373,Independent / Unknown,independent,0.0
144028,41.858344,-87.83791,Independent / Unknown,independent,0.0
144029,40.11212,-88.244315,Independent / Unknown,independent,0.0
144031,42.05087,-88.116615,Independent / Unknown,independent,0.0
144034,42.020586,-88.177771,Independent / Unknown,independent,0.0
144035,41.764585,-88.144165,Independent / Unknown,independent,0.0
144037,42.040644,-88.311296,Independent / Unknown,independent,0.0
144038,37.462889,-89.177551,Independent / Unknown,independent,0.0
144039,41.880504,-87.724444,Independent / Unknown,independent,0.0
144040,42.052719,-87.892061,Independent / Unknown,independent,0.0
144041,41.508158,-87.960979,Independent / Unknown,independent,0.0
144042,42.354935,-87.860761,Independent / Unknown,independent,0.0
144043,41.972872,-87.662604,Independent / Unknown,independent,0.0
150001,39.473489,-86.043592,Independent / Unknown,independent,0.0
150002,41.61783,-87.337827,Independent / Unknown,independent,0.0
150005,39.777144,-86.551807,Independent / Unknown,independent,0.0
150006,41.607057,-86.721724,Independent / Unknown,independent,0.0
150007,40.437275,-86.094553,Independent / Unknown,independent,0.0
150008,41.650459,-87.451123,Independent / Unknown,independent,0.0
150009,38.332415,-85.696087,Independent / Unknown,independent,0.0
150010,40.7265955,-86.07037132258064,Ascension,ascension,0.85
150011,40.599427,-85.629225,Independent / Unknown,independent,0.0
150012,41.693491,-86.146569,Independent / Unknown,independent,0.0
150015,41.689234,-86.86512,Independent / Unknown,independent,0.0
150017,41.054212,-85.239056,Independent / Unknown,independent,0.0
150018,41.722679,-85.974999,Independent / Unknown,independent,0.0
150021,41.212012,-85.108798,Independent / Unknown,independent,0.0
150022,40.037689,-86.902157,Independent / Unknown,independent,0.0
150023,39.497817,-87.390537,Independent / Unknown,independent,0.0
150024,39.7841,-86.161616,Independent / Unknown,independent,0.0
150026,41.558788,-85.87665,Independent / Unknown,independent,0.0
150030,39.932041,-85.369568,Independent / Unknown,independent,0.0
150034,41.518185,-87.244908,Independent / Unknown,independent,0.0
150035,41.457895,-87.002008,Independent / Unknown,independent,0.0
150037,39.801973,-85.772071,Independent / Unknown,independent,0.0
15003F,39.7841,-86.161616,VA,va,0.85
150042,38.628561,-87.501485,Independent / Unknown,independent,0.0
150044,38.283804,-85.847721,Baptist Health,baptist_health,0.85
150045,41.341594,-85.032655,Independent / Unknown,independent,0.0
150046,39.350856,-87.413513,Independent / Unknown,independent,0.0
150047,41.069304,-85.16516,Independent / Unknown,independent,0.0
150048,39.833762,-84.889666,Independent / Unknown,independent,0.0
15004F,40.519416,-85.645071,Independent / Unknown,independent,0.0
150051,39.085219,-86.61234,IU Health,iu_health,0.85
150056,39.7841,-86.161616,IU Health,iu_health,0.85
150057,39.579356,-86.373602,Independent / Unknown,independent,0.0
150058,41.670274,-86.252661,Independent / Unknown,independent,0.0
150059,40.062575,-85.933198,Independent / Unknown,independent,0.0
150061,38.66192,-87.174714,Independent / Unknown,independent,0.0
150065,38.966218,-85.925728,Independent / Unknown,independent,0.0
150069,38.811483,-85.362137,Independent / Unknown,independent,0.0
150072,40.760974,-86.373099,Independent / Unknown,independent,0.0
150074,39.78393,-86.044636,Independent / Unknown,independent,0.0
150075,40.722652,-85.176526,Independent / Unknown,independent,0.0
150076,41.355358,-86.325957,Independent / Unknown,independent,0.0
150082,37.99812711111111,-87.56245266666667,Independent / Unknown,independent,0.0
150084,39.896902,-86.178492,Ascension,ascension,0.85
150086,39.153346,-84.874001,Independent / Unknown,independent,0.0
150088,40.097821,-85.681485,Ascension,ascension,0.85
150089,40.271643,-85.377772,IU Health,iu_health,0.85
150090,41.468381,-87.509187,Independent / Unknown,independent,0.0
150091,40.876437,-85.497441,Independent / Unknown,independent,0.0
150097,39.526531,-85.773369,Independent / Unknown,independent,0.0
150100,37.99812711111111,-87.56245266666667,Ascension,ascension,0.85
150101,41.153386,-85.47415,Independent / Unknown,independent,0.0
150102,41.285345,-86.617818,Independent / Unknown,independent,0.0
150104,40.044295,-86.460975,Independent / Unknown,independent,0.0
150109,40.421886,-86.763599,Independent / Unknown,independent,0.0
150112,39.148221,-85.999407,Independent / Unknown,independent,0.0
150113,40.130099,-85.760763,Independent / Unknown,independent,0.0
150115,38.418741,-86.9326,Independent / Unknown,independent,0.0
150125,41.54751,-87.503268,Independent / Unknown,independent,0.0
150126,41.40206,-87.325371,Independent / Unknown,independent,0.0
150128,39.674763,-86.132676,Independent / Unknown,independent,0.0
150133,41.213832,-85.869547,Independent / Unknown,independent,0.0
150146,41.449152,-85.275111,Independent / Unknown,independent,0.0
150149,37.952897,-87.34647,Independent / Unknown,independent,0.0
150150,41.15698,-85.128322,Independent / Unknown,independent,0.0
150153,39.93453,-86.161858,Independent / Unknown,independent,0.0
150157,39.966569,-86.175131,Ascension,ascension,0.85
150158,39.764437,-86.403388,IU Health,iu_health,0.85
150160,39.892944,-86.298055,Independent / Unknown,independent,0.0
150161,39.966569,-86.175131,IU Health,iu_health,0.85
150162,39.67189,-86.074788,Independent / Unknown,independent,0.0
150165,41.54751,-87.503268,Independent / Unknown,independent,0.0
150166,41.40206,-87.325371,Independent / Unknown,independent,0.0
150167,41.212012,-85.108798,Independent / Unknown,independent,0.0
150168,41.054212,-85.239056,Independent / Unknown,independent,0.0
150169,39.908383,-86.013138,Independent / Unknown,independent,0.0
150172,38.283804,-85.847721,Independent / Unknown,independent,0.0
150173,40.421886,-86.763599,IU Health,iu_health,0.85
150177,41.693491,-86.146569,Independent / Unknown,independent,0.0
150179,39.908383,-86.013138,Independent / Unknown,independent,0.0
150181,39.962809,-85.943916,Ascension,ascension,0.85
150183,39.085219,-86.61234,Independent / Unknown,independent,0.0
150193,39.966569,-86.175131,Independent / Unknown,independent,0.0
150195,41.40206,-87.325371,Independent / Unknown,independent,0.0
151300,41.462622,-86.1724,Independent / Unknown,independent,0.0
151301,40.167974,-84.987308,Ascension,ascension,0.85
151303,39.008555,-85.627378,Ascension,ascension,0.85
151304,39.600822,-85.4309,Independent / Unknown,independent,0.0
151305,41.062011,-86.657974,Independent / Unknown,independent,0.0
151306,38.510025,-86.451821,IU Health,iu_health,0.85
151307,40.309014,-87.412707,Ascension,ascension,0.85
151308,40.296875,-85.832902,Ascension,ascension,0.85
151309,39.523629,-87.123313,Ascension,ascension,0.85
151310,40.784517,-85.830509,Independent / Unknown,independent,0.0
151311,40.28526,-86.068828,IU Health,iu_health,0.85
151312,40.788336,-86.751934,IU Health,iu_health,0.85
151313,41.075008,-86.251456,Independent / Unknown,independent,0.0
151314,38.60699,-86.093464,Ascension,ascension,0.85
151315,41.65494,-85.011464,Independent / Unknown,independent,0.0
151316,40.295035,-86.493864,IU Health,iu_health,0.85
151317,39.039441,-87.174106,Independent / Unknown,independent,0.0
151318,40.757804,-86.061165,Independent / Unknown,independent,0.0
151319,38.346347,-87.57818,Independent / Unknown,independent,0.0
151320,40.419044,-84.962812,IU Health,iu_health,0.85
151322,38.036352,-86.693738,Independent / Unknown,independent,0.0
151323,41.634364,-85.377512,Independent / Unknown,independent,0.0
151324,40.986173,-87.112979,Independent / Unknown,independent,0.0
151325,38.051443,-87.254533,Ascension,ascension,0.85
151326,39.678173,-87.453638,Independent / Unknown,independent,0.0
151327,39.089471,-87.411406,Independent / Unknown,independent,0.0
151328,38.863494,-86.45223,IU Health,iu_health,0.85
151329,39.285876,-85.212717,Independent / Unknown,independent,0.0
151330,40.83052,-84.939705,Independent / Unknown,independent,0.0
151331,38.186146,-86.145426,Independent / Unknown,independent,0.0
151332,39.306027,-85.478417,Independent / Unknown,independent,0.0
151333,39.654571,-86.893996,Independent / Unknown,independent,0.0
151334,38.685201,-85.844056,Independent / Unknown,independent,0.0
154005,40.479649,-86.989218,Independent / Unknown,independent,0.0
154008,39.80713,-86.099554,Independent / Unknown,independent,0.0
154009,39.497817,-87.390537,Independent / Unknown,independent,0.0
154011,39.153346,-84.874001,Independent / Unknown,independent,0.0
154014,41.208342,-85.684902,Independent / Unknown,independent,0.0
154018,39.833762,-84.889666,Independent / Unknown,independent,0.0
154019,38.811483,-85.362137,Independent / Unknown,independent,0.0
154020,41.482028,-87.334679,Independent / Unknown,independent,0.0
154021,40.599427,-85.629225,Independent / Unknown,independent,0.0
154024,39.595658,-86.113954,Independent / Unknown,independent,0.0
154031,41.447850375,-86.05991808333333,Independent / Unknown,independent,0.0
154035,40.760974,-86.373099,Independent / Unknown,independent,0.0
154041,39.219531,-86.591137,Independent / Unknown,independent,0.0
154047,41.355358,-86.325957,Independent / Unknown,independent,0.0
154050,41.341594,-85.032655,Independent / Unknown,independent,0.0
154051,38.332415,-85.696087,Independent / Unknown,independent,0.0
154052,41.457895,-87.002008,Independent / Unknown,independent,0.0
154054,39.350856,-87.413513,Independent / Unknown,independent,0.0
154055,37.952897,-87.34647,Independent / Unknown,independent,0.0
154056,37.956614,-87.521291,Independent / Unknown,independent,0.0
154057,39.839211,-86.048552,Independent / Unknown,independent,0.0
154058,41.462622,-86.1724,Independent / Unknown,independent,0.0
154059,40.421886,-86.763599,Independent / Unknown,independent,0.0
154060,41.10011,-85.117711,Independent / Unknown,independent,0.0
154061,41.693491,-86.146569,Independent / Unknown,independent,0.0
154063,39.848326,-86.269687,Independent / Unknown,independent,0.0
154064,39.792817,-86.291528,Independent / Unknown,independent,0.0
154065,41.40206,-87.325371,Independent / Unknown,independent,0.0
154066,38.31313,-85.7686,Independent / Unknown,independent,0.0
154067,39.68999,-86.392709,Independent / Unknown,independent,0.0
154068,39.595658,-86.113954,Independent / Unknown,independent,0.0
154070,41.142084,-85.25788,Independent / Unknown,independent,0.0
154071,39.848326,-86.269687,Independent / Unknown,independent,0.0
154072,38.299143,-86.966966,Independent / Unknown,independent,0.0
160001,42.049806,-92.900739,Independent / Unknown,independent,0.0
160013,41.439931,-91.064259,Independent / Unknown,independent,0.0
160016,42.49164,-94.187122,Independent / Unknown,independent,0.0
160028,41.22322,-95.784481,Independent / Unknown,independent,0.0
160029,41.672878,-91.512105,Independent / Unknown,independent,0.0
160030,42.030826,-93.5883,Independent / Unknown,independent,0.0
160032,41.710803,-93.039775,Independent / Unknown,independent,0.0
160033,41.538947,-90.555977,Independent / Unknown,independent,0.0
16003F,41.627582,-93.67266,Independent / Unknown,independent,0.0
160040,42.531411,-92.485861,Independent / Unknown,independent,0.0
160045,42.023172,-91.659613,Independent / Unknown,independent,0.0
160047,41.22322,-95.784481,Independent / Unknown,independent,0.0
16004F,41.648386,-91.596793,VA,va,0.85
160057,40.847264,-91.213914,Independent / Unknown,independent,0.0
160058,41.662939,-91.54355,Independent / Unknown,independent,0.0
160064,43.154082,-93.199836,Independent / Unknown,independent,0.0
160067,42.461502,-92.313745,Independent / Unknown,independent,0.0
160069,42.548323,-90.69367,Independent / Unknown,independent,0.0
160079,41.965959,-91.566054,Independent / Unknown,independent,0.0
160080,41.891044,-90.253005,Independent / Unknown,independent,0.0
160082,41.584192,-93.621998,Independent / Unknown,independent,0.0
160083,41.604964,-93.6312,Independent / Unknown,independent,0.0
160089,41.044369,-92.42906,Independent / Unknown,independent,0.0
160101,41.604964,-93.6312,Independent / Unknown,independent,0.0
160104,41.570155,-90.470122,Independent / Unknown,independent,0.0
160110,42.548059,-92.286431,Independent / Unknown,independent,0.0
160112,43.153092,-95.149793,Independent / Unknown,independent,0.0
160117,42.548323,-90.69367,Independent / Unknown,independent,0.0
160124,43.43372,-95.0859,Independent / Unknown,independent,0.0
160146,42.534533,-96.403167,Independent / Unknown,independent,0.0
160147,41.7334,-92.712678,Independent / Unknown,independent,0.0
160153,42.493688,-96.394184,Independent / Unknown,independent,0.0
161301,42.842924,-93.623061,Independent / Unknown,independent,0.0
161302,42.736483,-93.747336,Independent / Unknown,independent,0.0
161303,42.356537,-92.794961,Independent / Unknown,independent,0.0
161304,41.009059,-94.768784,Independent / Unknown,independent,0.0
161305,42.718938,-94.699661,Independent / Unknown,independent,0.0
161306,42.116219,-91.289568,Independent / Unknown,independent,0.0
161307,43.118278,-93.814497,Independent / Unknown,independent,0.0
161308,42.739747,-93.220628,Independent / Unknown,independent,0.0
161309,41.559503,-95.915257,Independent / Unknown,independent,0.0
161310,41.294526,-94.405017,Independent / Unknown,independent,0.0
161311,43.00674,-96.463475,Independent / Unknown,independent,0.0
161312,42.742443,-91.116701,Independent / Unknown,independent,0.0
161313,41.838299,-90.519654,Independent / Unknown,independent,0.0
161314,41.68324,-94.561556,Independent / Unknown,independent,0.0
161315,41.316623,-92.191359,Independent / Unknown,independent,0.0
161316,42.99367,-91.823872,Independent / Unknown,independent,0.0
161317,41.788512,-92.08237,Independent / Unknown,independent,0.0
161318,43.271159,-91.48377,Independent / Unknown,independent,0.0
161319,42.834004,-91.426289,Independent / Unknown,independent,0.0
161320,42.838035,-92.115326,Independent / Unknown,independent,0.0
161321,43.428834,-96.164704,Independent / Unknown,independent,0.0
161322,41.836423,-94.121285,Independent / Unknown,independent,0.0
161323,43.306168,-92.818741,Independent / Unknown,independent,0.0
161324,40.626185,-95.661417,Independent / Unknown,independent,0.0
161325,42.013286,-94.376733,Independent / Unknown,independent,0.0
161326,41.326464,-94.049041,Independent / Unknown,independent,0.0
161327,40.734974,-92.413637,Independent / Unknown,independent,0.0
161328,43.371394,-92.112398,Independent / Unknown,independent,0.0
161329,42.101196,-90.680278,Independent / Unknown,independent,0.0
161330,41.756245,-94.920368,Independent / Unknown,independent,0.0
161331,43.095838,-92.329051,Independent / Unknown,independent,0.0
161332,41.907807,-95.056903,Independent / Unknown,independent,0.0
161333,42.033498,-93.444377,Independent / Unknown,independent,0.0
161334,42.71368,-94.222776,Independent / Unknown,independent,0.0
161335,42.477522,-91.897752,Independent / Unknown,independent,0.0
161336,43.193752,-96.338127,Independent / Unknown,independent,0.0
161337,40.742078,-91.934499,Independent / Unknown,independent,0.0
161338,42.688662,-91.937486,Independent / Unknown,independent,0.0
161339,42.766686,-92.43976,Independent / Unknown,independent,0.0
161340,40.733083,-93.737338,Independent / Unknown,independent,0.0
161341,41.03445,-93.295463,Independent / Unknown,independent,0.0
161342,41.025726,-92.819758,Independent / Unknown,independent,0.0
161343,42.490877,-91.453192,Independent / Unknown,independent,0.0
161344,41.298834,-91.715643,Independent / Unknown,independent,0.0
161345,43.407372,-95.730959,Independent / Unknown,independent,0.0
161346,43.090933,-96.205811,Independent / Unknown,independent,0.0
161347,43.080502,-92.658778,Independent / Unknown,independent,0.0
161348,41.033119,-93.764729,Independent / Unknown,independent,0.0
161349,42.172181,-92.009259,Independent / Unknown,independent,0.0
161350,42.266,-94.734403,Independent / Unknown,independent,0.0
