ccn,lat,lon,health_system,health_system_id,system_confidence
220177,41.290114,-70.096294,Independent / Unknown,independent,0.0
221300,41.446403,-70.561761,Independent / Unknown,independent,0.0
221302,42.173196,-73.32429,Independent / Unknown,independent,0.0
221303,42.570237,-72.182903,Independent / Unknown,independent,0.0
221304,42.695699,-73.093852,Independent / Unknown,independent,0.0
223300,42.349688,-71.153964,Independent / Unknown,independent,0.0
223302,42.339422,-71.094531,Independent / Unknown,independent,0.0
223304,42.363651,-71.066888,Independent / Unknown,independent,0.0
224001,41.909112,-71.118346,Independent / Unknown,independent,0.0
224007,42.395317,-71.180284,Independent / Unknown,independent,0.0
224013,42.308175,-71.113471,Independent / Unknown,independent,0.0
224018,42.343499,-71.122244,Independent / Unknown,independent,0.0
224021,41.931653,-71.294503,Independent / Unknown,independent,0.0
224022,42.314321,-71.152778,Independent / Unknown,independent,0.0
224023,42.219645,-71.216768,Independent / Unknown,independent,0.0
224028,41.727137,-71.109858,Independent / Unknown,independent,0.0
224031,41.690243,-70.616283,Independent / Unknown,independent,0.0
224032,42.253485,-71.767932,Independent / Unknown,independent,0.0
224038,42.246872,-71.179462,Independent / Unknown,independent,0.0
224039,42.796313,-71.053436,Independent / Unknown,independent,0.0
224040,42.33786,-71.069805,Independent / Unknown,independent,0.0
224041,41.658,-71.01346,Independent / Unknown,independent,0.0
224043,42.53206,-71.61374,Independent / Unknown,independent,0.0
224044,42.268426,-71.613309,Independent / Unknown,independent,0.0
224045,42.313887,-71.794185,Independent / Unknown,independent,0.0
224046,42.211658,-72.642448,Independent / Unknown,independent,0.0
224047,42.211658,-72.642448,Independent / Unknown,independent,0.0
230002,42.398181,-83.372359,Independent / Unknown,independent,0.0
230003,42.844796,-85.984799,Independent / Unknown,independent,0.0
230005,41.902354,-84.064698,Independent / Unknown,independent,0.0
230015,41.975687,-85.647019,Independent / Unknown,independent,0.0
230017,42.302591,-85.588193,Independent / Unknown,independent,0.0
230019,42.461778,-83.229942,Ascension,ascension,0.85
230020,42.298036,-83.24761,Independent / Unknown,independent,0.0
230021,42.054277,-86.4626,Independent / Unknown,independent,0.0
230022,41.90548,-85.031277,Independent / Unknown,independent,0.0
230024,42.427075,-83.19466,Independent / Unknown,independent,0.0
230029,42.626505,-83.291425,Trinity Health,trinity_health,0.85
230030,43.378415,-84.676007,Independent / Unknown,independent,0.0
230031,42.983609,-82.458315,Independent / Unknown,independent,0.0
230035,43.182841,-85.258386,Independent / Unknown,independent,0.0
230036,45.094306,-83.476214,Independent / Unknown,independent,0.0
230037,41.886298,-84.622698,Independent / Unknown,independent,0.0
230038,42.96212,-85.659394,Independent / Unknown,independent,0.0
230041,43.55706,-83.84968,Independent / Unknown,independent,0.0
230046,42.291245,-83.708195,Independent / Unknown,independent,0.0
230047,42.603611,-82.941283,Independent / Unknown,independent,0.0
230053,42.374597,-83.077652,Independent / Unknown,independent,0.0
230054,46.561069,-87.451418,Independent / Unknown,independent,0.0
230055,45.927171,-88.015827,Independent / Unknown,independent,0.0
230058,44.692289,-84.595113,Independent / Unknown,independent,0.0
230059,42.96212,-85.659394,Bon Secours Mercy Health,bon_secours_mercy_health,0.85
23005F,45.927171,-88.015827,VA,va,0.85
230066,43.179962,-86.286824,Trinity Health,trinity_health,0.85
230069,42.575579,-83.923381,Trinity Health,trinity_health,0.85
230070,43.420026,-83.974472,Independent / Unknown,independent,0.0
230071,42.459322,-83.293205,Independent / Unknown,independent,0.0
230072,42.739168,-86.084793,Independent / Unknown,independent,0.0
230075,42.391685,-85.201106,Independent / Unknown,independent,0.0
230077,43.394997,-83.88928,Independent / Unknown,independent,0.0
230078,42.163885,-86.239986,Independent / Unknown,independent,0.0
230080,43.616033,-84.795459,Independent / Unknown,independent,0.0
230081,44.242697,-85.539922,Independent / Unknown,independent,0.0
230085,42.407427,-86.214544,Independent / Unknown,independent,0.0
230089,42.382395,-82.921842,Independent / Unknown,independent,0.0
230092,42.311764,-84.456172,Independent / Unknown,independent,0.0
230093,43.697682,-85.482957,Independent / Unknown,independent,0.0
230095,44.318406,-84.236213,Independent / Unknown,independent,0.0
230097,44.762372,-85.685156,Independent / Unknown,independent,0.0
230099,41.960425,-83.429323,Independent / Unknown,independent,0.0
230100,43.94027946,-83.56675822,Independent / Unknown,independent,0.0
230104,42.34703,-83.060048,Independent / Unknown,independent,0.0
230105,45.331202,-84.897145,Independent / Unknown,independent,0.0
230108,47.202985,-88.576295,Independent / Unknown,independent,0.0
230110,43.964611,-86.409251,Independent / Unknown,independent,0.0
230117,42.274268,-85.493081,Independent / Unknown,independent,0.0
23011F,42.327634,-83.696444,Independent / Unknown,independent,0.0
230121,43.005586,-84.187626,Independent / Unknown,independent,0.0
23012F,42.334561,-85.249172,VA,va,0.85
230130,42.519181,-83.164361,Independent / Unknown,independent,0.0
230132,42.998726,-83.710153,Independent / Unknown,independent,0.0
230133,44.998087,-84.670164,Independent / Unknown,independent,0.0
230141,43.011068,-83.794875,Independent / Unknown,independent,0.0
230142,42.274474,-83.395633,Independent / Unknown,independent,0.0
230144,42.275075,-83.58634,Independent / Unknown,independent,0.0
230146,42.210674,-83.157208,Independent / Unknown,independent,0.0
230151,42.463342,-83.348054,Independent / Unknown,independent,0.0
230156,42.2142657,-83.5026122,Trinity Health,trinity_health,0.85
230165,42.422583,-82.89285,Independent / Unknown,independent,0.0
230167,42.697056,-84.52504,Independent / Unknown,independent,0.0
230174,43.009233,-86.152022,Trinity Health,trinity_health,0.85
230176,42.131459,-83.217792,Independent / Unknown,independent,0.0
230180,43.851308,-84.717297,Independent / Unknown,independent,0.0
230193,43.05374,-83.338704,Independent / Unknown,independent,0.0
230195,42.51589,-83.016483,Independent / Unknown,independent,0.0
230197,42.91714,-83.631336,Ascension,ascension,0.85
230207,42.64441,-83.274561,Independent / Unknown,independent,0.0
230208,43.183922,-84.855988,Independent / Unknown,independent,0.0
230216,42.68405811594203,-82.91138301449274,Independent / Unknown,independent,0.0
230217,42.275694,-84.940816,Independent / Unknown,independent,0.0
230222,43.86160237254902,-84.29923321568627,Independent / Unknown,independent,0.0
230227,42.598055,-82.881506,Independent / Unknown,independent,0.0
230230,42.738361,-84.524017,Independent / Unknown,independent,0.0
230236,42.895765,-85.71951,Independent / Unknown,independent,0.0
230239,46.416901,-84.289054,Independent / Unknown,independent,0.0
230241,42.770358,-82.528976,Ascension,ascension,0.85
230244,42.324383,-83.341192,Independent / Unknown,independent,0.0
230254,42.659316,-83.122679,Ascension,ascension,0.85
230259,42.312205,-84.0341,Independent / Unknown,independent,0.0
230264,42.46813,-83.058248,Independent / Unknown,independent,0.0
230269,42.604032,-83.122111,Independent / Unknown,independent,0.0
230270,42.225283,-83.267691,Independent / Unknown,independent,0.0
230273,42.34703,-83.060048,Independent / Unknown,independent,0.0
230275,43.458786,-84.029471,Independent / Unknown,independent,0.0
230277,42.582368,-83.51143,Independent / Unknown,independent,0.0
230279,42.505863,-83.781249,Independent / Unknown,independent,0.0
230297,42.34703,-83.060048,Independent / Unknown,independent,0.0
230301,42.461778,-83.229942,Independent / Unknown,independent,0.0
230302,42.537824,-83.384526,Independent / Unknown,independent,0.0
230303,44.233751,-86.210649,Independent / Unknown,independent,0.0
23037F,42.34703,-83.060048,VA,va,0.85
230779,41.828331,-85.447929,Independent / Unknown,independent,0.0
231300,44.625614,-86.193112,Independent / Unknown,independent,0.0
231301,44.719997,-85.036456,Independent / Unknown,independent,0.0
231303,46.076172,-86.345803,Independent / Unknown,independent,0.0
231304,46.510988,-85.517552,Independent / Unknown,independent,0.0
231305,43.975339,-83.936798,Independent / Unknown,independent,0.0
231306,45.948137,-84.765522,Independent / Unknown,independent,0.0
231307,46.727817,-88.332527,Independent / Unknown,independent,0.0
231308,46.398696,-86.727185,Independent / Unknown,independent,0.0
231310,43.791501,-83.24562,Independent / Unknown,independent,0.0
231311,43.535638,-82.725482,Independent / Unknown,independent,0.0
231312,43.209843,-85.049208,Independent / Unknown,independent,0.0
231313,43.797892,-82.70863,Independent / Unknown,independent,0.0
231314,43.41942,-82.852081,Independent / Unknown,independent,0.0
231315,42.004654,-86.120706,Ascension,ascension,0.85
231316,43.607392,-83.168024,Independent / Unknown,independent,0.0
231318,46.175587,-88.752156,Independent / Unknown,independent,0.0
231319,47.238859,-88.451579,Independent / Unknown,independent,0.0
231320,43.610287,-86.378251,Bon Secours Mercy Health,bon_secours_mercy_health,0.85
231321,46.42568,-87.771426,Independent / Unknown,independent,0.0
231322,45.280509,-85.245046,Independent / Unknown,independent,0.0
231323,43.896335,-85.53535,Independent / Unknown,independent,0.0
231324,42.508448,-84.661278,Independent / Unknown,independent,0.0
231325,44.061093,-84.45737,Independent / Unknown,independent,0.0
231326,43.006704,-84.579248,Independent / Unknown,independent,0.0
231327,42.573445,-84.845726,Independent / Unknown,independent,0.0
231328,42.532965,-85.871134,Ascension,ascension,0.85
231329,43.487517,-83.384739,Independent / Unknown,independent,0.0
231330,43.348144,-83.032572,Independent / Unknown,independent,0.0
231331,42.986125,-85.057887,Independent / Unknown,independent,0.0
231332,42.240155,-85.908075,Independent / Unknown,independent,0.0
231333,46.525851,-90.130358,Independent / Unknown,independent,0.0
231337,45.774101,-87.13629,Independent / Unknown,independent,0.0
231338,43.470153,-85.946264,Independent / Unknown,independent,0.0
231339,42.636422,-85.29969,Independent / Unknown,independent,0.0
231340,43.802747,-82.996755,Independent / Unknown,independent,0.0
233300,42.34703,-83.060048,Independent / Unknown,independent,0.0
234006,42.867826,-85.662972,Independent / Unknown,independent,0.0
234011,42.458051,-83.135196,Independent / Unknown,independent,0.0
234021,42.673906,-82.774086,Independent / Unknown,independent,0.0
234023,42.688246,-83.244075,Independent / Unknown,independent,0.0
234025,43.487517,-83.384739,Independent / Unknown,independent,0.0
234026,42.263643,-85.613247,Independent / Unknown,independent,0.0
234030,42.93291,-85.535868,Independent / Unknown,independent,0.0
234035,42.293764,-83.370739,Independent / Unknown,independent,0.0
234038,42.433186,-82.981311,Independent / Unknown,independent,0.0
234040,42.3979,-82.995397,Independent / Unknown,independent,0.0
234041,42.136836,-83.82925,Independent / Unknown,independent,0.0
234042,42.512535,-83.059507,Independent / Unknown,independent,0.0
234043,43.006704,-84.579248,Independent / Unknown,independent,0.0
234044,42.764057,-84.459921,Independent / Unknown,independent,0.0
234045,42.298036,-83.24761,Independent / Unknown,independent,0.0
234046,42.278204,-85.229231,Independent / Unknown,independent,0.0
234047,42.303617,-85.698025,Independent / Unknown,independent,0.0
240001,45.009275,-93.341105,Independent / Unknown,independent,0.0
240002,46.799685,-92.092366,Independent / Unknown,independent,0.0
240004,44.974644,-93.257815,Independent / Unknown,independent,0.0
240006,43.95331,-92.401387,Independent / Unknown,independent,0.0
240010,43.971301,-92.507871,Mayo Clinic,mayo_clinic,0.85
240014,44.472652,-93.179125,Independent / Unknown,independent,0.0
240018,44.511927,-92.539225,Mayo Clinic,mayo_clinic,0.85
240019,46.799685,-92.092366,Independent / Unknown,independent,0.0
240020,45.569488,-93.276632,Independent / Unknown,independent,0.0
240022,43.62287,-95.583243,Independent / Unknown,independent,0.0
24002F,45.574017,-94.215271,VA,va,0.85
240030,45.867614,-95.394257,Independent / Unknown,independent,0.0
240036,45.574017,-94.215271,Independent / Unknown,independent,0.0
240038,44.931901,-93.121291,Independent / Unknown,independent,0.0
24003F,44.906117,-93.235387,VA,va,0.85
240040,47.335183,-92.954287,Independent / Unknown,independent,0.0
240043,43.660887,-93.324563,Mayo Clinic,mayo_clinic,0.85
240044,43.994246,-91.625441,Independent / Unknown,independent,0.0
240047,46.799685,-92.092366,Independent / Unknown,independent,0.0
240050,45.334054,-93.099884,Independent / Unknown,independent,0.0
240052,46.276711,-96.091938,Independent / Unknown,independent,0.0
240053,44.956566,-93.381654,Independent / Unknown,independent,0.0
240056,44.861222,-93.784034,Independent / Unknown,independent,0.0
240057,44.935036,-93.253029,Independent / Unknown,independent,0.0
240064,47.233766,-93.5126,Independent / Unknown,independent,0.0
240066,45.07442,-92.841577,Independent / Unknown,independent,0.0
240069,44.059703,-93.227333,Independent / Unknown,independent,0.0
240071,44.297513,-93.273914,Independent / Unknown,independent,0.0
240075,46.322919,-94.12521,Independent / Unknown,independent,0.0
240076,45.17409,-93.848952,Independent / Unknown,independent,0.0
240078,44.873981,-93.335255,Independent / Unknown,independent,0.0
240080,44.973346,-93.243708,Independent / Unknown,independent,0.0
240084,47.597028,-92.479684,Independent / Unknown,independent,0.0
240088,45.102185,-95.041816,Independent / Unknown,independent,0.0
240093,43.996364323943666,-93.95956608450705,Mayo Clinic,mayo_clinic,0.85
240100,47.510829,-94.82092,Independent / Unknown,independent,0.0
240101,46.840111,-95.827361,Independent / Unknown,independent,0.0
240104,44.743442,-93.510032,Independent / Unknown,independent,0.0
240106,44.950764,-93.087571,Independent / Unknown,independent,0.0
240115,45.160411,-93.314839,Independent / Unknown,independent,0.0
240141,45.575584,-93.589164,Independent / Unknown,independent,0.0
240166,43.626846,-94.462324,Mayo Clinic,mayo_clinic,0.85
240187,44.897378,-94.392695,Independent / Unknown,independent,0.0
240206,47.943399,-95.338714,Independent / Unknown,independent,0.0
240207,44.778472,-93.272269,Independent / Unknown,independent,0.0
240210,45.016634,-93.026716,Independent / Unknown,independent,0.0
240213,44.918031,-92.938277,Independent / Unknown,independent,0.0
240214,45.127366,-93.4492,Independent / Unknown,independent,0.0
240779,47.303709,-95.835947,Independent / Unknown,independent,0.0
241301,48.596877,-94.600709,Independent / Unknown,independent,0.0
241302,44.029019,-95.431132,Independent / Unknown,independent,0.0
241303,44.260701,-95.638506,Independent / Unknown,independent,0.0
241304,45.82561,-96.477229,Independent / Unknown,independent,0.0
241305,46.49109,-93.635569,Independent / Unknown,independent,0.0
241306,44.767422,-94.993117,Independent / Unknown,independent,0.0
241308,47.251465,-91.69186,Independent / Unknown,independent,0.0
241309,46.142704,-92.584273,Independent / Unknown,independent,0.0
241311,44.599706,-94.111216,Independent / Unknown,independent,0.0
241312,47.840484,-92.857179,Independent / Unknown,independent,0.0
241313,47.35881,-96.524868,Independent / Unknown,independent,0.0
241314,44.92716,-96.03801,Independent / Unknown,independent,0.0
241315,43.627684,-95.002409,Independent / Unknown,independent,0.0
241316,47.702088,-93.533741,Independent / Unknown,independent,0.0
241317,47.979098,-90.599609,Independent / Unknown,independent,0.0
241318,47.996882,-91.753982,Independent / Unknown,independent,0.0
241319,44.014163,-95.775513,Independent / Unknown,independent,0.0
241320,47.743247,-96.555408,Independent / Unknown,independent,0.0
241321,45.56255,-96.483631,Independent / Unknown,independent,0.0
241322,48.533133,-93.163134,Independent / Unknown,independent,0.0
241323,44.048235,-94.413855,Independent / Unknown,independent,0.0
241325,44.999823,-95.706482,Independent / Unknown,independent,0.0
241326,45.970711,-94.860558,Independent / Unknown,independent,0.0
241327,44.291376,-94.733572,Independent / Unknown,independent,0.0
241328,47.397973,-95.414062,Independent / Unknown,independent,0.0
241329,46.434608,-94.794542,Independent / Unknown,independent,0.0
241330,45.6418,-94.806359,Independent / Unknown,independent,0.0
241332,43.879726,-95.133825,Independent / Unknown,independent,0.0
241333,43.992871,-94.634824,Mayo Clinic,mayo_clinic,0.85
241334,44.357287,-94.036965,Independent / Unknown,independent,0.0
241335,44.35761,-92.049231,Independent / Unknown,independent,0.0
241336,48.784278,-96.977461,Independent / Unknown,independent,0.0
241337,48.168764,-96.741471,Independent / Unknown,independent,0.0
241338,44.392813,-92.333885,Mayo Clinic,mayo_clinic,0.85
241339,44.495189,-96.414125,Independent / Unknown,independent,0.0
241340,47.47068,-92.267326,Independent / Unknown,independent,0.0
241341,45.246719,-96.00477,Independent / Unknown,independent,0.0
241342,45.348003,-96.379955,Independent / Unknown,independent,0.0
241343,44.797888,-95.572967,Independent / Unknown,independent,0.0
241344,48.811428,-95.757474,Independent / Unknown,independent,0.0
241345,44.062566,-93.519762,Mayo Clinic,mayo_clinic,0.85
241346,44.480564,-92.871085,Mayo Clinic,mayo_clinic,0.85
241347,44.726335,-96.291347,Independent / Unknown,independent,0.0
241348,44.285664,-96.128091,Independent / Unknown,independent,0.0
241349,45.402031,-94.712237,Independent / Unknown,independent,0.0
241350,46.448584,-92.773754,Independent / Unknown,independent,0.0
241351,44.528006,-95.138872,Independent / Unknown,independent,0.0
241353,46.577763,-93.98148,Independent / Unknown,independent,0.0
241354,46.464236,-95.147742,Independent / Unknown,independent,0.0
241355,44.765194,-94.190404,Independent / Unknown,independent,0.0
241356,46.099612,-93.66533,Independent / Unknown,independent,0.0
241357,47.568077,-95.727783,Independent / Unknown,independent,0.0
241358,47.318784,-94.50118,Independent / Unknown,independent,0.0
241359,44.436606,-95.746316,Independent / Unknown,independent,0.0
241360,47.39047,-93.84871,Independent / Unknown,independent,0.0
241361,44.534971,-93.579431,Mayo Clinic,mayo_clinic,0.85
241362,45.300334,-93.847481,Independent / Unknown,independent,0.0
241363,45.582463,-95.928793,Independent / Unknown,independent,0.0
241364,46.750977,-92.533373,Independent / Unknown,independent,0.0
241365,45.317715,-95.571953,Independent / Unknown,independent,0.0
241366,45.090934,-94.559835,Independent / Unknown,independent,0.0
241367,45.936644,-93.339442,Independent / Unknown,independent,0.0
241368,45.725034,-94.987283,Independent / Unknown,independent,0.0
241369,43.62019,-94.103794,Independent / Unknown,independent,0.0
241370,46.009991,-94.383794,Independent / Unknown,independent,0.0
241371,43.66151,-96.227229,Independent / Unknown,independent,0.0
241372,45.016942,-96.212703,Independent / Unknown,independent,0.0
241373,46.610235,-95.542244,Independent / Unknown,independent,0.0
241374,44.053834,-96.333008,Independent / Unknown,independent,0.0
241375,44.44185,-93.914029,Independent / Unknown,independent,0.0
241376,45.574381,-95.33678,Independent / Unknown,independent,0.0
241377,46.28975,-96.497076,Independent / Unknown,independent,0.0
241378,44.306837,-94.469485,Independent / Unknown,independent,0.0
241379,45.991594,-95.981567,Independent / Unknown,independent,0.0
241380,47.026894,-95.091886,Independent / Unknown,independent,0.0
241381,48.120464,-96.200014,Independent / Unknown,independent,0.0
243300,44.957236,-93.047129,Independent / Unknown,independent,0.0
243302,44.961913,-93.261349,Independent / Unknown,independent,0.0
244002,45.288412,-93.431529,Independent / Unknown,independent,0.0
244005,45.102185,-95.041816,Independent / Unknown,independent,0.0
244011,45.24572,-94.11727,Independent / Unknown,independent,0.0
244012,45.867614,-95.394257,Independent / Unknown,independent,0.0
244013,46.276711,-96.091938,Independent / Unknown,independent,0.0
244014,47.510829,-94.82092,Independent / Unknown,independent,0.0
244015,46.343935,-94.276015,Independent / Unknown,independent,0.0
244017,43.95331,-92.401387,Independent / Unknown,independent,0.0
244018,48.120464,-96.200014,Independent / Unknown,independent,0.0
250001,32.335241,-90.161417,Independent / Unknown,independent,0.0
250002,34.844249,-88.216912,Independent / Unknown,independent,0.0
250004,34.222629,-88.774588,Independent / Unknown,independent,0.0
250006,34.486088,-88.996739,Independent / Unknown,independent,0.0
250007,30.401521,-88.89171,Independent / Unknown,independent,0.0
250009,34.917816,-88.559666,Independent / Unknown,independent,0.0
250017,33.910353,-88.967727,Independent / Unknown,independent,0.0
250018,31.955709,-89.265911,Independent / Unknown,independent,0.0
250019,30.450876607142856,-89.01840503571428,Independent / Unknown,independent,0.0
250020,33.580161,-89.300323,Independent / Unknown,independent,0.0
250025,33.973786,-88.437683,Independent / Unknown,independent,0.0
250027,33.111225,-89.008793,Independent / Unknown,independent,0.0
250031,32.462618,-90.823208,Independent / Unknown,independent,0.0
250034,34.329772,-89.487118,Independent / Unknown,independent,0.0
250036,30.886863,-88.592987,Independent / Unknown,independent,0.0
250038,32.629563,-89.993488,Independent / Unknown,independent,0.0
250040,30.350539,-88.493571,Independent / Unknown,independent,0.0
250042,34.159567,-90.608353,Independent / Unknown,independent,0.0
250043,32.796469,-89.125241,Independent / Unknown,independent,0.0
250044,34.652493,-88.536769,Independent / Unknown,independent,0.0
250048,32.335241,-90.161417,Independent / Unknown,independent,0.0
250049,31.111061,-90.465322,Independent / Unknown,independent,0.0
250050,33.437951,-88.825183,Independent / Unknown,independent,0.0
250057,31.570297,-90.475516,Independent / Unknown,independent,0.0
250058,31.693183,-89.148281,Independent / Unknown,independent,0.0
250061,34.134989,-89.590925,Independent / Unknown,independent,0.0
250067,33.639913,-88.672716,Independent / Unknown,independent,0.0
250069,32.276115,-88.592851,Ochsner,ochsner,0.85
250072,32.283134,-90.236896,Independent / Unknown,independent,0.0
250077,31.684373,-88.668296,Independent / Unknown,independent,0.0
250078,31.234112,-89.265885,Independent / Unknown,independent,0.0
250081,32.276115,-88.592851,Independent / Unknown,independent,0.0
250082,33.302578,-91.028375,Independent / Unknown,independent,0.0
250084,31.508801,-91.357371,Independent / Unknown,independent,0.0
250085,31.241617,-89.779433,Independent / Unknown,independent,0.0
250093,33.758855,-90.725595,Independent / Unknown,independent,0.0
250094,31.333168,-89.414072,Independent / Unknown,independent,0.0
250095,33.453305,-90.674979,Independent / Unknown,independent,0.0
250096,32.197671,-89.894896,Independent / Unknown,independent,0.0
250097,31.344741423076925,-90.5617458076923,Independent / Unknown,independent,0.0
250099,33.527674,-90.138656,Independent / Unknown,independent,0.0
250100,33.587945,-88.441102,Independent / Unknown,independent,0.0
250102,32.311054,-90.16979,Independent / Unknown,independent,0.0
250104,32.276115,-88.592851,Independent / Unknown,independent,0.0
250117,30.53472,-89.617988,Independent / Unknown,independent,0.0
250123,30.472894,-89.143324,Independent / Unknown,independent,0.0
250124,31.896635,-89.718092,Independent / Unknown,independent,0.0
250127,32.796469,-89.125241,Independent / Unknown,independent,0.0
250134,32.243461,-90.069892,Independent / Unknown,independent,0.0
250136,32.336997,-90.085883,Independent / Unknown,independent,0.0
250138,32.336997,-90.085883,Independent / Unknown,independent,0.0
250141,34.96626,-89.998152,Independent / Unknown,independent,0.0
250151,32.276115,-88.592851,Independent / Unknown,independent,0.0
250152,32.335241,-90.161417,Independent / Unknown,independent,0.0
250162,30.268896,-89.480787,Ochsner,ochsner,0.85
250167,34.933929,-89.81628,Independent / Unknown,independent,0.0
250168,33.761689,-89.799115,Independent / Unknown,independent,0.0
250172,34.590668,-89.917818,Independent / Unknown,independent,0.0
250174,34.766919,-89.48633,Independent / Unknown,independent,0.0
25039F,30.408572,-88.921273,Independent / Unknown,independent,0.0
25042F,30.403994,-88.966133,Independent / Unknown,independent,0.0
25043F,32.335241,-90.161417,VA,va,0.85
250780,31.68616,-91.043249,Independent / Unknown,independent,0.0
250781,34.303285,-89.95225,Independent / Unknown,independent,0.0
250782,31.166512,-88.623419,Independent / Unknown,independent,0.0
250783,31.386969,-88.866929,Independent / Unknown,independent,0.0
250784,32.822724,-90.911519,Independent / Unknown,independent,0.0
250785,33.910353,-88.967727,Independent / Unknown,independent,0.0
250786,32.045133,-89.490046,Independent / Unknown,independent,0.0
251300,32.385998,-89.467337,Independent / Unknown,independent,0.0
251302,33.843635,-88.565615,Independent / Unknown,independent,0.0
251304,33.982149,-90.144184,Independent / Unknown,independent,0.0
251305,31.54103,-90.148993,Independent / Unknown,independent,0.0
251307,33.088581,-88.556133,Independent / Unknown,independent,0.0
251308,34.217021,-89.027469,Independent / Unknown,independent,0.0
251309,31.067208,-91.134006,Independent / Unknown,independent,0.0
251312,33.459525,-89.718167,Independent / Unknown,independent,0.0
251313,32.842991,-90.515099,Independent / Unknown,independent,0.0
251315,32.780342,-89.513458,Independent / Unknown,independent,0.0
251316,32.05882,-88.61903,Ochsner,ochsner,0.85
251317,31.951836,-89.824587,Independent / Unknown,independent,0.0
251318,33.739586,-90.523058,Independent / Unknown,independent,0.0
251319,33.13191,-90.117243,Independent / Unknown,independent,0.0
251320,31.987233,-90.985084,Independent / Unknown,independent,0.0
251322,32.608635,-89.120184,Ochsner,ochsner,0.85
251323,32.309634,-89.664992,Ochsner,ochsner,0.85
251324,31.124737,-90.126164,Independent / Unknown,independent,0.0
251325,31.651051,-89.572839,Independent / Unknown,independent,0.0
251326,31.621243,-89.854275,Independent / Unknown,independent,0.0
251327,31.835325,-90.467283,Independent / Unknown,independent,0.0
251330,31.46121,-90.872092,Independent / Unknown,independent,0.0
251331,33.829912,-89.351138,Independent / Unknown,independent,0.0
251333,30.822939,-89.568872,Independent / Unknown,independent,0.0
251334,33.344573,-89.186133,Independent / Unknown,independent,0.0
251335,32.743509,-88.698611,Ochsner,ochsner,0.85
251336,33.012936,-89.543606,Independent / Unknown,independent,0.0
251337,34.738986,-88.902732,Independent / Unknown,independent,0.0
251339,34.287169,-90.298573,Independent / Unknown,independent,0.0
252013,33.302578,-91.028375,Independent / Unknown,independent,0.0
254005,34.933929,-89.81628,Independent / Unknown,independent,0.0
254007,32.336997,-90.085883,Independent / Unknown,independent,0.0
254008,31.155087,-89.413507,Independent / Unknown,independent,0.0
254009,34.281378,-88.672873,Independent / Unknown,independent,0.0
254010,32.243461,-90.069892,Independent / Unknown,independent,0.0
254011,30.472894,-89.143324,Independent / Unknown,independent,0.0
254012,30.403994,-88.966133,Independent / Unknown,independent,0.0
254013,34.222629,-88.774588,Independent / Unknown,independent,0.0
254014,32.335241,-90.161417,Independent / Unknown,independent,0.0
260001,37.019944,-94.510905,Independent / Unknown,independent,0.0
260005,38.858035,-90.463316,Independent / Unknown,independent,0.0
260006,39.789915,-94.803312,Independent / Unknown,independent,0.0
260009,38.699117,-93.221345,Independent / Unknown,independent,0.0
260011,38.573482,-92.276821,SSM Health,ssm_health,0.85
260017,37.899248,-91.768537,Independent / Unknown,independent,0.0
260020,38.657953,-90.455394,Independent / Unknown,independent,0.0
260022,40.166289,-92.59121,Independent / Unknown,independent,0.0
260023,38.231258,-90.37501,Independent / Unknown,independent,0.0
260024,37.298969,-91.955093,Independent / Unknown,independent,0.0
260025,39.689893,-91.466267,Independent / Unknown,independent,0.0
260027,38.979726,-94.541547,Independent / Unknown,independent,0.0
26002F,37.709893,-92.147911,Independent / Unknown,independent,0.0
260032,38.625369,-90.266467,Independent / Unknown,independent,0.0
260034,38.255968,-94.283819,Independent / Unknown,independent,0.0
260040,37.167524,-93.324808,Independent / Unknown,independent,0.0
260048,39.084895,-94.58647,Independent / Unknown,independent,0.0
26004F,39.065482,-94.534791,VA,va,0.85
260052,38.535474,-91.048733,Independent / Unknown,independent,0.0
260057,39.736744,-94.225807,Independent / Unknown,independent,0.0
260059,37.691691,-92.647854,Independent / Unknown,independent,0.0
260061,37.825103,-94.333493,Independent / Unknown,independent,0.0
260062,39.281279,-94.626948,Independent / Unknown,independent,0.0
260065,37.148205,-93.252457,Independent / Unknown,independent,0.0
260068,38.900945,-92.238427,Independent / Unknown,independent,0.0
260070,36.259153,-89.717229,Independent / Unknown,independent,0.0
260074,39.413639,-92.39495,Independent / Unknown,independent,0.0
260077,38.491966,-90.386567,Independent / Unknown,independent,0.0
260078,36.701055,-91.856335,Independent / Unknown,independent,0.0
26007F,36.771222,-90.45156,VA,va,0.85
260081,38.50272,-90.458936,Independent / Unknown,independent,0.0
260085,38.957802,-94.598599,Independent / Unknown,independent,0.0
260091,38.630811,-90.330406,SSM Health,ssm_health,0.85
260094,37.049152528571426,-93.10789728571429,Independent / Unknown,independent,0.0
260095,39.071957,-94.319308,Independent / Unknown,independent,0.0
260096,39.148811,-94.575242,Independent / Unknown,independent,0.0
260097,38.792552,-93.730877,Independent / Unknown,independent,0.0
26009F,38.644424,-90.207972,VA,va,0.85
260102,38.967134,-94.40466,Independent / Unknown,independent,0.0
260104,38.772903,-90.429784,SSM Health,ssm_health,0.85
260105,38.611128,-90.214087,SSM Health,ssm_health,0.85
260108,38.616725,-90.439561,Independent / Unknown,independent,0.0
260110,37.331452,-89.584134,Independent / Unknown,independent,0.0
260113,36.904917,-89.618496,Independent / Unknown,independent,0.0
260119,36.771222,-90.45156,Independent / Unknown,independent,0.0
