ccn,name,state,beds,fte,taxable_wage_per_hour,benefit_load_per_hour,loaded_staff_cost_per_hour,contract_labor,contract_labor_intensity,operating_margin,estimated_rn_need_fte,npr,total_costs,hcris_confidence,fy_end
150169,COMMUNITY HOSPITAL OF INDIANA  INC.,IN,340.0,1586.0,42.96358157920264,9.6595108036667,55.909806373678336,15457353.0,0.09833606542562477,0.2903601329187584,428.22,581867608.0,412916452.0,0.92,12/31/2023
400130,HOSPITAL METROPOLITANO DE LA MONTANA,PR,,98.0,20.73985969387755,1.9407182103610674,24.267177170820247,,,0.009668241553534908,26.46,9455494.0,9364076.0,0.9,12/31/2023
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL P,TX,307.0,1472.0,51.22428309207776,11.25451766304348,66.39745841166518,1397516.0,0.008831959017246972,0.266044607374229,397.44000000000005,547230686.0,401642913.0,0.92,12/31/2023
054095,AURORA SAN DIEGO BEHAVIORAL,CA,101.0,230.0,36.75035744147158,11.025107232441473,50.58686701818562,,,0.05964355597474439,62.1,38065051.0,35794716.0,0.85,12/31/2023
400131,CARIBBEAN MEDICAL CENTER,PR,52.0,221.0,17.12437565262792,1.948153063000348,20.382543453054303,,,0.4091793328768563,59.67,28229241.0,16678419.0,0.9,12/31/2023
400114,HOSPITAL DR. ALEJANDRO OTERO,PR,262.0,1131.0,18.28668596544923,2.8553590253689722,22.54097646717507,473782.0,0.010893331995182196,0.2449175074857933,305.37,134587606.0,101624745.0,0.92,12/31/2023
361333,FULTON COUNTY HEALTH CENTER,OH,25.0,575.0,37.6701864548495,11.30105593645485,51.85301165510034,,,0.33481784196773634,155.25,114283157.0,76019117.0,0.85,12/31/2023
360059,METROHEALTH MEDICAL CENTER,OH,501.0,7711.0,50.84494017038596,9.429235831928414,64.1638139253489,4095473.0,0.004996969422690368,0.10258027813915103,2081.9700000000003,1274839154.0,1144065799.0,0.92,12/31/2023
171386,MORTON COUNTY HEALTH SYSTEM,KS,25.0,11.0,41.624737762237764,12.48742132867133,57.29645152972029,,,-0.213156959627941,2.97,1629419.0,1976741.0,0.85,12/31/2023
100127,MORTON PLANT HOSPITAL,FL,569.0,2837.0,38.797998800195224,7.500612103793281,49.26665781220344,19089008.0,0.07696111661458055,0.22574657340629167,765.99,801906276.0,620878682.0,0.92,12/31/2023
100092,ROCKLEDGE REGIONAL MEDICAL CENTER,FL,274.0,683.0,36.956129631715285,8.37572854488118,48.159002093422686,1764474.0,0.032515378461916086,0.048155981959431104,184.41000000000003,167551479.0,159482873.0,0.92,12/31/2023
100077,BAYFRONT HEALTH PORT CHARLOTTE,FL,254.0,668.0,37.97733763242746,7.508216979502533,48.39082094081069,6358353.0,0.10753979009256315,0.1018971810324811,180.36,189167451.0,169891821.0,0.92,12/31/2023
054159,SACRAMENTO BEHAVIORAL HEALTHCARE,CA,117.0,250.0,33.077615384615385,9.923284615384615,45.53133757692308,,,0.11740369400803198,67.5,39112909.0,34520909.0,0.85,12/31/2023
534004,WYOMING BEHAVIORAL INSTITUTE,WY,81.0,178.0,37.268085566119275,11.180425669835783,51.29951978176319,,,0.09767662020127853,48.06,21136880.0,19072301.0,0.85,12/31/2023
290058,DIGINTY HEALTH ST ROSE DOMINICAN,NV,32.0,164.0,42.70914634146341,8.550612687617262,54.52700872420262,791415.0,0.051523209841644976,0.2963635897874765,44.28,65074259.0,45788618.0,0.92,12/31/2023
290005,NORTH VISTA HOSPITAL,NV,161.0,521.0,49.16099032924849,9.592098220877011,62.513904310313016,,,0.15298849707745063,140.67000000000002,122039855.0,103369161.0,0.9,12/31/2023
341314,CAH #1 - WASHINGTON,NC,25.0,94.0,46.0286313420622,13.80858940261866,63.358411042348614,,,-0.09405730103874328,25.380000000000003,14633452.0,16009835.0,0.85,12/31/2023
130049,KOOTENAI HOSPITAL DISTRICT,ID,326.0,3274.0,53.64785694986138,11.60369945608759,69.35561746261337,20148046.0,0.052266655003457195,0.1896537893699351,883.98,714353889.0,578873967.0,0.92,12/31/2023
050747,SOUTH COAST GLOBAL MEDICAL CENTER,CA,109.0,219.0,66.76917588689848,18.21925272216368,90.0962705644099,601728.0,0.0194003028653562,-0.06262178764020156,59.13,65898518.0,70025201.0,0.92,12/31/2023
050745,CHAPMAN GLOBAL MEDICAL CENTER,CA,75.0,162.0,64.10098824786326,16.985446343779678,85.99016019260446,136984.0,0.006302040171871648,-0.04637168128985159,43.74,53345424.0,55819141.0,0.92,12/31/2023
050744,ANAHEIM GLOBAL MEDICAL CENTER,CA,103.0,278.0,69.44544998616492,20.21968040951854,94.97770731962508,414625.0,0.010219798188656155,0.013900479287351069,75.06,80969798.0,79844279.0,0.92,12/31/2023
050709,DESERT VALLEY HOSPITAL  INC.,CA,138.0,734.0,43.924272296164325,7.889438141898973,55.17391726871987,1841528.0,0.026726929230794418,0.29931835629262776,198.18,194628658.0,136372728.0,0.92,12/31/2023
050663,LOS ANGELES COMMUNITY HOSPITAL,CA,173.0,562.0,52.29978271283876,5.8306332124281415,62.131349302799066,17633744.0,0.2238634259411484,-0.1795166816835812,151.74,138513807.0,163379346.0,0.92,12/31/2023
050586,CHINO VALLEY MEDICAL CENTER,CA,112.0,341.0,44.374586905030455,8.045013252876156,55.814256056141446,5229692.0,0.1424840586230832,0.327532596493174,92.07000000000001,94807898.0,63755221.0,0.92,12/31/2023
050580,LA PALMA INTERCOMMUNITY HOSPITAL,CA,115.0,230.0,53.71171195652174,9.346174749163879,67.16683267035953,,,0.10188543459721437,62.1,55906686.0,50210609.0,0.9,12/31/2023
050526,HUNTINGTON BEACH HOSPITAL,CA,82.0,231.0,59.73438852813853,9.267894605394606,73.57196385593573,,,-0.0059821599967139925,62.370000000000005,59646850.0,60003667.0,0.9,12/31/2023
050426,WEST ANAHEIM MEDICAL CENTER,CA,167.0,502.0,60.49251359944836,9.010791449586272,74.13098233939242,1318281.0,0.020444124810738304,0.22998195361855325,135.54000000000002,151439778.0,116611362.0,0.92,12/31/2023
050238,USC ARCADIA HOSPITAL,CA,318.0,1253.0,50.94196006507459,8.523789827490944,63.362809837543736,15897093.0,0.10693298872282297,-0.016937504700671836,338.31,300409186.0,305497368.0,0.92,12/31/2023
050230,GARDEN GROVE HOSPITAL MEDICAL CENTER,CA,167.0,291.0,51.81964875759979,11.437784166005816,67.221636053562,,,0.08894752666677648,78.57000000000001,70726115.0,64435202.0,0.9,12/31/2023
050158,ENCINO HOSPITAL,CA,82.0,335.0,34.65588117106773,6.066139494833525,43.373195575487934,2404406.0,0.09055248174342392,0.06287280930498644,90.45,52604139.0,49296769.0,0.92,12/31/2023
050104,ST FRANCIS MEDICAL CENTER,CA,354.0,1165.0,54.44379580719709,8.893387669197756,67.50213385564543,10999092.0,0.07695585205843603,0.34505154051936077,314.55,441977308.0,289472357.0,0.92,12/31/2023
050024,PARADISE VALLEY HOSPITAL,CA,230.0,486.0,58.16665677429567,9.029476297879075,71.64588231540836,3291076.0,0.053004428078678466,0.18962384925105522,131.22,132799709.0,107617717.0,0.92,12/31/2023
050764,SHASTA REGIONAL MEDICAL CENTER,CA,130.0,492.0,58.09708900093809,15.00576923076923,77.54728554027908,5161214.0,0.07987584888945524,0.09644118629197017,132.84,155620846.0,140612587.0,0.92,12/31/2023
100067,ST. ANTHONYS HOSPITAL,FL,398.0,1907.0,40.17443628736235,8.186757290952361,51.43453795429793,8577403.0,0.051076730800968716,0.17832336605044052,514.89,510743505.0,419666004.0,0.92,12/31/2023
240076,BUFFALO HOSPITAL,MN,39.0,294.0,52.75830716902146,15.834515633176348,72.62883330062795,2343721.0,0.06772491545730987,0.16740667809058327,79.38000000000001,99273017.0,82654051.0,0.92,12/31/2023
240020,CAMBRIDGE MEDICAL CENTER,MN,46.0,315.0,51.391033272283266,16.010363247863246,71.33281056547618,1716554.0,0.04850672512647593,0.14764434392253023,85.05000000000001,92045822.0,78455777.0,0.92,12/31/2023
150021,PARKVIEW HOSPITAL,IN,784.0,6147.0,53.773935143472116,14.352174997810064,72.2398161797578,,,0.26113065988786416,1659.69,1707498427.0,1261618236.0,0.9,12/31/2023
104026,FT. LAUDERDALE HOSPITAL,FL,182.0,297.0,30.484162134162137,9.14524864024864,41.96144917767418,,,0.4030579567871141,80.19000000000001,52681647.0,31447890.0,0.85,12/31/2023
034032,COPPER SPRINGS,AZ,144.0,300.0,36.964774038461535,11.08943221153846,50.8820114639423,,,0.03909403193297829,81.0,50415905.0,48444944.0,0.85,12/31/2023
360077,FAIRVIEW HOSPITAL,OH,466.0,2421.0,40.164439162138976,9.909900351094588,53.1469191091372,18263738.0,0.08282160683287333,0.2522349620233383,653.6700000000001,670912183.0,501684674.0,0.92,12/31/2023
360027,AKRON GENERAL MEDICAL CENTER,OH,401.0,3414.0,38.91515324343202,7.411002912216665,49.30316537877124,23128614.0,0.07723187781877976,0.2791462665299432,921.7800000000001,828193183.0,597006148.0,0.92,12/31/2023
033044,DIGNITY HEALTH EAST VALLEY REHABILIT,AZ,40.0,69.0,43.092739687848386,5.669753344481606,52.05908761845039,842187.0,0.11985258843320705,-0.022493676234286508,18.630000000000003,13344106.0,13644264.0,0.92,12/31/2023
504015,SOUTH SOUND BEHAVIORAL HOSPITAL,WA,108.0,273.0,30.986904761904764,9.296071428571429,42.65347440476191,,,0.1798253385147429,73.71000000000001,36454173.0,29898789.0,0.85,12/31/2023
504013,RAINIER SPRINGS,WA,72.0,141.0,42.583510638297874,12.775053191489361,58.61620239361702,,,0.06147158901539017,38.07,28434583.0,26686664.0,0.85,12/31/2023
294015,RENO BEHAVIORAL HEALTHCARE HOSPITAL,NV,103.0,174.0,36.45000276304155,10.935000828912466,50.17342880332669,,,0.10541949842750219,46.980000000000004,23469349.0,20995222.0,0.85,12/31/2023
171385,COFFEY COUNTY HOSPITAL,KS,25.0,163.0,44.828598395469555,13.448579518640866,61.70656569136385,,,-0.230164253519262,44.010000000000005,21526175.0,26480731.0,0.85,12/31/2023
084003,MEADOW WOOD HOSPITAL,DE,130.0,224.0,35.50676725618132,10.652030176854396,48.875065128133585,,,0.23166474287320982,60.480000000000004,35248933.0,27082998.0,0.85,12/31/2023
034038,PHOENIX MEDICAL PSYCHIATRIC HOSPITAL,AZ,96.0,56.0,69.15697973901099,20.747093921703296,95.19458261074863,,,-0.18409426583027869,15.120000000000001,14310424.0,16944891.0,0.85,12/31/2023
361303,LODI COMMUNITY HOSPITAL,OH,20.0,125.0,40.708119230769235,12.21243576923077,56.03472612115385,,,0.4034265100307977,33.75,38845764.0,23174353.0,0.85,12/31/2023
522005,LAKEVIEW SPECIALTY HOSPT & REHAB,WI,35.0,150.0,34.34827564102564,10.30448269230769,47.28040141987179,,,-0.04974726194573802,40.5,19883828.0,20872994.0,0.85,12/31/2023
360143,MARYMOUNT HOSPITAL,OH,188.0,743.0,44.49282922662801,10.020366368154052,57.916897030619104,10372586.0,0.13107691419612688,-0.0076152243312122185,200.61,184782869.0,186190032.0,0.92,12/31/2023
450292,TEXAS HEALTH KAUFMAN,TX,42.0,161.0,48.10529443382704,11.44926839464883,63.23461785266363,,,0.2391484573951037,43.470000000000006,48206349.0,36677875.0,0.9,12/31/2023
260104,SSM HEALTH DEPAUL HOSPITAL,MO,446.0,1895.0,53.63495915364319,13.835802212299575,71.57383574119646,36339195.0,0.14667879598824202,0.31091403243514104,511.65000000000003,686142106.0,472810897.0,0.92,12/31/2023
104063,THE WILLOUGH AT NAPLES,FL,87.0,70.0,26.95132554945055,8.085397664835165,37.09849961881868,,,0.03709051005063361,18.900000000000002,8463944.0,8150012.0,0.85,12/31/2023
050549,LOS ROBLES HOSPITAL AND MEDICAL CTN.,CA,306.0,1234.0,64.48009677720982,17.633364761251716,87.04618894191809,527315.0,0.003176028737369825,0.2870120587315716,333.18,581666982.0,414721544.0,0.92,12/31/2023
440015,UNIVERSITY OF TENNESSEE MEDICAL CENT,TN,698.0,5035.0,42.798147773279354,7.248460870063402,53.32066694799863,38629740.0,0.07934690961589999,0.2673904881860226,1359.45,1213548796.0,889057391.0,0.92,12/31/2023
360230,HILLCREST HOSPITAL,OH,483.0,2292.0,40.2503834407303,8.573290877970198,51.902828651916366,18596988.0,0.08835300877607197,0.22405950221470108,618.84,633400827.0,491481353.0,0.92,12/31/2023
360180,CLEVELAND CLINIC HOSPITAL,OH,1288.0,28422.0,57.74453088209025,6.0673076923076925,68.22929518687785,122825648.0,0.03473032899007344,0.46298593884666667,7673.9400000000005,6960527823.0,3737901314.0,0.92,12/31/2023
360087,LUTHERAN HOSPITAL,OH,110.0,552.0,46.75527191332218,9.835973209308808,60.16802342400014,6565774.0,0.10897856432712706,0.1428743325379077,149.04000000000002,159381336.0,136609834.0,0.92,12/31/2023
360082,EUCLID HOSPITAL,OH,90.0,541.0,45.7237292051756,9.926399651642258,59.14799414101379,6861526.0,0.11766611806894058,-0.10354216300927675,146.07000000000002,103149516.0,113829840.0,0.92,12/31/2023
360068,THE TOLEDO HOSPITAL,OH,730.0,5208.0,37.304172943991496,6.838768942750797,46.99671111695764,,,0.22444981935999614,1406.16,1478852382.0,1146924232.0,0.9,12/31/2023
360010,UNION HOSPITAL ASSOCIATION,OH,77.0,689.0,37.78308585463883,10.39352531539578,51.06701723791448,,,-0.022161043589537452,186.03,111887285.0,114366824.0,0.9,12/31/2023
151316,IU HEALTH FRANKFORT HOSPITAL,IN,12.0,99.0,31.721678321678322,9.516503496503496,43.66489020979021,,,-0.09926500916267351,26.73,25190246.0,27690756.0,0.85,12/31/2023
531307,COMMUNITY HOSPITAL,WY,25.0,133.0,55.63211393869289,16.689634181607865,76.57760483661076,,,0.13401944744623198,35.910000000000004,40608211.0,35165921.0,0.85,12/31/2023
491991,LYNN HOUSE OF POTOMAC VALLEY  INC.,VA,4.0,7.0,120.18262362637363,36.05478708791209,165.4313814217033,,,-0.8840575721317507,1.8900000000000001,1380668.0,2601258.0,0.85,12/31/2023
151320,IU HEALTH JAY HOSPITAL,IN,21.0,190.0,31.86492914979757,9.559478744939272,43.86207497469636,,,-0.011794308466083207,51.300000000000004,36226965.0,36654237.0,0.85,12/31/2023
310034,RIVERVIEW MEDICAL CENTER,NJ,267.0,1390.0,50.66870296070836,17.095325470392915,71.64018420759547,5389871.0,0.035486940707244,0.1644877987088236,375.3,401204670.0,335211397.0,0.92,12/31/2023
260219,PROGRESS WEST HOSPITAL,MO,69.0,444.57,48.51553078082365,10.381652279384921,62.60862116494158,219295.0,0.004864371444330691,0.1697731509666052,120.0339,119178026.0,98944797.0,0.92,12/31/2023
360156,MEMORIAL HOSPITAL,OH,31.0,278.0,34.30875069175429,7.72058833702269,44.65395845669619,,,0.24036603606056325,75.06,87595304.0,66540368.0,0.9,12/31/2023
054153,OCEAN VIEW PSYCHIATRIC FACILITY,CA,39.0,103.0,38.98709391336819,11.696128174010457,53.66573477175132,,,-0.20764387324957,27.810000000000002,12474435.0,15064675.0,0.85,12/31/2023
440049,METHODIST H/C MEMPHIS HOSPT.,TN,1322.0,8109.0,45.48596727757383,6.501053672557558,55.46669744686579,43827012.0,0.05403896712639154,0.04579620390065242,2189.4300000000003,1651008371.0,1575398455.0,0.92,12/31/2023
100063,MORTON PLANT NORTH BAY HOSPITAL,FL,222.0,975.0,37.80903007889547,8.096420118343195,48.79784099827417,2730381.0,0.03438459793025545,0.09931159179673354,263.25,182953950.0,164784502.0,0.92,12/31/2023
044007,RIVENDELL ARKANSAS,AR,79.0,138.0,31.5856884057971,9.475706521739129,43.4777000905797,,,0.34502652309668463,37.260000000000005,20219547.0,13243267.0,0.85,12/31/2023
440001,UNICOI COUNTY HOSPITAL,TN,8.0,70.0,38.67201923076923,6.915940934065934,48.54636963598901,228364.0,0.03897655064592824,0.06122083696931774,18.900000000000002,13000835.0,12204913.0,0.92,12/31/2023
390307,EDGEWOOD SURGICAL HOSPITAL,PA,10.0,45.0,30.421794871794873,4.9313141025641025,37.680376282051284,137192.0,0.04596551982931458,0.33624579205856664,12.15,22784300.0,15123175.0,0.92,12/31/2023
370202,HILLCREST HOSPITAL SOUTH,OK,180.0,801.0,42.5058730673197,8.318636560069143,54.0762089170388,281721.0,0.003962325913623571,0.18657272847292478,216.27,232613230.0,189213945.0,0.92,12/31/2023
340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,NC,135.0,813.0,42.49138813984294,10.216132675749835,55.958112008290755,8147310.0,0.10183889649585653,0.4110552467458057,219.51000000000002,318808479.0,187760581.0,0.92,12/31/2023
280127,LINCOLN SURGICAL HOSPITAL,NE,20.0,265.0,42.17600145137881,10.858073294629898,56.26053885703919,,,0.19339394072623473,71.55000000000001,80608208.0,65019069.0,0.9,12/31/2023
234011,KINGSWOOD HOSPITAL,MI,221.0,228.0,40.136093539136304,12.040828061740891,55.24733275662112,,,-0.21646432503047938,61.56,23529018.0,28622211.0,0.85,12/31/2023
171382,ATCHISON HOSPITAL ASSOCIATION,KS,25.0,253.0,56.85905290361812,17.057715871085435,78.26648632183034,,,-0.04151542089824969,68.31,49391189.0,51441685.0,0.85,12/31/2023
450462,TEXAS HEALTH DALLAS,TX,576.0,2584.0,47.36181308049536,10.28425201684925,61.269243798002506,3330789.0,0.012915678083889002,0.14377456107988149,697.6800000000001,737728658.0,631662044.0,0.92,12/31/2023
384012,UBH OF OREGON LLD D/BA CEDAR HILLS,OR,98.0,207.0,42.524131363805274,12.757239409141581,58.53446682227796,,,0.04339843000179471,55.89,31403348.0,30040492.0,0.85,12/31/2023
310052,HMH -OCEAN UNIVERSITY MEDICAL CENTER,NJ,313.0,1810.0,55.13836485337866,18.061537133446667,77.4179868981088,11938510.0,0.054383763125125426,0.15158353622603474,488.70000000000005,531056149.0,450556780.0,0.92,12/31/2023
260091,SSM HEALTH ST. MARYS HOSPITAL - STL,MO,496.0,3059.0,44.730113693514724,13.165214719491036,61.317182110559635,19804631.0,0.06505910683170471,0.21247898489005618,825.9300000000001,822533170.0,647762157.0,0.92,12/31/2023
504012,SMOKEY POINT BEHAVIORAL HOSPITAL,WA,112.0,180.0,41.216482371794875,12.364944711538461,56.73448798477565,,,0.1662495676666888,48.6,36797419.0,30679864.0,0.85,12/31/2023
240214,MAPLE GROVE HOSPITAL,MN,148.0,820.0,56.608800422138835,11.83393409943715,72.7733077538696,4078850.0,0.04053281092214095,0.21733745510384764,221.4,257712229.0,201701709.0,0.92,12/31/2023
240057,ABBOTT NORTHWESTERN HOSPITAL,MN,609.0,5265.0,57.167244776828106,11.531776791584484,73.07231579383993,57914266.0,0.08467441169292667,0.08434648052915612,1421.5500000000002,1325685865.0,1213868928.0,0.92,12/31/2023
240104,ST. FRANCIS REGIONAL MEDICAL CENTER,MN,89.0,676.0,53.57332370846609,13.338110207100591,71.00979317926434,6443097.0,0.07879394276801363,0.1424308230010967,182.52,211529305.0,181401012.0,0.92,12/31/2023
240071,ALLINA HEALTH FARIBAULT MEDICAL CTR,MN,32.0,190.0,48.39849443319838,11.178370445344129,63.27934970268218,3091110.0,0.139125162957657,0.09159218450305541,51.300000000000004,58881323.0,53488254.0,0.92,12/31/2023
240069,OWATONNA HOSPITAL,MN,29.0,183.0,52.435429802437994,16.030892707019756,72.47763288934426,1272998.0,0.05995651850365627,0.007885100262958057,49.410000000000004,58218410.0,57759352.0,0.92,12/31/2023
240038,UNITED HOSPITAL,MN,402.0,2781.0,58.386836327552345,11.826383529720907,74.67981283633101,48714880.0,0.1260566221347533,0.12540618948165666,750.87,839838340.0,734517414.0,0.92,12/31/2023
171306,WICHITA COUNTY HEALTH CENTER,KS,25.0,53.0,45.57753991291727,13.67326197387518,62.73748369013062,,,-0.2579609286431839,14.31,9109333.0,11459185.0,0.85,12/31/2023
450840,TEXAS HEALTH HOSPITAL ALLEN,TX,59.0,376.0,51.636529511047456,11.135258541325696,66.72198255996828,1263092.0,0.03032853107339885,0.21450974886814053,101.52000000000001,135412130.0,106364908.0,0.92,12/31/2023
262016,LANDMARK HOSPITAL OF JOPLIN  LLC,MO,30.0,67.0,34.089006888633754,10.226702066590127,46.923517982204366,,,0.1305507381450465,18.09,12832505.0,11157212.0,0.85,12/31/2023
260005,SSM HEALTH ST. JOSEPH HOSPITAL - SC,MO,384.0,1291.0,51.49500424536733,12.809511484835845,68.24388355497378,16262598.0,0.10523153830473178,,348.57000000000005,-1.0,246789654.0,0.92,12/31/2023
100044,MARTIN MEDICAL CENTER,FL,521.0,3015.0,40.321415199642814,7.6195957711442786,51.02559923355977,13937389.0,0.05223888400918125,-0.005135804061538468,814.0500000000001,631579196.0,634822863.0,0.92,12/31/2023
260011,SSM HEALTH-ST. MARYS-JEFFERSON CITY,MO,140.0,649.0,42.715472027972034,15.33444055944056,61.317646197552456,7038919.0,0.10879084836957674,-0.01483412705991299,175.23000000000002,136443081.0,138467095.0,0.92,12/31/2023
240001,NORTH MEMORIAL HEALTH HOSPITAL,MN,328.0,2883.0,50.3794381520318,9.656106586355026,63.889571757017265,19404004.0,0.060352468170035846,-0.06907410140390051,778.4100000000001,596038532.0,637209358.0,0.92,12/31/2023
151326,UNION HOSPITAL CLINTON,IN,25.0,115.0,37.672545986622076,11.301763795986622,51.856259550585285,,,-0.02455669621440984,31.05,29952767.0,30688308.0,0.85,12/31/2023
054158,ALISO RIDGE BEHAVIORAL HEALTH,CA,119.0,230.0,38.88846571906355,11.666539715719063,53.52997306229097,,,0.1290212225238386,62.1,32829413.0,28593722.0,0.85,12/31/2023
240115,MERCY HOSPITAL,MN,464.0,2751.0,53.20524319827755,13.066869914436708,70.3423142173825,19456830.0,0.06007020875433582,0.12650775236336032,742.7700000000001,810983723.0,708387995.0,0.92,12/31/2023
151334,SCOTT MEMORIAL HOSPITAL,IN,25.0,163.11,25.3555941483567,7.60667824450701,34.901975345212996,,,-0.012871056094398472,44.0397,18706235.0,18947004.0,0.85,12/31/2023
100007,ADVENTHEALTH ORLANDO,FL,2787.0,25192.0,36.81301706738403,7.598343662976037,47.227556536014944,43168151.0,0.021888914921153545,0.27721928680432645,6801.84,6233499732.0,4505453382.0,0.92,12/31/2023
261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,MO,25.0,305.81,53.87326972755834,16.1619809182675,74.15655577998405,,,0.062231942641852944,82.5687,78619834.0,73727169.0,0.85,12/31/2023
104049,SOUTHERN WINDS HOSPITAL  LLC,FL,72.0,192.39,25.193959485340276,7.558187845602083,34.67948523157089,,,0.22312412412236268,51.9453,18753333.0,14569012.0,0.85,12/31/2023
104085,BOYNTON BEACH FLORIDA BEHAVIORAL HEA,FL,71.0,77.0,37.97888986013986,11.393666958041957,52.27794189248251,,,-1.4822825058474987,20.790000000000003,4451476.0,11049821.0,0.85,12/31/2023
050150,SIERRA NEVADA MEMORIAL HOSPITAL,CA,104.0,563.37,65.63856278357848,16.444153555321613,87.10406639184386,4852030.0,0.059339035715812685,0.17051965052402696,152.1099,200747878.0,166516420.0,0.92,12/31/2023
260138,SAINT LUKES HOSPITAL OF KANSAS CITY,MO,478.0,3321.37,38.98872954070621,9.46926181527039,51.440629165840626,28926957.0,0.09697964953104418,0.1893698384177306,896.7699,976553867.0,791624019.0,0.92,12/31/2023
360112,ST VINCENT MEDICAL CENTER,OH,516.0,3485.07,40.494184009326815,8.503362613177838,52.095351699218156,28581659.0,0.0887293544085418,0.1668450609677439,940.9689000000001,921890436.0,768077570.0,0.92,12/31/2023
171347,SHERIDAN COUNTY HEALTH COMPLEX,KS,18.0,97.34,42.70924376886725,12.812773130660176,58.78927404784577,,,0.009290987377321714,26.281800000000004,12112168.0,11999634.0,0.85,12/31/2023
040004,WASHINGTON REGIONAL MEDICAL CENTER,AR,377.0,1889.24,37.450710491235384,7.235672861126085,47.55136270494097,,,0.14393459416645457,510.0948,391093311.0,334801454.0,0.9,12/31/2023
230038,COREWELL HEALTH GRAND RAPIDS HOSPITA,MI,1114.0,9198.94,38.124057270143666,8.82220945899954,49.8627571103092,30169441.0,0.03971610711302132,0.32994012579871657,2483.7138000000004,2751030769.0,1843355331.0,0.92,12/31/2023
183029,SOUTHERN KENTUCKY REHAB HOSPITAL,KY,60.0,169.8,30.74881364954245,9.224644094862734,42.325741988595176,,,-0.030913697154078705,45.846000000000004,27928882.0,28792267.0,0.85,12/31/2023
450844,METHODIST WILLOWBROOK HOSPITAL,TX,346.0,2526.99,45.17712049939622,13.405320582072866,62.03849079967289,2592996.0,0.010801889254594757,0.13716004709409046,682.2873,730194376.0,630040881.0,0.92,12/31/2023
194007,NORTHLAKE BEHAVIORAL HEALTH SYSTEM,LA,140.0,257.82,21.93740564377055,6.581221693131165,30.19683886865016,1815054.0,0.13366300104644338,-0.03620916649576672,69.6114,22337631.0,23146458.0,0.92,12/31/2023
051334,OJAI VALLEY COMMUNITY HOSPITAL,CA,25.0,115.0,111.34969899665552,33.404909698996654,153.27286066889633,,,-0.3411400140890863,31.05,42432844.0,56908385.0,0.85,12/31/2023
340085,THOMASVILLE MEDICAL CENTER,NC,73.0,692.86,48.58296797665862,9.53996492242855,61.83952994930156,7471814.0,0.09642655358117674,0.19179880043838263,187.0722,303475532.0,245269289.0,0.92,12/31/2023
264035,MARYLAND HEIGHTS CENTER FOR BH,MO,16.0,30.0,30.142451923076923,9.042735576923077,41.49108507211538,,,-0.1683504233199436,8.100000000000001,3486252.0,4073164.0,0.85,12/31/2023
170779,SOUTH CENTRAL KS REGIONAL MEDICAL CT,KS,,181.31,9.103055540234957,2.730916662070487,12.530355951133417,,,0.16634813462474074,48.953700000000005,9259665.0,7719337.0,0.85,12/31/2023
130073,GROVE CREEK MEDICAL CENTER,ID,8.0,31.31,25.460592585313123,6.451889295629315,33.86021721371889,528.0,0.00031833232447710296,-0.20945187690945927,8.4537,2914765.0,3525268.0,0.92,12/31/2023
050360,MARINHEALTH MEDICAL CENTER,CA,310.0,1429.22,75.30827230398937,19.875715223365518,100.94507035861007,12982708.0,0.05481232629821448,0.020749218363369504,385.8894,521407882.0,510589076.0,0.92,12/31/2023
670314,ST MICHAELS MEDICAL HOSPITAL LLC,TX,5.0,31.55,41.73489881750579,7.230586370839936,52.15820494788492,,,0.22655788276148903,8.518500000000001,8612426.0,6661213.0,0.9,12/31/2023
670266,TOWNSEN MEMORIAL HOSPITAL,TX,5.0,148.42,45.66089087102091,8.953295222497488,58.1072442451515,3272614.0,0.1884196400524344,0.1754111224399162,40.0734,103105902.0,85019980.0,0.92,12/31/2023
050697,PATIENTS HOSPITAL OF REDDING,CA,10.0,30.61,43.42459729098083,5.512323147287212,52.25890213102807,2040.0,0.000737305336934082,-1.0583538369260523,8.264700000000001,3267720.0,6726124.0,0.92,12/31/2023
670109,BAYTOWN MEDICAL CENTER OP,TX,14.0,162.0,21.473625949667618,7.3877433523266856,30.504101687143873,,,-1.9403022539312582,43.74,6744660.0,19831339.0,0.9,12/31/2023
370779,PERRY MEMORIAL HOSPITAL,OK,,42.39,34.24704438637559,10.274113315912677,47.141056597846,,,-0.5385420008800783,11.445300000000001,4899564.0,7538185.0,0.85,12/31/2023
360247,PARKSIDE BEHAVIORAL HEALTHCARE ACQUI,OH,50.0,17.7,27.07999239461104,3.976477618426771,33.128089431225554,,,-0.906480139415553,4.779,1125269.0,2145303.0,0.9,12/31/2023
360096,EAST LIVERPOOL CITY HOSPITAL,OH,116.0,384.12,33.34073661876497,6.597429989826897,42.48873295992739,475099.0,0.017522706724300303,0.3000376193521481,103.7124,77943926.0,54557816.0,0.92,12/31/2023
360065,FISHER-TITUS MEDICAL CENTER,OH,78.0,935.63,35.6089998799657,8.95069776103144,47.28378613181452,1681590.0,0.02369082778704361,0.09921822570345737,252.6201,155093229.0,139705154.0,0.92,12/31/2023
