health_system_id,health_system,n_facilities,monthly_fee_sum,median_target_fee,median_stretch_fee,median_reference_fee,total_term_savings
salina_regional_health_center,Salina Regional Health Center,4,83758.76,1338.245,1085.99,864.385,8662272.69
samaritan_health,Samaritan Health,1,85026.69,1573.96,1416.57,1089.67,2471643.6
samaritan_health_services,Samaritan Health Services,4,571069.74,1606.61,1606.61,988.69,101806704.85
samaritan_healthcare,Samaritan Healthcare,1,72377.46,1573.8,1573.8,968.49,6563890.99
san_antonio_regional_hospital,San Antonio Regional Hospital,1,89022.63,1646.89,1140.16,1140.16,2030495.09
sanford_health,Sanford Health,32,1209351.51,1292.6,1225.3000000000002,805.085,134975864.89
santa_clara_valley_health_and_hospital_system,Santa Clara Valley Health and Hospital System,1,183041.49,1944.29,1495.61,1495.61,-1654286.23
sarah_bush_lincoln_health_system,Sarah Bush Lincoln Health System,1,818150.29,1305.28,1305.28,803.25,96809592.2
sarasota_memorial_health_care_system,Sarasota Memorial Health Care System,2,183076.15,1567.335,1341.77,1020.45,2333661.66
sbh_health_system,SBH Health System,1,112949.52,1673.74,1487.77,1030.0,5316124.39
scionhealth,ScionHealth,12,349436.95999999996,1502.965,1349.255,1013.105,35532667.42
scripps_health,Scripps Health,4,250515.1,1556.19,1197.07,1197.07,5322439.68
self_regional_healthcare,Self Regional Healthcare,2,141495.05,1342.875,1342.875,842.4449999999999,8014160.040000001
sentara_healthcare,Sentara Healthcare,11,381688.2,1185.94,1185.94,750.0,9995598.28
shannon_health_system,Shannon Health System,1,287820.57,1439.24,1439.24,885.69,6442134.32
sharp_healthcare,Sharp Healthcare,4,210600.21000000002,1642.645,1679.98,1197.07,15996422.1
signature_healthcare,Signature Healthcare,1,51018.29,1510.31,1132.74,1045.6,1291089.73
silver_cross_hospital,Silver Cross Hospital,1,45287.97,1357.49,1357.49,835.38,4382696.79
sinai_health_system,Sinai Health System,2,76001.74,1357.49,1357.49,835.38,10584103.219999999
singing_river_health_system,Singing River Health System,1,33303.25,1590.93,1301.67,1101.42,-170721.32
skagit_regional_health,Skagit Regional Health,2,145856.7,1917.425,1780.0549999999998,1360.845,7161134.5200000005
sky_lakes_medical_center,Sky Lakes Medical Center,1,38604.58,1704.89,1311.45,1311.45,616431.27
slidell_memorial_hospital,Slidell Memorial Hospital,1,121748.31,1619.74,1295.79,996.76,-1554264.75
solutionhealth,Solutionhealth,1,63083.04,1332.13,1065.71,819.77,-682470.86
south_central_regional_medical_center_health_system,South Central Regional Medical Center Health System,1,3650.51,1132.24,905.79,750.0,92490.52
south_county_health,South County Health,1,9241.84,1418.65,1418.65,873.02,1060151.71
south_georgia_medical_center,South Georgia Medical Center,2,25595.29,1381.365,1172.655,850.0699999999999,2718684.5300000003
south_shore_health_system,South Shore Health System,1,50973.1,1699.1,1510.31,1045.6,2068744.86
southcoast_health_system,Southcoast Health System,1,163949.58,1418.65,1418.65,873.02,14086446.76
southeast_alaska_regional_health_consortium,Southeast Alaska Regional Health Consortium,3,787760.96,1643.91,1643.91,1011.64,83950911.91
southeast_health_al,Southeast Health AL,1,174755.2,1507.66,1356.9,1043.77,-2102378.51
southeast_health_mo,Southeast Health MO,2,107257.62,1569.0549999999998,1228.24,1086.27,-281524.18
southern_illinois_healthcare,Southern Illinois Healthcare,4,313492.12,1586.625,1356.745,976.385,17232191.89
spartanburg_regional_healthcare_system,Spartanburg Regional Healthcare System,4,296918.38,1552.965,1202.53,967.115,8359657.470000001
ssm_health,SSM Health,23,2257806.48,1289.47,1244.12,793.52,94959384.97
stanford_health,Stanford Health,1,2847992.01,1944.29,1767.53,1495.61,134509164.1
stanford_health_care,Stanford Health Care,1,61118.2,1884.38,1449.52,1449.52,1456065.77
steward_health_care,Steward Health Care,23,1264630.79,1418.65,1397.77,873.02,143747673.79000002
stillwater_medical_center_authority,Stillwater Medical Center Authority,3,49308.46,1176.99,1176.99,750.0,3225950.0
stony_brook_medicine,Stony Brook Medicine,1,205463.37,1673.74,1673.74,1030.0,11421496.69
stormont_vail_health,Stormont Vail Health,2,1541459.11,1392.935,1392.935,1028.8,192321132.76
sturdy_memorial_hospital,Sturdy Memorial Hospital,1,38335.54,1418.65,1418.65,873.02,1912766.25
summa_health_system,Summa Health System,1,143744.11,1596.47,1064.31,982.44,2712416.61
summit_healthcare,Summit Healthcare,1,50392.61,1487.69,1239.74,1144.38,464608.25
suny_downstate_medical_center,SUNY Downstate Medical Center,1,113979.16,1487.77,1338.99,1030.0,-948547.56
suny_upstate_medical_university,SUNY Upstate Medical University,1,1019241.19,1817.25,1817.25,1118.31,62137998.04
sutter_health,Sutter Health,25,10218482.65,1884.38,2000.0,1348.54,1560899239.42
t_j_regional_health,T J Regional Health,2,47828.25,1635.555,1490.6100000000001,1067.815,-1068.4800000000105
tahoe_forest_hospital_district,Tahoe Forest Hospital District,2,274094.8,1656.17,1656.17,1086.4499999999998,27464493.89
tallahassee_memorial_healthcare,Tallahassee Memorial Healthcare,2,119202.29000000001,1411.495,1137.4099999999999,881.0,4752889.35
tanner_health_system,Tanner Health System,4,130298.82999999999,1278.43,1278.43,786.73,13429864.74
temple_university_health_system,Temple University Health System,2,83255.54,1411.2,1270.08,868.43,3488785.96
tenet_healthcare,Tenet Healthcare,40,753118.92,1348.54,1143.7800000000002,829.87,35594866.88
texas_health_resources,Texas Health Resources,16,445524.67,1348.54,1138.7649999999999,829.87,39045135.449999996
the_brooklyn_hospital_center,The Brooklyn Hospital Center,1,24990.64,1673.74,1673.74,1030.0,4712553.73
the_carle_foundation,The Carle Foundation,7,786585.53,1492.05,1305.28,918.18,26512610.39
the_christ_hospital_health_network,The Christ Hospital Health Network,1,111837.71,1159.09,1159.09,750.0,6180953.36
the_methodist_hospitals,The Methodist Hospitals,1,92343.43,1357.49,1357.49,835.38,8725051.17
the_morris_hospital_and_healthcare_centers,The Morris Hospital and Healthcare Centers,1,16703.99,1357.49,1206.66,835.38,683593.15
the_nebraska_medical_center,The Nebraska Medical Center,2,125069.94,1343.3200000000002,1343.3200000000002,862.46,8788172.22
the_ohio_state_university_wexner_medical_center,The Ohio State University Wexner Medical Center,5,854131.81,1179.97,1153.69,750.0,31584646.95
the_queens_health_systems,The Queens Health Systems,2,177922.41,1901.7649999999999,1671.3249999999998,1324.4899999999998,4234968.529999999
the_university_of_chicago_medicine,The University of Chicago Medicine,2,4023064.78,1357.49,1221.74,835.38,209358838.73
the_university_of_kansas_health_system,The University of Kansas Health System,5,232702.18999999997,1142.68,1142.68,750.0,32177290.659999996
the_university_of_mississippi_medical_center,The University of Mississippi Medical Center,1,24008.67,1057.65,1057.65,750.0,2558178.82
the_university_of_texas_system,The University of Texas System,2,575706.46,1373.155,1098.525,845.02,10795582.74
the_university_of_toledo_medical_center,The University of Toledo Medical Center,1,48556.46,1618.55,1294.84,996.03,1238292.9
thedacare,ThedaCare,7,553920.9,1244.12,1244.12,765.61,39907238.15
tidalhealth_peninsula_regional,TidalHealth Peninsula Regional,2,28009.739999999998,1469.1950000000002,1130.15,1130.15,601236.96
tift_regional_medical_center,Tift Regional Medical Center,1,50273.17,1232.19,1232.19,758.27,6854335.86
tmc_healthcare,TMC Healthcare,3,302626.77,1408.21,1408.21,866.59,39520887.89
tower_health,Tower Health,2,53764.44,1411.2,1411.2,868.43,4281825.45
tri_city_healthcare_district,Tri City Healthcare District,1,73304.45,1729.1,1556.19,1197.07,2497695.05
tri_state_memorial_hospital,Tri State Memorial Hospital,1,229875.99,1546.94,1546.94,951.97,46113035.76
trihealth,TriHealth,2,40054.950000000004,1159.09,1159.09,750.0,5264346.050000001
trinity_health,Trinity Health,70,2607832.56,1209.81,1192.1,750.0,196755146.45
trinity_health_nd,Trinity Health ND,1,8947.96,1162.07,1162.07,750.0,2289606.72
uab_health_system,UAB Health System,5,211548.16,1083.01,1083.01,750.0,27894894.3
uc_health_oh,UC Health OH,2,147414.33000000002,1159.09,1159.09,750.0,14680388.26
ucla_health,UCLA Health,1,174095.05,1772.86,1772.86,1227.37,16407047.03
ucsf_health,UCSF Health,2,1171499.47,1816.685,1816.685,1330.1799999999998,67333810.9
uf_health,UF Health,4,138196.9,1183.705,1183.705,750.0,18809069.19
ui_health,UI Health,1,131319.33,1357.49,1357.49,835.38,10064363.59
umass_memorial_health_care,UMass Memorial Health Care,4,285195.95,1674.34,1509.38,1122.895,11690997.94
unc_health_care_system,UNC Health Care System,14,947220.5,1527.7849999999999,1257.01,1026.78,36882769.93
union_health,Union Health,2,221686.35,1396.875,1304.2350000000001,888.07,7337810.01
united_health_services,United Health Services,3,381861.37000000005,1509.52,1311.25,970.33,23549535.189999998
united_regional_health_care_system,United Regional Health Care System,1,65548.31,1539.22,1154.42,1065.61,1488082.36
unity_health,Unity Health,2,17219.71,1435.3600000000001,1435.3600000000001,905.79,1922486.3
unitypoint_health,UnityPoint Health,28,1782730.6900000002,1102.4,1102.4,750.0,126152224.16
universal_health_services,Universal Health Services,22,822142.56,1576.48,1490.705,989.145,69320266.39
university_health_system,University Health System,1,232607.55,1272.46,1272.46,783.05,12869036.93
university_hospital,University Hospital,1,303094.56,1673.74,1673.74,1030.0,17662305.54
university_hospitals,University Hospitals,4,298751.46,1410.3,1200.86,873.38,11642404.25
university_of_california_health,University of California Health,2,258732.21999999997,1674.34,1399.53,1287.955,4444339.1899999995
university_of_colorado_health,University of Colorado Health,9,742569.88,1378.38,1323.18,848.23,3560802.51
university_of_iowa_hospitals_and_clinics,University of Iowa Hospitals and Clinics,2,378900.66,1332.2800000000002,1245.495,855.665,17685527.92
university_of_kentucky_healthcare,University of Kentucky Healthcare,3,1458587.17,1455.95,1455.95,895.97,43892130.3
university_of_maryland_medical_system,University of Maryland Medical System,8,559059.38,1441.03,1280.92,886.79,19879431.05
university_of_michigan_health_system,University of Michigan Health System,4,35544.72,1555.225,1297.905,1153.47,1010453.59
university_of_missouri_health_care,University of Missouri Health Care,1,412121.84,1541.28,1370.02,948.48,9850930.0
university_of_pennsylvania_health_system,University of Pennsylvania Health System,3,288422.31,1411.2,1128.96,868.43,5476056.99
university_of_rochester_medical_center,University of Rochester Medical Center,5,1459595.88,1621.35,1247.19,1015.12,80803304.52
university_of_south_alabama_hospitals,University of South Alabama Hospitals,2,420239.86,1477.425,1477.425,909.19,101681878.55999999
university_of_southern_california,University of Southern California,2,315046.37,1595.58,1227.37,1227.37,1779209.32
university_of_vermont_health_network,University of Vermont Health Network,4,619413.72,1539.04,1429.095,1062.585,34265094.42
university_of_virginia_health_system,University of Virginia Health System,3,658396.39,1497.72,1089.25,921.67,21075336.55
uofl_health,UofL Health,3,823422.87,1120.3,1120.3,750.0,27371037.09
upmc,UPMC,22,3604241.83,1491.6,1267.99,917.905,234782747.97
upper_peninsula_health_care_solutions,Upper Peninsula Health Care Solutions,3,86709.78,1263.51,1263.51,777.55,8191209.74
uw_health,UW Health,2,427862.87,1466.0,1278.645,1027.06,26741245.18
uw_medicine,UW Medicine,1,136349.71,1467.88,1129.14,1129.14,2935398.55
va,VA,95,4689041.77,1750.0,1750.0,1750.0,367650653.31
valley_health,Valley Health,5,227438.41999999998,1265.0,1265.0,778.46,23241055.54
valley_health_system_nj,Valley Health System NJ,1,85173.58,1487.77,1115.83,1030.0,2296230.31
valley_health_systems,Valley Health Systems,1,15191.81,1716.37,1716.37,1188.26,1442772.24
valleywise_health,Valleywise Health,1,459750.98,1460.42,1168.34,898.72,1824897.1
vanderbilt_health,Vanderbilt Health,4,213316.86000000002,1099.42,1099.42,750.0,22530742.560000002
vcu_health_system,VCU Health System,2,341655.02,1336.46,1082.47,881.46,3050139.9499999997
virtua_health,Virtua Health,4,254662.54,1411.2,1411.2,868.43,26945674.29
wakemed_health_and_hospitals,WakeMed Health and Hospitals,2,269903.96,1172.52,938.01,750.0,6576543.63
washington_health_system,Washington Health System,2,14358.189999999999,1477.58,1477.58,909.28,1486281.02
washington_hospital_healthcare_system,Washington Hospital Healthcare System,1,3513.48,1884.38,1570.32,1449.52,189323.73
washington_regional,Washington Regional,1,584403.21,1145.66,1145.66,750.0,58528172.1
wayne_memorial_health_system,Wayne Memorial Health System,1,39652.92,1646.89,1235.17,1140.16,193182.61
wellforce,Wellforce,3,457470.15,1699.1,1699.1,1045.6,23641825.36
wellspan_health,Wellspan Health,6,410179.92,1580.325,1187.435,1096.0900000000001,2532599.03
wellstar_health_system,WellStar Health System,8,395078.25,1278.43,1136.38,786.73,16118375.33
west_tennessee_healthcare,West Tennessee Healthcare,3,61094.92,1068.09,1068.09,750.0,6674207.52
west_virginia_university_health_system,West Virginia University Health System,20,1743346.15,1362.2649999999999,1263.65,838.3199999999999,130423367.67
western_wisconsin_health,Western Wisconsin Health,1,86992.89,1426.11,1426.11,877.61,6010667.21
white_river_health_system,White River Health System,2,90423.86,1371.2150000000001,1153.475,866.315,4618707.61
williamson_county_hospital_district,Williamson County Hospital District,1,45102.2,1099.42,1099.42,750.0,3138269.37
willis_knighton_health_system,Willis Knighton Health System,1,9229.35,1216.37,1216.37,750.0,456594.09
winona_health,Winona Health,1,30360.51,1546.12,1159.59,1070.39,720418.14
witham_health_services,Witham Health Services,1,26933.77,1147.16,1147.16,750.0,4022192.24
wmc_health,WMC Health,5,342933.45,1673.74,1576.78,1030.0,21888726.95
wooster_community_hospital_health_system,Wooster Community Hospital Health System,1,5788.78,1455.35,1293.65,895.6,236647.36
yale_new_haven_health_system,Yale New Haven Health System,4,1715513.85,1495.775,1327.98,1041.47,117247895.88000001
yuma_regional_medical_center,Yuma Regional Medical Center,1,218540.21,1718.97,1432.48,1322.29,-2246226.53
