ccn,name,state,facility_type,health_system_id,health_system
368191,NURSE MEDICAL HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
368193,"GENERATIONS HEALTHCARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368197,"BUCKEYE HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368198,KEYCARE NURSING SERVICE,OH,HHA,independent,Independent / Unknown
368199,AMARA HOME CARE,OH,HHA,independent,Independent / Unknown
368201,AMBASSADOR HOME HEALTH SERVICES,OH,HHA,independent,Independent / Unknown
368203,"SUN HOME HEALTH CARE AT COLUMBUS, INC",OH,HHA,independent,Independent / Unknown
368205,GENERATIONS HEALTH SERVICES LLC,OH,HHA,independent,Independent / Unknown
368208,"HOMELAND HEALTH SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368210,HARMONYCARES HOME HEALTH,OH,HHA,independent,Independent / Unknown
368211,"ALTA HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368213,DIAMOND HOME CARE LLC,OH,HHA,independent,Independent / Unknown
368215,PREMIER HOME CARE CORP,OH,HHA,independent,Independent / Unknown
368216,SCHROCK HOME CARE LLC,OH,HHA,independent,Independent / Unknown
368219,"NEW VISION NURSING AND HOME CARE, LLC",OH,HHA,independent,Independent / Unknown
368220,HERITAGE HEALTH CARE,OH,HHA,independent,Independent / Unknown
368224,"BLESSED AT HOME, LLC",OH,HHA,independent,Independent / Unknown
368225,RIVER'S CROSSING HOME HEALTH,OH,HHA,independent,Independent / Unknown
368227,THE OHIO STATE UNIVERSITY WEXNER MEDICAL CENTER HO,OH,HHA,independent,Independent / Unknown
368229,"FRATERNAL HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368230,"MARIETTA HOME HEALTH AND HOSPICE, AN AMEDISYS PART",OH,HHA,amedisys,Amedisys
368231,ST VINCENT CHARITY HOMECARE,OH,HHA,independent,Independent / Unknown
368232,BRIDGES REHAB AT HOME,OH,HHA,independent,Independent / Unknown
368233,"HEARTSPRING HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368234,CAPITAL HEALTH HOME CARE,OH,HHA,independent,Independent / Unknown
368235,LIFETIME HOME HEALTH CARE CORPORATION,OH,HHA,independent,Independent / Unknown
368238,ACCESSIBLE HOME HEALTH CARE OF AKRON,OH,HHA,independent,Independent / Unknown
368240,DISTINGUISHED ORTHOPEDIC HOME CARE,OH,HHA,independent,Independent / Unknown
368243,"FULL-CARE HOME HEALTH, LLC",OH,HHA,independent,Independent / Unknown
368245,"A-PLUS CARE, INC",OH,HHA,independent,Independent / Unknown
368246,"BUCKEYE HOMECARE SERVICES, INC",OH,HHA,independent,Independent / Unknown
368247,"OHIOANS HOME HEALTHCARE, INC",OH,HHA,independent,Independent / Unknown
368248,"ADVANTAGE HOME HEALTH SERVICES, INC",OH,HHA,independent,Independent / Unknown
368249,"INDUS HOME HEALTH CARE, INC",OH,HHA,independent,Independent / Unknown
368253,AMERIBEST HOME HEALTH,OH,HHA,independent,Independent / Unknown
368254,ALPINE HOME HEALTH,OH,HHA,independent,Independent / Unknown
368255,BUCKEYE HEALTH AGENCY LLC,OH,HHA,independent,Independent / Unknown
368256,HAVEN SKILLED CARE,OH,HHA,independent,Independent / Unknown
368257,"CARE4ME SKILLED, LLC",OH,HHA,independent,Independent / Unknown
368258,"MAXIM HEALTHCARE SERVICES, INC",OH,HHA,maxim_healthcare,Maxim Healthcare
368259,"MAXIM HEALTHCARE SERVICES, INC",OH,HHA,maxim_healthcare,Maxim Healthcare
368262,ENLIVEN HOME HEALTH,OH,HHA,independent,Independent / Unknown
368264,ELIZA JENNINGS AT HOME,OH,HHA,independent,Independent / Unknown
368265,"ENHANCED HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368266,FRANKLIN HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
368267,"UNITY HOME HEALTH CARE, INC",OH,HHA,independent,Independent / Unknown
368268,HOUSECALLS HOME HEALTH,OH,HHA,adoration_home_health,Adoration Home Health
368269,ST MARY'S HOME HEALTH SERVICE,OH,HHA,independent,Independent / Unknown
368270,"ALTERNATE SOLUTIONS HOMECARE 10, LLC",OH,HHA,independent,Independent / Unknown
368271,"ALTERNATE SOLUTIONS HOMECARE 11, LLC",OH,HHA,independent,Independent / Unknown
368272,MARIMART HEALTH CARE PLUS LLC,OH,HHA,independent,Independent / Unknown
368274,"PACIFIC HOME HEALTH SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368276,"DIVERSIFIED HEALTH MANAGEMENT, INC.",OH,HHA,independent,Independent / Unknown
368278,WINDSOR HOME HEALTH,OH,HHA,independent,Independent / Unknown
368279,"LABELLE HOME HEALTH CARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368280,GENACROSS AT HOME,OH,HHA,independent,Independent / Unknown
368281,"COMFORT HOME HEALTH CARE, INC",OH,HHA,independent,Independent / Unknown
368282,BOSCHULTE'S PRIDE II LLC,OH,HHA,independent,Independent / Unknown
368283,CLEARPATH HOME HEALTH,OH,HHA,independent,Independent / Unknown
368284,"OHIO SENIOR HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368285,A CARING HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
368286,VALLEY HOME CARE SOLUTIONS LLC,OH,HHA,independent,Independent / Unknown
368287,"FAMILY FOCUS HOME HEALTH, LLC",OH,HHA,independent,Independent / Unknown
368288,GUARDIAN ANGEL HOME CARE OF SYLVANIA,OH,HHA,independent,Independent / Unknown
368290,"BABY BOOMERS HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368291,"IDEAL HOME HEALTH CARE, INC",OH,HHA,independent,Independent / Unknown
368292,THE CHRIST HOSPITAL HOME HEALTH CARE,OH,HHA,independent,Independent / Unknown
368293,ALTERNATE SOLUTIONS HOMECARE OF LANCASTER,OH,HHA,independent,Independent / Unknown
368297,ELITE HOME HEALTH CARE SERVICES LLC,OH,HHA,elite_home_health,Elite Home Health
368298,DIVINE HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
368300,SPECTRUM HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
368301,PERSPECTIVE HOME CARE LLC,OH,HHA,independent,Independent / Unknown
368302,"NINA'S HEALTH CARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368304,"A TOUCH OF GRACE HEALTHCARE, INC",OH,HHA,independent,Independent / Unknown
368306,PRECIOUS HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
368307,GUARDIAN ANGEL HOME CARE OF COLUMBUS,OH,HHA,independent,Independent / Unknown
368308,GUARDIAN ANGEL HOME CARE OF MORAINE,OH,HHA,independent,Independent / Unknown
368310,DIAMOND HOME HEALTH CARE INC,OH,HHA,independent,Independent / Unknown
368311,"GOLDEN RULE HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368313,"PROFESSIONAL HOME HEALTH CARE 2, INC",OH,HHA,independent,Independent / Unknown
368314,"CLASSIC HEALTHCARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368315,"ALLIANCE HEALTHCARE PARTNERS, LLC",OH,HHA,independent,Independent / Unknown
368316,OHIO VALLEY MANOR HOME HEALTH,OH,HHA,independent,Independent / Unknown
368318,"AUTUMN SPRINGS HEALTH CARE SERVICES, INC",OH,HHA,independent,Independent / Unknown
368319,"OHIO HEALTHCARE PLUS, LLC",OH,HHA,independent,Independent / Unknown
368320,"CARING HEART HOME HEALTH AGENCY, LLC",OH,HHA,independent,Independent / Unknown
368322,"IMA CARE, INC",OH,HHA,independent,Independent / Unknown
368324,DHL HOME CARE LLC,OH,HHA,independent,Independent / Unknown
368326,"ASSIST HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368327,HOME CARE BY BLACK STONE,OH,HHA,independent,Independent / Unknown
368328,"UNIQUE HEALTH CARE SOLUTIONS, LLC",OH,HHA,independent,Independent / Unknown
368329,COVENANT HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
368332,ACUTE NURSING CARE LLC,OH,HHA,independent,Independent / Unknown
368333,ASH BROTHERS HOME HEALTH CARE,OH,HHA,independent,Independent / Unknown
368334,"LIBERTY HEALTHCARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368335,"PRIME HOME CARE, LLC",OH,HHA,independent,Independent / Unknown
368336,"EXCEL HOME HEALTH PLUS, LLC",OH,HHA,independent,Independent / Unknown
368339,"STAY WELL HOME HEALTH, LLC",OH,HHA,independent,Independent / Unknown
368340,"HORIZON HEALTHCARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368343,BETHANY VILLAGE HOME HEALTH CARE,OH,HHA,independent,Independent / Unknown
368344,"HEALTHY LIFE HOME HEALTHCARE, LLC",OH,HHA,independent,Independent / Unknown
368345,PROGRESSIVE HEALTH CARE SERVICES INC,OH,HHA,independent,Independent / Unknown
368346,"OPTIMA HOME HEALTH SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368347,HOME HEALTH CARE ALLIANCE OF OHIO LLC,OH,HHA,independent,Independent / Unknown
368348,"HOME CARE PARTNERS OF CINCINNATI, INC",OH,HHA,independent,Independent / Unknown
368349,"PERFECT HANDS HEALTHCARE GROUP, LLC",OH,HHA,independent,Independent / Unknown
368351,"COMFORT HEALTH CARE AGENCY, LLC",OH,HHA,independent,Independent / Unknown
368353,PLEASANT VALLEY HOME HEALTH,OH,HHA,independent,Independent / Unknown
368355,AFINITY HEALTHCARE SOLUTIONS LLC,OH,HHA,independent,Independent / Unknown
368357,INCARE HOME HEALTH NORTHERN OHIO,OH,HHA,independent,Independent / Unknown
368359,"OPTIMUM HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368360,"24-SEVEN HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368361,"PRIORITY HOME CARE, LLC",OH,HHA,independent,Independent / Unknown
368362,"MED1CARE, LLC",OH,HHA,independent,Independent / Unknown
368363,"FRONTIER HEALTH CARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368364,"RAPHAEL HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368366,MAXIM HEALTHCARE SERVICES INC,OH,HHA,maxim_healthcare,Maxim Healthcare
368367,"KINGS AND QUEENS HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368370,"OHIO FIRST HOME HEALTHCARE, INC",OH,HHA,independent,Independent / Unknown
368371,"MR HOMECARE OF CLEVELAND OHIO, INC",OH,HHA,independent,Independent / Unknown
368373,OHIO STAR HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
368374,AMERICAS BEST HOMECARE,OH,HHA,independent,Independent / Unknown
368376,"SUPREME TOUCH HOME HEALTH SERVICES, CORP",OH,HHA,independent,Independent / Unknown
368377,"SERENITY HOME HEALTH AGENCY, LLC",OH,HHA,independent,Independent / Unknown
368378,"GREATER CLEVELAND HOME HEALTH CARE, INC",OH,HHA,independent,Independent / Unknown
368379,"OHIOANS HOME HEALTHCARE, INC",OH,HHA,independent,Independent / Unknown
368380,ROGERS HOME HEALTH,OH,HHA,independent,Independent / Unknown
368381,VIAQUEST HOME CARE,OH,HHA,independent,Independent / Unknown
368383,"COMPLETE HEALTHCARE SERVICES, INC",OH,HHA,independent,Independent / Unknown
368384,"ABC OF GREATER CLEVELAND, INC",OH,HHA,independent,Independent / Unknown
368385,ALPINE HOME HEALTH,OH,HHA,independent,Independent / Unknown
368387,AMERICARE HOME HEALTH,OH,HHA,independent,Independent / Unknown
368388,"HOME CARE VILLAGE, LLC",OH,HHA,independent,Independent / Unknown
368390,"REMEDIAL HEALTH CARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368391,"RIGHT CHOICE HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368392,ALWAYS BEST CARE CLEVELAND SOUTH,OH,HHA,independent,Independent / Unknown
368393,"AMERICAN HOME HEALTH CARE EXPERTS, INC",OH,HHA,independent,Independent / Unknown
368395,"ASPEN HOME HEALTHCARE, LLC",OH,HHA,independent,Independent / Unknown
368397,"LIBERTY HOME HEALTH CARE OF OHIO, LLC",OH,HHA,independent,Independent / Unknown
368399,BECK HOME HEALTH SERVICES INC,OH,HHA,independent,Independent / Unknown
368400,"INTEGRITY HOME HEALTH, LLC",OH,HHA,independent,Independent / Unknown
368401,"TENDER HOME CARE PROVIDERS, LLC",OH,HHA,independent,Independent / Unknown
368403,"L A HOME HEALTHCARE, INC",OH,HHA,independent,Independent / Unknown
368404,"STATE HEALTH CARE, LTD",OH,HHA,independent,Independent / Unknown
368405,"DHULMAR HEALTH CARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368406,"PATRIOT HOMECARE, INC",OH,HHA,independent,Independent / Unknown
368407,AMERICARE HOME HEALTH OF DEFIANCE,OH,HHA,independent,Independent / Unknown
368408,FOUR SEASONS HEALTH SERVICES LLC,OH,HHA,independent,Independent / Unknown
368409,PROCHOICE HEALTH CARE SERVICES LLC,OH,HHA,independent,Independent / Unknown
368410,"ALL NATION HOME HEALTHCARE, LLC",OH,HHA,independent,Independent / Unknown
368413,"FIRST COMMUNITY HEALTH SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368417,"EXTENDED LIFE HOME CARE, LTD",OH,HHA,independent,Independent / Unknown
368422,3C HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
368423,PREBLE HOME HEALTH SERVICES,OH,HHA,independent,Independent / Unknown
368424,"NEW ERA HOME HEALTHCARE, LLC",OH,HHA,independent,Independent / Unknown
368425,"BLUE SHIELD HEALTH CARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368426,"A BETTER ALTERNATIVE TO SENIOR CARE, INC",OH,HHA,independent,Independent / Unknown
368427,"GUIDING HANDS HOME HEALTH SERVICES, INC",OH,HHA,independent,Independent / Unknown
368429,"DYNAMIC HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368430,CRESCENT HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
368435,"HELPING HANDS HOME CARE OF COLUMBUS, LLC",OH,HHA,independent,Independent / Unknown
368436,"PHILEMON HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
368439,WVUHS HOME CARE,OH,HHA,independent,Independent / Unknown
368441,PINNACLE HOME HEALTH CORP,OH,HHA,independent,Independent / Unknown
368442,"COLUMBUS HOME HEALTH SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368443,"LEGACY HOME HEALTH CARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368444,HOPE HOME CARE LLC,OH,HHA,independent,Independent / Unknown
368447,HOMETOWN CARE,OH,HHA,independent,Independent / Unknown
368448,"TRINITY HOME HEALTHCARE, LLC",OH,HHA,independent,Independent / Unknown
368449,MEDINA HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
368451,"TRINITY HOME HEALTH, LLC",OH,HHA,independent,Independent / Unknown
368454,EMS GLOBAL HEALTH CARE LTD,OH,HHA,independent,Independent / Unknown
368455,HEARTFELT CARES LLC,OH,HHA,independent,Independent / Unknown
368456,ASPIRE HOME HEALTH CARE SERVICES LLC,OH,HHA,independent,Independent / Unknown
368457,COMMUNITY CAREGIVERS OF MEDINA COUNTY LLC,OH,HHA,independent,Independent / Unknown
368458,HILL VIEW HOME HEALTH CARE,OH,HHA,independent,Independent / Unknown
368459,UNITED HEARTS HEALTH CARE,OH,HHA,independent,Independent / Unknown
368460,M & Y CARE LLC,OH,HHA,independent,Independent / Unknown
368462,"DIVINE HEALTH CARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368463,HEART AND HOME HEALTH CARE,OH,HHA,independent,Independent / Unknown
368464,"BEST CHOICE HOME HEALTH CARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
368465,ATLAS HOME HEALTH CARE INC,OH,HHA,independent,Independent / Unknown
368466,COMMUNITY CAREGIVERS OF GREEN HOME HEALTHCARE,OH,HHA,independent,Independent / Unknown
368467,SENIOR HOMECARE UNLIMITED LLC,OH,HHA,independent,Independent / Unknown
368468,ADVANCE HOME CARE LLC,OH,HHA,independent,Independent / Unknown
368469,PACIFIC HOME CARE LLC,OH,HHA,independent,Independent / Unknown
368470,COMMUNITY CAREGIVERS OF MAHONING COUNTY,OH,HHA,independent,Independent / Unknown
368471,COMFORT KEEPERS,OH,HHA,independent,Independent / Unknown
368475,AKESO HOME HEALTH CARE INC,OH,HHA,independent,Independent / Unknown
368476,CLASSIC HOMECARE,OH,HHA,independent,Independent / Unknown
368478,MERCY HOME HEALTHCARE SERVICES LLC,OH,HHA,independent,Independent / Unknown
368479,BLUEGREEN HOME HEALTH CARE,OH,HHA,independent,Independent / Unknown
368480,IVORY HOME HEALTH SERVICES INC,OH,HHA,independent,Independent / Unknown
368481,HOMESITE HOME HEALTH CARE,OH,HHA,independent,Independent / Unknown
368482,LEGACY VISITING HEALTH SERVICES,OH,HHA,independent,Independent / Unknown
368483,"GREAT HOME HEALTHCARE, LLC",OH,HHA,independent,Independent / Unknown
368485,CHOICE NURSING SERVICES INC THE,OH,HHA,independent,Independent / Unknown
368486,PREMIUM HEALTHCARE SERVICES LLC,OH,HHA,independent,Independent / Unknown
368487,SELECTIVE NURSING LLC,OH,HHA,independent,Independent / Unknown
368488,NIGHTINGALE CARE,OH,HHA,independent,Independent / Unknown
368489,1 AMAZING HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
368492,"FROM THE HEART HOME HEALTH CARE II, LLC",OH,HHA,independent,Independent / Unknown
368493,EXCEL HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
368494,OMEGA HOME HEALTH CARE SERVICES LLC,OH,HHA,independent,Independent / Unknown
368495,AARAN HOME HEALTH SERVICES,OH,HHA,independent,Independent / Unknown
368496,ACCELERA HOME HEALTH CARE,OH,HHA,independent,Independent / Unknown
368497,PEACE AND SERENITY HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
368498,RENAISSANCE HOME HEALTH CARE,OH,HHA,independent,Independent / Unknown
369000,PROMED HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369001,DIVERSE HOME CARE LLC,OH,HHA,independent,Independent / Unknown
369002,TITUS HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369004,"DEVOTED HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
369005,RELAY HOME CARE SERVICE,OH,HHA,independent,Independent / Unknown
369006,MOONLIGHT HOME HEALTH CARE INC,OH,HHA,independent,Independent / Unknown
369007,SYMPATHY HOME HEALTH CARE INC,OH,HHA,independent,Independent / Unknown
369008,ENHABIT HOME HEALTH,OH,HHA,enhabit_home_health,Enhabit Home Health
369009,BLESSED HOME HEALTH CARE AGENCY LLC,OH,HHA,independent,Independent / Unknown
369010,"ROYAL HEALTH SERVICES, LLC",OH,HHA,independent,Independent / Unknown
369011,"COMFORT AND CARE HEALTH SERVICES, LLC",OH,HHA,independent,Independent / Unknown
369012,METRO ORTHOPEDIC HOME CARE,OH,HHA,independent,Independent / Unknown
369013,BEST CHOICE HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369014,EXCELLENCE HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369015,DISCOVERY HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369016,ACCURATE HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369017,"MIRACLE HEALTH AGENCY, LLC",OH,HHA,independent,Independent / Unknown
369018,"MILLENIUM NURSING AGENCY, LTD",OH,HHA,independent,Independent / Unknown
369019,BUCKEYE HOME HEALTH CARE SERVICES LLC,OH,HHA,independent,Independent / Unknown
369020,COLUMBIA HOME HEALTH CARE INC,OH,HHA,independent,Independent / Unknown
369021,OHMAN FAMILY LIVING AT HOME,OH,HHA,independent,Independent / Unknown
369023,"QUALITY LIFE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
369024,"PREMIER NURSING, LLC HOME HEALTH SERVICE",OH,HHA,independent,Independent / Unknown
369025,UNIVERSAL MEDICAL STAFFING & HOME HEALTHCARE,OH,HHA,independent,Independent / Unknown
369027,AXIS HOME HEALTHCARE INC,OH,HHA,independent,Independent / Unknown
369028,"NOOR HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
369029,VANGUARD HOME HEALTH CARE INC,OH,HHA,independent,Independent / Unknown
369030,EPIC HOME CARE,OH,HHA,independent,Independent / Unknown
369031,BETTER LIVING HOME HEALTH AND MEDICAL SUPPLIES,OH,HHA,independent,Independent / Unknown
369032,LOVING CARE SERVICES,OH,HHA,independent,Independent / Unknown
369033,PRIME HOME CARE LLC,OH,HHA,independent,Independent / Unknown
369034,"COMPREHENSIVE HEALTH CARE SOLUTIONS, INC",OH,HHA,independent,Independent / Unknown
369035,DREAMERS HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
369037,VISION HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
369038,PATIENCE HOME HEALTHCARE SERVICE LLC THE,OH,HHA,independent,Independent / Unknown
369039,SCARLET HOME HEALTH CARE,OH,HHA,independent,Independent / Unknown
369040,SMART HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369041,AMERICANS CHOICE HEALTHCARE SERVICES LLC,OH,HHA,independent,Independent / Unknown
369042,"ADVANTAGE HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
369043,ADVANCED HOME HEALTHCARE SERVICES LLC,OH,HHA,independent,Independent / Unknown
369044,CARE PLUS HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369045,CONSTANT CARE HOME HEALTH SERVICES LLC,OH,HHA,independent,Independent / Unknown
369046,"LABELLE HOME HEALTH CARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
369047,AMUN HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
369049,GENERATION HOME HEALTH LLC,OH,HHA,independent,Independent / Unknown
369050,HEARTY HEARTS HOME HEALTH LLC,OH,HHA,independent,Independent / Unknown
369051,ANGELS CARE HOME HEALTH SERVICE LLC,OH,HHA,angels_care_home_health,Angels Care Home Health
369056,"HELPING U HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
369057,"MERCY HOME HEALTH SERVICES, LLC",OH,HHA,trinity_health,Trinity Health
369058,VIZION ONE INC,OH,HHA,independent,Independent / Unknown
369059,"ESSENTIAL CARE PARTNERS, LLC",OH,HHA,independent,Independent / Unknown
369060,"DEPENDABLE HOME HEALTH CARE, LLC",OH,HHA,independent,Independent / Unknown
369062,COMMUNITY BEHAVIORAL NURSING SERVICES,OH,HHA,independent,Independent / Unknown
369063,ICARE HEALTH SERVICES LLC,OH,HHA,independent,Independent / Unknown
369064,FRANCISCAN HOMECARE SERVICES OF MIAMI VALLEY,OH,HHA,independent,Independent / Unknown
369066,IMMACULATE HOME HEALTH CARE SERVICES LLC,OH,HHA,independent,Independent / Unknown
369067,ALFA HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369071,CHRISTIAN HOUSE HOME HEALTH,OH,HHA,independent,Independent / Unknown
369072,COMPASSION HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
369073,CONFIDENTIAL HEALTH SERVICES LLC,OH,HHA,independent,Independent / Unknown
369075,YOUR CHOICE HOME HEALTH SERVICES INC,OH,HHA,independent,Independent / Unknown
369076,NEW GENERATION HEALTH SERVICES LLC,OH,HHA,independent,Independent / Unknown
369077,NORTHEAST HOME HEALTH SERVICES,OH,HHA,independent,Independent / Unknown
369079,INCREASED BEHAVIOR ALTERNATIVES SUPPORT SERVICES,OH,HHA,independent,Independent / Unknown
369080,MAXIM HEALTHCARE SERVICES INC,OH,HHA,independent,Independent / Unknown
369081,SANCTUARY HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
369082,PRIME HOME CARE MIDWAY INC.,OH,HHA,independent,Independent / Unknown
369084,LIFELINE HOMECARE SERVICES LLC,OH,HHA,independent,Independent / Unknown
369086,WELLSPRING HOME HEALTH CARE,OH,HHA,independent,Independent / Unknown
369087,COMFORT AND CARE HOME HEALTH AGENCY INC,OH,HHA,independent,Independent / Unknown
369088,FAIRFIELD HOME HEALTH AGENCY INC,OH,HHA,independent,Independent / Unknown
369090,CHELSEA HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
369091,BETTER LIVING HOME HEALTH CARE SERVICES,OH,HHA,independent,Independent / Unknown
369092,WELLSBROOKE CERTIFIED HOME HEALTH CARE INC,OH,HHA,independent,Independent / Unknown
369093,MONTGOMERY HOME CARE LLC,OH,HHA,independent,Independent / Unknown
369094,PHYSICIAN CHOICE HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
369097,UNITY 1 SKILLED HOME CARE INC,OH,HHA,independent,Independent / Unknown
369100,CITIZENS HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369101,NORTH CARE HEALTH SERVICES LLC,OH,HHA,independent,Independent / Unknown
369102,LIVING LIFE HOMECARE LLC,OH,HHA,independent,Independent / Unknown
369103,TRUSTED HOMECARE SOLUTIONS LLC,OH,HHA,independent,Independent / Unknown
369104,CURA CARE CORP,OH,HHA,independent,Independent / Unknown
369108,HOME HEALTHCARE DYNAMICS LLC,OH,HHA,independent,Independent / Unknown
369109,"RIGHT CARE HOME HEALTHCARE, LLC",OH,HHA,independent,Independent / Unknown
369110,SAFE HOME CARE LLC,OH,HHA,independent,Independent / Unknown
369111,MUSKINGUM COMMUNITY HOME HEALTH INC,OH,HHA,independent,Independent / Unknown
369112,PENNELL HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369113,"FAMILY CHOICE HOME HEALTHCARE SERVICES, LLC",OH,HHA,independent,Independent / Unknown
369114,TOLEDO HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369115,TWINS WITH CARE HOME HEALTH LLC,OH,HHA,independent,Independent / Unknown
369117,GENERATIONS HOME HEALTH CARE SOLUTIONS LLC,OH,HHA,independent,Independent / Unknown
369118,ALMIS HOME HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369119,SUMMIT ORTHOPAEDIC HOME CARE,OH,HHA,independent,Independent / Unknown
369120,HOLISTIC LIFE HOME HEALTH CARE LLC,OH,HHA,independent,Independent / Unknown
369121,INNOVATIVE HOME HEALTH PRACTICE LLC,OH,HHA,independent,Independent / Unknown
369122,SIBLING'S HOME HEALTH CARE SERVICES LLC,OH,HHA,independent,Independent / Unknown
369123,SPECIAL TOUCH HOME CARE LLC,OH,HHA,independent,Independent / Unknown
369124,QUALITY CARE LLC,OH,HHA,independent,Independent / Unknown
369125,MADISON HOME HEALTH SERVICES,OH,HHA,independent,Independent / Unknown
369126,KAYLAND HEALTH SERVICES,OH,HHA,independent,Independent / Unknown
369127,ACM HOME HEALTH,OH,HHA,independent,Independent / Unknown
369128,"GENTLE HANDS CARE AGENCY,LLC THE",OH,HHA,independent,Independent / Unknown
369129,COMMUNITY HEALTH NETWORK LTD,OH,HHA,independent,Independent / Unknown
369130,FRANKLOVE HOME HEALTH SERVICES LLC,OH,HHA,independent,Independent / Unknown
369131,CARESTAFF OHIO HOME HEALTH SERVICES LLC,OH,HHA,independent,Independent / Unknown
369133,FRONTIER COMMUNITY SERVICES,OH,HHA,independent,Independent / Unknown
369134,TOLEDO HOME HEALTH SERVICES LLC,OH,HHA,independent,Independent / Unknown
369135,HIS TREASURES HEALTHCARE LLC,OH,HHA,independent,Independent / Unknown
369136,HEALING SPRINGS MED-CARE LLC,OH,HHA,independent,Independent / Unknown
369137,COMMUNITY HOME HEALTH CARE INC,OH,HHA,independent,Independent / Unknown
